observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	leafFreshWeight	leafNumber	leafWidth	shootFreshWeight	leafLength	cellDivisionZoneLengthLeaf	finalLeafLength	leafLaminaFreshWeight	leafArea	shootDryWeight
P_7002	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-14T15:50:00Z					134.00					
P_7002	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-15T07:30:00Z					172.00					
P_7002	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-16T07:00:00Z					229.00					
P_7003	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-26T07:00:00Z						9975.00				
P_7003	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-14T15:50:00Z					126.00					
P_7003	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-15T07:30:00Z					160.00					
P_7003	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-16T07:00:00Z					213.00					
P_7004	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-14T15:50:00Z					128.00					
P_7004	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-15T07:30:00Z					160.00					
P_7004	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-16T07:00:00Z					217.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-26T07:00:00Z							615.00			
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-26T07:00:00Z									66.17	
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-26T07:00:00Z	3.55									
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-26T07:00:00Z								1.35		
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-14T15:50:00Z					127.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-15T07:30:00Z					158.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-16T07:00:00Z					210.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-17T07:00:00Z					276.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-18T07:00:00Z					341.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-19T07:00:00Z					406.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-20T08:15:00Z					477.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-22T07:00:00Z					569.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-23T07:30:00Z					586.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-24T07:55:00Z					596.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-25T07:15:00Z					602.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-26T07:00:00Z					602.00					
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-26T07:00:00Z		9.00								
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-26T07:00:00Z			2.26							
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-26T07:00:00Z										2.56
P_7005	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-26T07:00:00Z				31.11						
P_7006	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-14T15:50:00Z					146.00					
P_7006	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-15T07:30:00Z					182.00					
P_7006	NA	NA	NA	Zea_VIB_RIL_8W_28RIL8way___133	RIL_8W_28 RIL 8-way 	133	NA	2013-04-16T07:00:00Z					236.00					
