observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	leafNumber	leafLaminaFreshWeight	leafArea	leafFreshWeight	cellDivisionZoneLengthLeaf	leafWidth	shootFreshWeight	leafLength	finalLeafLength	shootDryWeight
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-21T06:30:00Z									645.00	
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-21T06:30:00Z			63.42							
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-21T06:30:00Z				3.78						
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-21T06:30:00Z		1.54								
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-08T08:00:00Z								109.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-09T07:10:00Z								147.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-10T07:00:00Z								208.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-11T07:00:00Z								272.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-12T07:00:00Z								341.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-13T07:00:00Z								416.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-14T06:20:00Z								480.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-16T07:30:00Z								607.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-17T06:20:00Z								624.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-18T06:30:00Z								635.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-19T07:00:00Z								644.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-20T07:00:00Z								645.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-21T06:30:00Z								645.00		
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-21T06:30:00Z	9.00									
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-21T06:30:00Z						2.03				
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-21T06:30:00Z										2.69
P_7412	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-21T06:30:00Z							37.14			
P_7413	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-10T07:00:00Z								154.00		
P_7413	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-11T07:00:00Z								217.00		
P_7413	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-12T07:00:00Z								276.00		
P_7414	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-09T07:10:00Z								134.00		
P_7414	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-10T07:00:00Z								194.00		
P_7414	NA	NA	NA	Zea_VIB_RIL_8W_46RIL8way___152	RIL_8W_46 RIL 8-way 	152	NA	2013-06-11T07:00:00Z								259.00		
