Source Name	Characteristics[Organism]	Characteristics[Genus]	Characteristics[Species]	Protocol REF	Sample Name	Characteristics[Observation Unit Type]	Characteristics[Spatial Distribution]
RIL_8W_75 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_40	plant	[plant]40
RIL_8W_75 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_45	plant	[plant]45
RIL_8W_75 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_53	plant	[plant]53
RIL_8W_75 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_43	plant	[plant]43
RIL_8W_75 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_46	plant	[plant]46
RIL_8W_75 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_51	plant	[plant]51
RIL_8W_75 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_55	plant	[plant]55
RIL_8W_75 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_44	plant	[plant]44
RIL_8W_75 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_48	plant	[plant]48
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_72	plant	[plant]72
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_73	plant	[plant]73
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_58	plant	[plant]58
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_70	plant	[plant]70
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_71	plant	[plant]71
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_66	plant	[plant]66
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_64	plant	[plant]64
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_67	plant	[plant]67
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_74	plant	[plant]74
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_68	plant	[plant]68
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_62	plant	[plant]62
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_75	plant	[plant]75
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_59	plant	[plant]59
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_69	plant	[plant]69
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_76	plant	[plant]76
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_60	plant	[plant]60
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_63	plant	[plant]63
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_65	plant	[plant]65
RIL_8W_76 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_61	plant	[plant]61
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_86	plant	[plant]86
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_91	plant	[plant]91
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_90	plant	[plant]90
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_79	plant	[plant]79
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_81	plant	[plant]81
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_93	plant	[plant]93
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_82	plant	[plant]82
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_83	plant	[plant]83
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_78	plant	[plant]78
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_92	plant	[plant]92
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_89	plant	[plant]89
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_80	plant	[plant]80
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_77	plant	[plant]77
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_88	plant	[plant]88
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_87	plant	[plant]87
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_84	plant	[plant]84
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_94	plant	[plant]94
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_95	plant	[plant]95
RIL_8W_77 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_85	plant	[plant]85
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_112	plant	[plant]112
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_103	plant	[plant]103
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_98	plant	[plant]98
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_97	plant	[plant]97
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_105	plant	[plant]105
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_107	plant	[plant]107
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_109	plant	[plant]109
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_104	plant	[plant]104
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_108	plant	[plant]108
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_114	plant	[plant]114
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_113	plant	[plant]113
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_111	plant	[plant]111
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_99	plant	[plant]99
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_96	plant	[plant]96
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_106	plant	[plant]106
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_110	plant	[plant]110
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_102	plant	[plant]102
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_101	plant	[plant]101
RIL_8W_78 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_100	plant	[plant]100
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_132	plant	[plant]132
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_125	plant	[plant]125
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_121	plant	[plant]121
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_117	plant	[plant]117
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_118	plant	[plant]118
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_133	plant	[plant]133
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_127	plant	[plant]127
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_131	plant	[plant]131
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_120	plant	[plant]120
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_123	plant	[plant]123
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_119	plant	[plant]119
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_115	plant	[plant]115
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_126	plant	[plant]126
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_122	plant	[plant]122
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_130	plant	[plant]130
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_128	plant	[plant]128
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_124	plant	[plant]124
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_116	plant	[plant]116
RIL_8W_79 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_129	plant	[plant]129
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_138	plant	[plant]138
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_145	plant	[plant]145
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_151	plant	[plant]151
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_136	plant	[plant]136
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_150	plant	[plant]150
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_140	plant	[plant]140
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_146	plant	[plant]146
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_135	plant	[plant]135
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_152	plant	[plant]152
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_148	plant	[plant]148
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_147	plant	[plant]147
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_134	plant	[plant]134
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_149	plant	[plant]149
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_137	plant	[plant]137
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_141	plant	[plant]141
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_144	plant	[plant]144
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_142	plant	[plant]142
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_139	plant	[plant]139
RIL_8W_80 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_143	plant	[plant]143
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_159	plant	[plant]159
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_155	plant	[plant]155
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_171	plant	[plant]171
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_154	plant	[plant]154
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_161	plant	[plant]161
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_165	plant	[plant]165
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_170	plant	[plant]170
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_163	plant	[plant]163
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_160	plant	[plant]160
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_169	plant	[plant]169
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_164	plant	[plant]164
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_158	plant	[plant]158
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_162	plant	[plant]162
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_166	plant	[plant]166
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_153	plant	[plant]153
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_167	plant	[plant]167
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_156	plant	[plant]156
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_168	plant	[plant]168
RIL_8W_81 RIL 8-way 	NCBI:4577	Zea	mays	sample collection	pot_157	plant	[plant]157
