observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	leafNumber	leafLaminaFreshWeight	leafArea	leafFreshWeight	cellDivisionZoneLengthLeaf	leafWidth	shootFreshWeight	leafLength	finalLeafLength	shootDryWeight
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-19T06:30:00Z									425.00	
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-19T06:30:00Z			47.17							
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-19T06:30:00Z				1.41						
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-19T06:30:00Z		0.83								
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-06T07:00:00Z								113.00		
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-07T07:00:00Z								157.00		
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-08T07:00:00Z								198.00		
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-09T07:00:00Z								247.00		
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-10T14:00:00Z								309.00		
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-12T07:00:00Z								383.00		
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-13T07:00:00Z								405.00		
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-14T07:00:00Z								417.00		
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-16T08:00:00Z								418.00		
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-19T06:30:00Z								425.00		
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-19T06:30:00Z	8.00									
P_7631	NA	NA	NA	Zea_VIB_RIL_8W_64RIL8way___170	RIL_8W_64 RIL 8-way 	170	NA	2013-08-19T06:30:00Z						2.27				
