observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	leafNumber	leafLaminaFreshWeight	leafArea	cellDivisionZoneLengthLeaf	leafFreshWeight	leafWidth	shootFreshWeight	leafLength	finalLeafLength	shootDryWeight
P_8420	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								264.00		
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z									643.00	
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z			67.77							
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z					3.34					
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z		1.62								
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-04T07:20:00Z								135.00		
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-05T08:05:00Z								195.00		
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-06T07:20:00Z								258.00		
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-09T07:10:00Z								501.00		
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-10T06:45:00Z								573.00		
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-11T13:50:00Z								618.00		
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-12T06:30:00Z								625.00		
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z								630.00		
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z	8.00									
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z						2.19				
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z										1.43
P_8421	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z							18.19			
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z									654.00	
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z			67.98							
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z					3.43					
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z		1.63								
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-01T07:15:00Z								187.00		
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								270.00		
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								359.00		
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-04T07:20:00Z								442.00		
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-05T08:05:00Z								533.00		
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-06T07:20:00Z								604.00		
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-09T07:10:00Z								653.00		
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-10T06:45:00Z								652.00		
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-11T13:50:00Z								658.00		
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-12T06:30:00Z								653.00		
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z								648.00		
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z	10.00									
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z						1.94				
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z										3.87
P_8422	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z							47.36			
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z									620.00	
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z			56.61							
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z					3.26					
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z		1.41								
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								155.00		
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-04T07:20:00Z								217.00		
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-05T08:05:00Z								280.00		
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-06T07:20:00Z								355.00		
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-09T07:10:00Z								582.00		
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-10T06:45:00Z								602.00		
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-11T13:50:00Z								622.00		
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-12T06:30:00Z								619.00		
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z								620.00		
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z	9.00									
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z						2.09				
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z										2.38
P_8423	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z							29.73			
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z									647.00	
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z			79.56							
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z					4.74					
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z		2.09								
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-01T07:15:00Z								184.00		
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								266.00		
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								351.00		
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-04T07:20:00Z								438.00		
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-05T08:05:00Z								525.00		
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-06T07:20:00Z								586.00		
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-09T07:10:00Z								638.00		
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-10T06:45:00Z								644.00		
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-11T13:50:00Z								665.00		
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-12T06:30:00Z								660.00		
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z								650.00		
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z	10.00									
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z						2.15				
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z										4.30
P_8424	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z							51.65			
P_8425	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-01T07:15:00Z								282.00		
P_8425	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								264.00		
P_8425	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								351.00		
P_8425	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-04T07:20:00Z								437.00		
P_8425	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-05T08:05:00Z								532.00		
P_8425	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-06T07:20:00Z								617.00		
P_8425	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-09T07:10:00Z								733.00		
P_8425	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-10T06:45:00Z								741.00		
P_8425	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-11T13:50:00Z								748.00		
P_8425	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-12T06:30:00Z								743.00		
P_8425	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z								746.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z									646.00	
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z			74.31							
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z					4.66					
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z		2.04								
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-01T07:15:00Z								186.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								262.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								340.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-04T07:20:00Z								411.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-05T08:05:00Z								489.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-06T07:20:00Z								575.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-09T07:10:00Z								645.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-10T06:45:00Z								648.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-11T13:50:00Z								654.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-12T06:30:00Z								650.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z								650.00		
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z	10.00									
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z						2.25				
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z										4.18
P_8426	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z							52.63			
P_8427	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								171.00		
P_8427	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								236.00		
P_8427	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-04T07:20:00Z								309.00		
P_8428	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-01T07:15:00Z								175.00		
P_8428	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								250.00		
P_8428	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								328.00		
P_8429	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								177.00		
P_8429	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								246.00		
P_8429	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-04T07:20:00Z								321.00		
P_8430	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								112.00		
P_8430	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								177.00		
P_8430	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-04T07:20:00Z								251.00		
P_8431	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-01T07:15:00Z								106.00		
P_8431	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								160.00		
P_8431	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								224.00		
P_8431	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-04T07:20:00Z								301.00		
P_8431	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-05T08:05:00Z								376.00		
P_8431	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-06T07:20:00Z								451.00		
P_8431	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-09T07:10:00Z								576.00		
P_8431	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-10T06:45:00Z								581.00		
P_8431	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-11T13:50:00Z								587.00		
P_8431	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-12T06:30:00Z								588.00		
P_8431	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-13T07:15:00Z								586.00		
P_8432	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-01T07:15:00Z								118.00		
P_8432	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								182.00		
P_8432	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								252.00		
P_8433	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-01T07:15:00Z								115.00		
P_8433	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								180.00		
P_8433	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								256.00		
P_8434	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-01T07:15:00Z								128.00		
P_8434	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-02T07:00:00Z								188.00		
P_8434	NA	NA	NA	Zea_VIB_B73RIL8way___109	B73 RIL 8-way 	109	NA	2012-07-03T07:40:00Z								262.00		
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z									836.00	
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z			93.27							
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z					5.03					
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z		1.87								
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-03T07:40:00Z								224.00		
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-04T07:20:00Z								298.00		
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-05T08:05:00Z								373.00		
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-06T07:20:00Z								462.00		
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-09T07:10:00Z								735.00		
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-10T06:45:00Z								777.00		
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-11T13:50:00Z								808.00		
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-12T06:30:00Z								817.00		
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z								823.00		
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z	8.00									
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z						2.48				
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z										3.02
P_8512	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z							33.04			
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z									814.00	
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z			107.15							
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z					6.29					
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z		2.25								
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-02T07:00:00Z								217.00		
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-03T07:40:00Z								281.00		
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-04T07:20:00Z								353.00		
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-05T08:05:00Z								461.00		
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-06T07:20:00Z								568.00		
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-09T07:10:00Z								772.00		
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-10T06:45:00Z								798.00		
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-11T13:50:00Z								807.00		
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-12T06:30:00Z								806.00		
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z								807.00		
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z	9.00									
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z						2.84				
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z										4.97
P_8513	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z							55.94			
P_8514	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-03T07:40:00Z								179.00		
P_8514	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-04T07:20:00Z								252.00		
P_8514	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-05T08:05:00Z								327.00		
P_8514	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-06T07:20:00Z								394.00		
P_8514	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-09T07:10:00Z								641.00		
P_8514	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-10T06:45:00Z								686.00		
P_8514	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-11T13:50:00Z								721.00		
P_8514	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-12T06:30:00Z								734.00		
P_8514	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z								741.00		
P_8495	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z				10800.00						
P_8495	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-02T07:00:00Z								165.00		
P_8495	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-03T07:40:00Z								242.00		
P_8495	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-04T07:20:00Z								316.00		
P_8496	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-01T07:15:00Z								138.00		
P_8496	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-02T07:00:00Z								217.00		
P_8496	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-03T07:40:00Z								305.00		
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z									943.00	
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z			130.81							
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z					7.83					
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z		2.95								
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-04T07:20:00Z								244.00		
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-05T08:05:00Z								328.00		
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-06T07:20:00Z								414.00		
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-09T07:10:00Z								743.00		
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-10T06:45:00Z								824.00		
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-11T13:50:00Z								891.00		
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-12T06:30:00Z								894.00		
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z								914.00		
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z	8.00									
P_8497	NA	NA	NA	Zea_VIB_CML91RIL8way___205	CML91 RIL 8-way 	205	NA	2012-07-13T07:15:00Z						2.96				
