Source Name	Characteristics[Organism]	Characteristics[Genus]	Characteristics[Species]	Protocol REF	Sample Name	Characteristics[Observation Unit Type]	Characteristics[Spatial Distribution]
RIL_8W_EP24_6	NCBI:4577	Zea	mays	sample collection	pot_256	plant	[plant]256
RIL_8W_EP24_7	NCBI:4577	Zea	mays	sample collection	pot_257	plant	[plant]257
RIL_8W_EP24_8	NCBI:4577	Zea	mays	sample collection	pot_258	plant	[plant]258
RIL_8W_EP24_9	NCBI:4577	Zea	mays	sample collection	pot_259	plant	[plant]259
RIL_8W_EP25_1	NCBI:4577	Zea	mays	sample collection	pot_260	plant	[plant]260
RIL_8W_EP25_16	NCBI:4577	Zea	mays	sample collection	pot_262	plant	[plant]262
RIL_8W_EP25_18	NCBI:4577	Zea	mays	sample collection	pot_264	plant	[plant]264
RIL_8W_EP25_19	NCBI:4577	Zea	mays	sample collection	pot_265	plant	[plant]265
RIL_8W_EP25_2	NCBI:4577	Zea	mays	sample collection	pot_266	plant	[plant]266
RIL_8W_EP25_20	NCBI:4577	Zea	mays	sample collection	pot_267	plant	[plant]267
RIL_8W_EP25_25	NCBI:4577	Zea	mays	sample collection	pot_268	plant	[plant]268
RIL_8W_EP25_3	NCBI:4577	Zea	mays	sample collection	pot_269	plant	[plant]269
RIL_8W_EP25_30	NCBI:4577	Zea	mays	sample collection	pot_270	plant	[plant]270
RIL_8W_EP25_37	NCBI:4577	Zea	mays	sample collection	pot_272	plant	[plant]272
RIL_8W_EP25_39	NCBI:4577	Zea	mays	sample collection	pot_273	plant	[plant]273
RIL_8W_EP25_5	NCBI:4577	Zea	mays	sample collection	pot_274	plant	[plant]274
RIL_8W_EP26_12	NCBI:4577	Zea	mays	sample collection	pot_275	plant	[plant]275
RIL_8W_EP26_19	NCBI:4577	Zea	mays	sample collection	pot_276	plant	[plant]276
RIL_8W_EP26_23	NCBI:4577	Zea	mays	sample collection	pot_278	plant	[plant]278
RIL_8W_EP26_27	NCBI:4577	Zea	mays	sample collection	pot_279	plant	[plant]279
RIL_8W_EP26_29	NCBI:4577	Zea	mays	sample collection	pot_280	plant	[plant]280
RIL_8W_EP26_30	NCBI:4577	Zea	mays	sample collection	pot_281	plant	[plant]281
RIL_8W_EP26_33	NCBI:4577	Zea	mays	sample collection	pot_283	plant	[plant]283
RIL_8W_EP26_42	NCBI:4577	Zea	mays	sample collection	pot_284	plant	[plant]284
RIL_8W_EP26_44	NCBI:4577	Zea	mays	sample collection	pot_285	plant	[plant]285
RIL_8W_EP26_6	NCBI:4577	Zea	mays	sample collection	pot_286	plant	[plant]286
RIL_8W_EP26_9	NCBI:4577	Zea	mays	sample collection	pot_289	plant	[plant]289
RIL_8W_EP27_2	NCBI:4577	Zea	mays	sample collection	pot_290	plant	[plant]290
RIL_8W_EP27_25	NCBI:4577	Zea	mays	sample collection	pot_291	plant	[plant]291
RIL_8W_EP27_29	NCBI:4577	Zea	mays	sample collection	pot_292	plant	[plant]292
RIL_8W_EP27_32	NCBI:4577	Zea	mays	sample collection	pot_293	plant	[plant]293
RIL_8W_EP27_33	NCBI:4577	Zea	mays	sample collection	pot_294	plant	[plant]294
RIL_8W_EP27_36	NCBI:4577	Zea	mays	sample collection	pot_295	plant	[plant]295
RIL_8W_EP27_4	NCBI:4577	Zea	mays	sample collection	pot_296	plant	[plant]296
RIL_8W_EP27_41	NCBI:4577	Zea	mays	sample collection	pot_297	plant	[plant]297
RIL_8W_EP27_42	NCBI:4577	Zea	mays	sample collection	pot_298	plant	[plant]298
RIL_8W_EP27_48	NCBI:4577	Zea	mays	sample collection	pot_299	plant	[plant]299
RIL_8W_EP27_50	NCBI:4577	Zea	mays	sample collection	pot_300	plant	[plant]300
RIL_8W_EP27_55	NCBI:4577	Zea	mays	sample collection	pot_302	plant	[plant]302
RIL_8W_EP27_56	NCBI:4577	Zea	mays	sample collection	pot_303	plant	[plant]303
RIL_8W_EP27_6	NCBI:4577	Zea	mays	sample collection	pot_304	plant	[plant]304
RIL_8W_EP28_19	NCBI:4577	Zea	mays	sample collection	pot_305	plant	[plant]305
RIL_8W_EP28_21	NCBI:4577	Zea	mays	sample collection	pot_306	plant	[plant]306
RIL_8W_EP28_22	NCBI:4577	Zea	mays	sample collection	pot_307	plant	[plant]307
RIL_8W_EP28_23	NCBI:4577	Zea	mays	sample collection	pot_308	plant	[plant]308
RIL_8W_EP28_31	NCBI:4577	Zea	mays	sample collection	pot_310	plant	[plant]310
RIL_8W_EP28_33	NCBI:4577	Zea	mays	sample collection	pot_311	plant	[plant]311
RIL_8W_EP28_40	NCBI:4577	Zea	mays	sample collection	pot_313	plant	[plant]313
RIL_8W_EP28_41	NCBI:4577	Zea	mays	sample collection	pot_314	plant	[plant]314
RIL_8W_EP28_42	NCBI:4577	Zea	mays	sample collection	pot_315	plant	[plant]315
RIL_8W_EP28_43	NCBI:4577	Zea	mays	sample collection	pot_316	plant	[plant]316
RIL_8W_EP28_50	NCBI:4577	Zea	mays	sample collection	pot_318	plant	[plant]318
RIL_8W_EP28_6	NCBI:4577	Zea	mays	sample collection	pot_319	plant	[plant]319
RIL_8W_EP29_1	NCBI:4577	Zea	mays	sample collection	pot_320	plant	[plant]320
RIL_8W_EP29_12	NCBI:4577	Zea	mays	sample collection	pot_321	plant	[plant]321
RIL_8W_EP29_17	NCBI:4577	Zea	mays	sample collection	pot_322	plant	[plant]322
RIL_8W_EP29_2	NCBI:4577	Zea	mays	sample collection	pot_323	plant	[plant]323
RIL_8W_EP29_29	NCBI:4577	Zea	mays	sample collection	pot_324	plant	[plant]324
RIL_8W_EP29_30	NCBI:4577	Zea	mays	sample collection	pot_325	plant	[plant]325
RIL_8W_EP29_37	NCBI:4577	Zea	mays	sample collection	pot_327	plant	[plant]327
RIL_8W_EP29_39	NCBI:4577	Zea	mays	sample collection	pot_328	plant	[plant]328
RIL_8W_EP29_4	NCBI:4577	Zea	mays	sample collection	pot_329	plant	[plant]329
RIL_8W_EP29_49	NCBI:4577	Zea	mays	sample collection	pot_330	plant	[plant]330
RIL_8W_EP29_6	NCBI:4577	Zea	mays	sample collection	pot_331	plant	[plant]331
RIL_8W_EP29_7	NCBI:4577	Zea	mays	sample collection	pot_332	plant	[plant]332
RIL_8W_EP29_8	NCBI:4577	Zea	mays	sample collection	pot_333	plant	[plant]333
RIL_8W_EP29_9	NCBI:4577	Zea	mays	sample collection	pot_334	plant	[plant]334
RIL_8W_EP2_11	NCBI:4577	Zea	mays	sample collection	pot_169	plant	[plant]169
RIL_8W_EP2_14	NCBI:4577	Zea	mays	sample collection	pot_170	plant	[plant]170
RIL_8W_EP2_15	NCBI:4577	Zea	mays	sample collection	pot_171	plant	[plant]171
RIL_8W_EP2_28	NCBI:4577	Zea	mays	sample collection	pot_172	plant	[plant]172
RIL_8W_EP2_59	NCBI:4577	Zea	mays	sample collection	pot_175	plant	[plant]175
RIL_8W_EP2_6	NCBI:4577	Zea	mays	sample collection	pot_176	plant	[plant]176
RIL_8W_EP2_68	NCBI:4577	Zea	mays	sample collection	pot_180	plant	[plant]180
RIL_8W_EP2_71	NCBI:4577	Zea	mays	sample collection	pot_181	plant	[plant]181
RIL_8W_EP2_76	NCBI:4577	Zea	mays	sample collection	pot_183	plant	[plant]183
RIL_8W_EP30_12	NCBI:4577	Zea	mays	sample collection	pot_351	plant	[plant]351
RIL_8W_EP30_13	NCBI:4577	Zea	mays	sample collection	pot_352	plant	[plant]352
RIL_8W_EP30_16	NCBI:4577	Zea	mays	sample collection	pot_353	plant	[plant]353
RIL_8W_EP30_18	NCBI:4577	Zea	mays	sample collection	pot_354	plant	[plant]354
RIL_8W_EP30_22	NCBI:4577	Zea	mays	sample collection	pot_355	plant	[plant]355
RIL_8W_EP30_23	NCBI:4577	Zea	mays	sample collection	pot_356	plant	[plant]356
RIL_8W_EP30_24	NCBI:4577	Zea	mays	sample collection	pot_357	plant	[plant]357
RIL_8W_EP30_25	NCBI:4577	Zea	mays	sample collection	pot_358	plant	[plant]358
RIL_8W_EP30_27	NCBI:4577	Zea	mays	sample collection	pot_359	plant	[plant]359
RIL_8W_EP30_28	NCBI:4577	Zea	mays	sample collection	pot_360	plant	[plant]360
RIL_8W_EP30_4	NCBI:4577	Zea	mays	sample collection	pot_361	plant	[plant]361
RIL_8W_EP30_6	NCBI:4577	Zea	mays	sample collection	pot_362	plant	[plant]362
RIL_8W_EP30_7	NCBI:4577	Zea	mays	sample collection	pot_363	plant	[plant]363
RIL_8W_EP31_1	NCBI:4577	Zea	mays	sample collection	pot_365	plant	[plant]365
RIL_8W_EP31_10	NCBI:4577	Zea	mays	sample collection	pot_366	plant	[plant]366
RIL_8W_EP31_15	NCBI:4577	Zea	mays	sample collection	pot_368	plant	[plant]368
RIL_8W_EP31_16	NCBI:4577	Zea	mays	sample collection	pot_369	plant	[plant]369
RIL_8W_EP31_17	NCBI:4577	Zea	mays	sample collection	pot_370	plant	[plant]370
RIL_8W_EP31_18	NCBI:4577	Zea	mays	sample collection	pot_371	plant	[plant]371
RIL_8W_EP31_21	NCBI:4577	Zea	mays	sample collection	pot_372	plant	[plant]372
RIL_8W_EP31_26	NCBI:4577	Zea	mays	sample collection	pot_373	plant	[plant]373
RIL_8W_EP31_28	NCBI:4577	Zea	mays	sample collection	pot_374	plant	[plant]374
RIL_8W_EP31_30	NCBI:4577	Zea	mays	sample collection	pot_375	plant	[plant]375
RIL_8W_EP31_4	NCBI:4577	Zea	mays	sample collection	pot_377	plant	[plant]377
RIL_8W_EP31_5	NCBI:4577	Zea	mays	sample collection	pot_378	plant	[plant]378
RIL_8W_EP31_6	NCBI:4577	Zea	mays	sample collection	pot_379	plant	[plant]379
RIL_8W_EP32_11	NCBI:4577	Zea	mays	sample collection	pot_380	plant	[plant]380
RIL_8W_EP32_18	NCBI:4577	Zea	mays	sample collection	pot_381	plant	[plant]381
RIL_8W_EP32_2	NCBI:4577	Zea	mays	sample collection	pot_382	plant	[plant]382
RIL_8W_EP32_25	NCBI:4577	Zea	mays	sample collection	pot_383	plant	[plant]383
RIL_8W_EP32_3	NCBI:4577	Zea	mays	sample collection	pot_384	plant	[plant]384
RIL_8W_EP32_31	NCBI:4577	Zea	mays	sample collection	pot_385	plant	[plant]385
RIL_8W_EP32_33	NCBI:4577	Zea	mays	sample collection	pot_386	plant	[plant]386
RIL_8W_EP32_37	NCBI:4577	Zea	mays	sample collection	pot_387	plant	[plant]387
RIL_8W_EP32_38	NCBI:4577	Zea	mays	sample collection	pot_388	plant	[plant]388
RIL_8W_EP32_39	NCBI:4577	Zea	mays	sample collection	pot_389	plant	[plant]389
RIL_8W_EP32_40	NCBI:4577	Zea	mays	sample collection	pot_390	plant	[plant]390
RIL_8W_EP32_41	NCBI:4577	Zea	mays	sample collection	pot_391	plant	[plant]391
RIL_8W_EP32_42	NCBI:4577	Zea	mays	sample collection	pot_392	plant	[plant]392
RIL_8W_EP32_5	NCBI:4577	Zea	mays	sample collection	pot_393	plant	[plant]393
RIL_8W_EP32_9	NCBI:4577	Zea	mays	sample collection	pot_394	plant	[plant]394
RIL_8W_EP33_11	NCBI:4577	Zea	mays	sample collection	pot_395	plant	[plant]395
RIL_8W_EP33_12	NCBI:4577	Zea	mays	sample collection	pot_396	plant	[plant]396
RIL_8W_EP33_13	NCBI:4577	Zea	mays	sample collection	pot_397	plant	[plant]397
RIL_8W_EP33_18	NCBI:4577	Zea	mays	sample collection	pot_398	plant	[plant]398
RIL_8W_EP33_19	NCBI:4577	Zea	mays	sample collection	pot_399	plant	[plant]399
RIL_8W_EP33_20	NCBI:4577	Zea	mays	sample collection	pot_400	plant	[plant]400
RIL_8W_EP33_23	NCBI:4577	Zea	mays	sample collection	pot_401	plant	[plant]401
RIL_8W_EP33_30	NCBI:4577	Zea	mays	sample collection	pot_402	plant	[plant]402
RIL_8W_EP33_33	NCBI:4577	Zea	mays	sample collection	pot_403	plant	[plant]403
RIL_8W_EP33_34	NCBI:4577	Zea	mays	sample collection	pot_404	plant	[plant]404
RIL_8W_EP33_44	NCBI:4577	Zea	mays	sample collection	pot_406	plant	[plant]406
RIL_8W_EP33_47	NCBI:4577	Zea	mays	sample collection	pot_407	plant	[plant]407
RIL_8W_EP33_5	NCBI:4577	Zea	mays	sample collection	pot_408	plant	[plant]408
RIL_8W_EP33_7	NCBI:4577	Zea	mays	sample collection	pot_409	plant	[plant]409
RIL_8W_EP34_10	NCBI:4577	Zea	mays	sample collection	pot_410	plant	[plant]410
RIL_8W_EP34_18	NCBI:4577	Zea	mays	sample collection	pot_411	plant	[plant]411
RIL_8W_EP34_22	NCBI:4577	Zea	mays	sample collection	pot_412	plant	[plant]412
RIL_8W_EP34_23	NCBI:4577	Zea	mays	sample collection	pot_413	plant	[plant]413
RIL_8W_EP34_26	NCBI:4577	Zea	mays	sample collection	pot_414	plant	[plant]414
RIL_8W_EP34_31	NCBI:4577	Zea	mays	sample collection	pot_415	plant	[plant]415
RIL_8W_EP34_36	NCBI:4577	Zea	mays	sample collection	pot_417	plant	[plant]417
RIL_8W_EP34_39	NCBI:4577	Zea	mays	sample collection	pot_418	plant	[plant]418
RIL_8W_EP34_4	NCBI:4577	Zea	mays	sample collection	pot_419	plant	[plant]419
RIL_8W_EP34_52	NCBI:4577	Zea	mays	sample collection	pot_420	plant	[plant]420
RIL_8W_EP34_54	NCBI:4577	Zea	mays	sample collection	pot_421	plant	[plant]421
RIL_8W_EP34_72	NCBI:4577	Zea	mays	sample collection	pot_422	plant	[plant]422
RIL_8W_EP34_75	NCBI:4577	Zea	mays	sample collection	pot_423	plant	[plant]423
RIL_8W_EP34_76	NCBI:4577	Zea	mays	sample collection	pot_424	plant	[plant]424
RIL_8W_EP35_13	NCBI:4577	Zea	mays	sample collection	pot_425	plant	[plant]425
RIL_8W_EP35_22	NCBI:4577	Zea	mays	sample collection	pot_427	plant	[plant]427
RIL_8W_EP35_25	NCBI:4577	Zea	mays	sample collection	pot_428	plant	[plant]428
RIL_8W_EP35_26	NCBI:4577	Zea	mays	sample collection	pot_429	plant	[plant]429
RIL_8W_EP35_31	NCBI:4577	Zea	mays	sample collection	pot_430	plant	[plant]430
RIL_8W_EP35_33	NCBI:4577	Zea	mays	sample collection	pot_431	plant	[plant]431
RIL_8W_EP35_35	NCBI:4577	Zea	mays	sample collection	pot_432	plant	[plant]432
RIL_8W_EP35_41	NCBI:4577	Zea	mays	sample collection	pot_433	plant	[plant]433
RIL_8W_EP35_43	NCBI:4577	Zea	mays	sample collection	pot_434	plant	[plant]434
RIL_8W_EP35_49	NCBI:4577	Zea	mays	sample collection	pot_435	plant	[plant]435
RIL_8W_EP35_5	NCBI:4577	Zea	mays	sample collection	pot_436	plant	[plant]436
RIL_8W_EP35_53	NCBI:4577	Zea	mays	sample collection	pot_437	plant	[plant]437
RIL_8W_EP35_7	NCBI:4577	Zea	mays	sample collection	pot_438	plant	[plant]438
RIL_8W_EP35_8	NCBI:4577	Zea	mays	sample collection	pot_439	plant	[plant]439
RIL_8W_EP3_11	NCBI:4577	Zea	mays	sample collection	pot_335	plant	[plant]335
RIL_8W_EP3_12	NCBI:4577	Zea	mays	sample collection	pot_336	plant	[plant]336
RIL_8W_EP3_30	NCBI:4577	Zea	mays	sample collection	pot_338	plant	[plant]338
RIL_8W_EP3_36	NCBI:4577	Zea	mays	sample collection	pot_339	plant	[plant]339
RIL_8W_EP3_40	NCBI:4577	Zea	mays	sample collection	pot_340	plant	[plant]340
RIL_8W_EP3_43	NCBI:4577	Zea	mays	sample collection	pot_341	plant	[plant]341
RIL_8W_EP3_44	NCBI:4577	Zea	mays	sample collection	pot_342	plant	[plant]342
RIL_8W_EP3_46	NCBI:4577	Zea	mays	sample collection	pot_343	plant	[plant]343
RIL_8W_EP3_53	NCBI:4577	Zea	mays	sample collection	pot_344	plant	[plant]344
RIL_8W_EP3_55	NCBI:4577	Zea	mays	sample collection	pot_345	plant	[plant]345
RIL_8W_EP3_56	NCBI:4577	Zea	mays	sample collection	pot_346	plant	[plant]346
RIL_8W_EP3_71	NCBI:4577	Zea	mays	sample collection	pot_347	plant	[plant]347
RIL_8W_EP3_82	NCBI:4577	Zea	mays	sample collection	pot_348	plant	[plant]348
RIL_8W_EP4_1	NCBI:4577	Zea	mays	sample collection	pot_440	plant	[plant]440
RIL_8W_EP4_11	NCBI:4577	Zea	mays	sample collection	pot_441	plant	[plant]441
RIL_8W_EP4_14	NCBI:4577	Zea	mays	sample collection	pot_442	plant	[plant]442
RIL_8W_EP4_22	NCBI:4577	Zea	mays	sample collection	pot_443	plant	[plant]443
RIL_8W_EP4_32	NCBI:4577	Zea	mays	sample collection	pot_444	plant	[plant]444
RIL_8W_EP4_33	NCBI:4577	Zea	mays	sample collection	pot_445	plant	[plant]445
RIL_8W_EP4_35	NCBI:4577	Zea	mays	sample collection	pot_446	plant	[plant]446
RIL_8W_EP4_36	NCBI:4577	Zea	mays	sample collection	pot_447	plant	[plant]447
RIL_8W_EP4_50	NCBI:4577	Zea	mays	sample collection	pot_448	plant	[plant]448
RIL_8W_EP4_61	NCBI:4577	Zea	mays	sample collection	pot_452	plant	[plant]452
RIL_8W_EP4_67	NCBI:4577	Zea	mays	sample collection	pot_453	plant	[plant]453
RIL_8W_EP5_12	NCBI:4577	Zea	mays	sample collection	pot_456	plant	[plant]456
RIL_8W_EP5_13	NCBI:4577	Zea	mays	sample collection	pot_457	plant	[plant]457
RIL_8W_EP5_14	NCBI:4577	Zea	mays	sample collection	pot_458	plant	[plant]458
RIL_8W_EP5_17	NCBI:4577	Zea	mays	sample collection	pot_459	plant	[plant]459
RIL_8W_EP5_25	NCBI:4577	Zea	mays	sample collection	pot_461	plant	[plant]461
RIL_8W_EP5_26	NCBI:4577	Zea	mays	sample collection	pot_462	plant	[plant]462
RIL_8W_EP5_29	NCBI:4577	Zea	mays	sample collection	pot_463	plant	[plant]463
RIL_8W_EP5_3	NCBI:4577	Zea	mays	sample collection	pot_464	plant	[plant]464
RIL_8W_EP5_34	NCBI:4577	Zea	mays	sample collection	pot_465	plant	[plant]465
RIL_8W_EP5_41	NCBI:4577	Zea	mays	sample collection	pot_466	plant	[plant]466
RIL_8W_EP5_42	NCBI:4577	Zea	mays	sample collection	pot_467	plant	[plant]467
RIL_8W_EP5_66	NCBI:4577	Zea	mays	sample collection	pot_469	plant	[plant]469
RIL_8W_EP6_11	NCBI:4577	Zea	mays	sample collection	pot_470	plant	[plant]470
RIL_8W_EP6_22	NCBI:4577	Zea	mays	sample collection	pot_472	plant	[plant]472
RIL_8W_EP6_31	NCBI:4577	Zea	mays	sample collection	pot_474	plant	[plant]474
RIL_8W_EP6_33	NCBI:4577	Zea	mays	sample collection	pot_475	plant	[plant]475
RIL_8W_EP6_35	NCBI:4577	Zea	mays	sample collection	pot_476	plant	[plant]476
RIL_8W_EP6_36	NCBI:4577	Zea	mays	sample collection	pot_477	plant	[plant]477
RIL_8W_EP6_4	NCBI:4577	Zea	mays	sample collection	pot_478	plant	[plant]478
RIL_8W_EP6_50	NCBI:4577	Zea	mays	sample collection	pot_479	plant	[plant]479
RIL_8W_EP6_59	NCBI:4577	Zea	mays	sample collection	pot_480	plant	[plant]480
RIL_8W_EP6_7	NCBI:4577	Zea	mays	sample collection	pot_482	plant	[plant]482
RIL_8W_EP6_70	NCBI:4577	Zea	mays	sample collection	pot_483	plant	[plant]483
RIL_8W_EP6_9	NCBI:4577	Zea	mays	sample collection	pot_484	plant	[plant]484
RIL_8W_EP7_13	NCBI:4577	Zea	mays	sample collection	pot_485	plant	[plant]485
RIL_8W_EP7_17	NCBI:4577	Zea	mays	sample collection	pot_486	plant	[plant]486
RIL_8W_EP7_20	NCBI:4577	Zea	mays	sample collection	pot_487	plant	[plant]487
RIL_8W_EP7_3	NCBI:4577	Zea	mays	sample collection	pot_488	plant	[plant]488
RIL_8W_EP7_38	NCBI:4577	Zea	mays	sample collection	pot_490	plant	[plant]490
RIL_8W_EP7_47	NCBI:4577	Zea	mays	sample collection	pot_491	plant	[plant]491
RIL_8W_EP7_50	NCBI:4577	Zea	mays	sample collection	pot_492	plant	[plant]492
RIL_8W_EP7_53	NCBI:4577	Zea	mays	sample collection	pot_493	plant	[plant]493
RIL_8W_EP7_54	NCBI:4577	Zea	mays	sample collection	pot_494	plant	[plant]494
RIL_8W_EP7_55	NCBI:4577	Zea	mays	sample collection	pot_495	plant	[plant]495
RIL_8W_EP7_65	NCBI:4577	Zea	mays	sample collection	pot_497	plant	[plant]497
RIL_8W_EP7_69	NCBI:4577	Zea	mays	sample collection	pot_498	plant	[plant]498
RIL_8W_EP8_11	NCBI:4577	Zea	mays	sample collection	pot_500	plant	[plant]500
RIL_8W_EP8_2	NCBI:4577	Zea	mays	sample collection	pot_501	plant	[plant]501
RIL_8W_EP8_37	NCBI:4577	Zea	mays	sample collection	pot_502	plant	[plant]502
RIL_8W_EP8_38	NCBI:4577	Zea	mays	sample collection	pot_503	plant	[plant]503
RIL_8W_EP8_43	NCBI:4577	Zea	mays	sample collection	pot_504	plant	[plant]504
RIL_8W_EP8_51	NCBI:4577	Zea	mays	sample collection	pot_506	plant	[plant]506
RIL_8W_EP8_52	NCBI:4577	Zea	mays	sample collection	pot_507	plant	[plant]507
RIL_8W_EP8_55	NCBI:4577	Zea	mays	sample collection	pot_508	plant	[plant]508
RIL_8W_EP8_66	NCBI:4577	Zea	mays	sample collection	pot_510	plant	[plant]510
RIL_8W_EP8_69	NCBI:4577	Zea	mays	sample collection	pot_511	plant	[plant]511
RIL_8W_EP8_73	NCBI:4577	Zea	mays	sample collection	pot_512	plant	[plant]512
RIL_8W_EP8_78	NCBI:4577	Zea	mays	sample collection	pot_514	plant	[plant]514
RIL_8W_EP9_23	NCBI:4577	Zea	mays	sample collection	pot_517	plant	[plant]517
RIL_8W_EP9_24	NCBI:4577	Zea	mays	sample collection	pot_518	plant	[plant]518
RIL_8W_EP9_28	NCBI:4577	Zea	mays	sample collection	pot_519	plant	[plant]519
RIL_8W_EP9_52	NCBI:4577	Zea	mays	sample collection	pot_520	plant	[plant]520
RIL_8W_EP9_53	NCBI:4577	Zea	mays	sample collection	pot_521	plant	[plant]521
RIL_8W_EP9_54	NCBI:4577	Zea	mays	sample collection	pot_522	plant	[plant]522
RIL_8W_EP9_56	NCBI:4577	Zea	mays	sample collection	pot_523	plant	[plant]523
RIL_8W_EP9_65	NCBI:4577	Zea	mays	sample collection	pot_524	plant	[plant]524
RIL_8W_EP9_67	NCBI:4577	Zea	mays	sample collection	pot_525	plant	[plant]525
RIL_8W_EP9_69	NCBI:4577	Zea	mays	sample collection	pot_526	plant	[plant]526
RIL_8W_EP9_70	NCBI:4577	Zea	mays	sample collection	pot_527	plant	[plant]527
RIL_8W_EP9_71	NCBI:4577	Zea	mays	sample collection	pot_528	plant	[plant]528
RIL_8W_EPA632	NCBI:4577	Zea	mays	sample collection	pot_530	plant	[plant]530
RIL_8W_EPB73	NCBI:4577	Zea	mays	sample collection	pot_531	plant	[plant]531
RIL_8W_EPB96	NCBI:4577	Zea	mays	sample collection	pot_532	plant	[plant]532
RIL_8W_EPF7	NCBI:4577	Zea	mays	sample collection	pot_533	plant	[plant]533
RIL_8W_EPH99	NCBI:4577	Zea	mays	sample collection	pot_534	plant	[plant]534
RIL_8W_EPHP301	NCBI:4577	Zea	mays	sample collection	pot_535	plant	[plant]535
RIL_8W_EPMo17	NCBI:4577	Zea	mays	sample collection	pot_536	plant	[plant]536
RIL_8W_EPW153R	NCBI:4577	Zea	mays	sample collection	pot_537	plant	[plant]537
