Source Name	Characteristics[Organism]	Characteristics[Genus]	Characteristics[Species]	Protocol REF	Sample Name	Characteristics[Observation Unit Type]	Characteristics[Spatial Distribution]
RIL_8W_EP21_24	NCBI:4577	Zea	mays	sample collection	pot_207	plant	[plant]207
RIL_8W_EP21_34	NCBI:4577	Zea	mays	sample collection	pot_208	plant	[plant]208
RIL_8W_EP21_38	NCBI:4577	Zea	mays	sample collection	pot_209	plant	[plant]209
RIL_8W_EP21_39	NCBI:4577	Zea	mays	sample collection	pot_210	plant	[plant]210
RIL_8W_EP21_5	NCBI:4577	Zea	mays	sample collection	pot_213	plant	[plant]213
RIL_8W_EP21_6	NCBI:4577	Zea	mays	sample collection	pot_214	plant	[plant]214
RIL_8W_EP22_11	NCBI:4577	Zea	mays	sample collection	pot_216	plant	[plant]216
RIL_8W_EP22_14	NCBI:4577	Zea	mays	sample collection	pot_217	plant	[plant]217
RIL_8W_EP22_15	NCBI:4577	Zea	mays	sample collection	pot_218	plant	[plant]218
RIL_8W_EP22_22	NCBI:4577	Zea	mays	sample collection	pot_219	plant	[plant]219
RIL_8W_EP22_3	NCBI:4577	Zea	mays	sample collection	pot_220	plant	[plant]220
RIL_8W_EP22_34	NCBI:4577	Zea	mays	sample collection	pot_221	plant	[plant]221
RIL_8W_EP22_35	NCBI:4577	Zea	mays	sample collection	pot_222	plant	[plant]222
RIL_8W_EP22_38	NCBI:4577	Zea	mays	sample collection	pot_224	plant	[plant]224
RIL_8W_EP22_42	NCBI:4577	Zea	mays	sample collection	pot_226	plant	[plant]226
RIL_8W_EP22_5	NCBI:4577	Zea	mays	sample collection	pot_228	plant	[plant]228
RIL_8W_EP22_6	NCBI:4577	Zea	mays	sample collection	pot_229	plant	[plant]229
RIL_8W_EP23_11	NCBI:4577	Zea	mays	sample collection	pot_230	plant	[plant]230
RIL_8W_EP23_25	NCBI:4577	Zea	mays	sample collection	pot_232	plant	[plant]232
RIL_8W_EP23_26	NCBI:4577	Zea	mays	sample collection	pot_233	plant	[plant]233
RIL_8W_EP23_28	NCBI:4577	Zea	mays	sample collection	pot_234	plant	[plant]234
RIL_8W_EP23_3	NCBI:4577	Zea	mays	sample collection	pot_236	plant	[plant]236
RIL_8W_EP23_37	NCBI:4577	Zea	mays	sample collection	pot_237	plant	[plant]237
RIL_8W_EP23_39	NCBI:4577	Zea	mays	sample collection	pot_238	plant	[plant]238
RIL_8W_EP23_43	NCBI:4577	Zea	mays	sample collection	pot_239	plant	[plant]239
RIL_8W_EP23_44	NCBI:4577	Zea	mays	sample collection	pot_240	plant	[plant]240
RIL_8W_EP23_6	NCBI:4577	Zea	mays	sample collection	pot_241	plant	[plant]241
RIL_8W_EP23_7	NCBI:4577	Zea	mays	sample collection	pot_242	plant	[plant]242
RIL_8W_EP23_9	NCBI:4577	Zea	mays	sample collection	pot_244	plant	[plant]244
RIL_8W_EP24_10	NCBI:4577	Zea	mays	sample collection	pot_246	plant	[plant]246
RIL_8W_EP24_12	NCBI:4577	Zea	mays	sample collection	pot_247	plant	[plant]247
RIL_8W_EP24_13	NCBI:4577	Zea	mays	sample collection	pot_248	plant	[plant]248
RIL_8W_EP24_14	NCBI:4577	Zea	mays	sample collection	pot_249	plant	[plant]249
RIL_8W_EP24_15	NCBI:4577	Zea	mays	sample collection	pot_250	plant	[plant]250
RIL_8W_EP24_21	NCBI:4577	Zea	mays	sample collection	pot_252	plant	[plant]252
RIL_8W_EP24_23	NCBI:4577	Zea	mays	sample collection	pot_253	plant	[plant]253
RIL_8W_EP24_26	NCBI:4577	Zea	mays	sample collection	pot_254	plant	[plant]254
RIL_8W_EP24_28	NCBI:4577	Zea	mays	sample collection	pot_255	plant	[plant]255
