observationLevels[BLOCK]	observationLevels[BLOCK>PLOT>PLANT]	observationLevels[BLOCK>PLOT]	observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	NB_SHOOT_II_PLANT	NB_NCP_PLANT	NB_INFLO_NCP_PLANT	NB_SHOOTS_SPURS_PLANT	NB_SHOOT_ALL_M2	NB_INFLO_II_PLANT	FERT_SHOOT_II	NB_INFLO_SPURS_PLANT	FERT_SPURS	NB_SHOOT_I_PLANT	HS_Tmax_B02_15FB	BUD_DATE	FERT_PRIM	FERT_NCP	DOY_BUD	FERT_SHOOT_I	NB_SHOOT_ALL_PLANT	FERT_GLOB	NB_SHOOT_I_M2	NB_INFLO_ALL_PLANT	NB_INFLO_I_PLANT
3	26706.35	26706	2992570-2009	gnpis.lot:'0036E'	28	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VDRjdQQw==	Riesling*Gewurztraminer0036E	41207Col0036E	2009	NA																				48	
3	26706.35	26706	2992570-2009	gnpis.lot:'0036E'	28	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VDRjdQQw==	Riesling*Gewurztraminer0036E	41207Col0036E	2009	NA																2.235294					
3	26706.35	26706	2992570-2009	gnpis.lot:'0036E'	28	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VDRjdQQw==	Riesling*Gewurztraminer0036E	41207Col0036E	2009	NA																	26				
3	26706.35	26706	2992570-2009	gnpis.lot:'0036E'	28	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VDRjdQQw==	Riesling*Gewurztraminer0036E	41207Col0036E	2009	NA									1.5												
3	26706.35	26706	2992570-2009	gnpis.lot:'0036E'	28	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VDRjdQQw==	Riesling*Gewurztraminer0036E	41207Col0036E	2009	NA							0.33333334														
3	26706.35	26706	2992570-2009	gnpis.lot:'0036E'	28	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VDRjdQQw==	Riesling*Gewurztraminer0036E	41207Col0036E	2009	NA														1.5							
3	26706.35	26706	2992570-2009	gnpis.lot:'0036E'	28	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VDRjdQQw==	Riesling*Gewurztraminer0036E	41207Col0036E	2009	NA																		1.8461539			
3	26706.35	26706	2992570-2009	gnpis.lot:'0036E'	28	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VDRjdQQw==	Riesling*Gewurztraminer0036E	41207Col0036E	2009	NA													2.8235295								
3	26706.35	26706	2992570-2009	gnpis.lot:'0036E'	28	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VDRjdQQw==	Riesling*Gewurztraminer0036E	41207Col0036E	2009	NA																			8.242424		
3	26706.35	26706	2992570-2009	gnpis.lot:'0036E'	28	35	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VDRjdQQw==	Riesling*Gewurztraminer0036E	41207Col0036E	2009	NA					12.606061																
2	26727.16	26727	2992593-2006	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2006	NA												2006-04-22									
2	26727.16	26727	2992593-2006	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2006	NA															112.666666666664						
2	26727.16	26727	2992593-2006	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2006	NA											537.3										
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA												2009-04-13									
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA															103.26050420168						
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA											498.1										
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA										14											
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA				2																	
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA	1																				
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA		1																			
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA																					36
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA								4													
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA						2															
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA			2																		
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA																				44	
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA																2.5714285					
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA																	18				
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA									2												
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA							2														
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA														2							
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA																		2.4444444			
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA													3.142857								
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA																			6.787879		
2	26727.16	26727	2992593-2009	gnpis.lot:'Ri_49'	29	16	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0c5Vk5KVg==	Riesling B INRA-CV 813	274Col49	2009	NA					8.727273																
1	26304.10	26304	2992015-2006	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2006	NA												2006-04-22									
1	26304.10	26304	2992015-2006	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2006	NA															112.813432835821						
1	26304.10	26304	2992015-2006	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2006	NA											537.3										
1	26304.10	26304	2992015-2007	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2007	NA												2007-04-10									
1	26304.10	26304	2992015-2007	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2007	NA															100						
1	26304.10	26304	2992015-2007	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2007	NA											553.4										
1	26304.10	26304	2992015-2008	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2008	NA												2008-04-25									
1	26304.10	26304	2992015-2008	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2008	NA															116.546318289787						
1	26304.10	26304	2992015-2008	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2008	NA											651.8										
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA												2009-04-13									
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA															103.370473537601						
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA											498.1										
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA										15											
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA				2																	
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA	1																				
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA		3																			
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																					26
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA								4													
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA						1															
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA			0																		
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																				31	
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																1.7333333					
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																	21				
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA									2												
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA							1														
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA														0							
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																		1.4761904			
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA													2.0666666								
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA																			7.2727275		
1	26304.10	26304	2992015-2009	gnpis.lot:'Gw_643'	15	10	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hBVVdPNA==	Gewurztraminer Rs INRA-CV 925	258Col643	2009	NA					10.181818																
1	26603.8	26603	2992416-2006	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2006	NA												2006-04-22									
1	26603.8	26603	2992416-2006	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2006	NA															112.848837209298						
1	26603.8	26603	2992416-2006	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2006	NA											537.3										
1	26603.8	26603	2992416-2007	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2007	NA												2007-04-07									
1	26603.8	26603	2992416-2007	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2007	NA															97						
1	26603.8	26603	2992416-2007	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2007	NA											503.7										
1	26603.8	26603	2992416-2008	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2008	NA												2008-04-22									
1	26603.8	26603	2992416-2008	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2008	NA															113.5						
1	26603.8	26603	2992416-2008	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2008	NA											601.6										
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA												2009-04-13									
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA															103.132678132679						
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA											498.1										
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA										13											
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA				2																	
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA	3																				
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA		3																			
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA																					24
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA								2													
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA						0															
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA			0																		
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA																				26	
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA																1.8461539					
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA																	21				
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA									1												
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA							0														
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA														0							
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA																		1.2380953			
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA													2								
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA																			6.3030305		
1	26603.8	26603	2992416-2009	gnpis.lot:'0061E'	25	8	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VHQk9aSQ==	Riesling*Gewurztraminer0061E	41207Col0061E	2009	NA					10.181818																
3	26615.33	26615	2992446-2006	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2006	NA												2006-04-22									
3	26615.33	26615	2992446-2006	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2006	NA															112						
3	26615.33	26615	2992446-2006	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2006	NA											518.5										
3	26615.33	26615	2992446-2007	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2007	NA												2007-04-08									
3	26615.33	26615	2992446-2007	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2007	NA															98						
3	26615.33	26615	2992446-2007	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2007	NA											517.9										
3	26615.33	26615	2992446-2008	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2008	NA												2008-04-23									
3	26615.33	26615	2992446-2008	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2008	NA															114.0206185567						
3	26615.33	26615	2992446-2008	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2008	NA											601.6										
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA												2009-04-12									
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA															102.296975252066						
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA											477.7										
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA										15											
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA				2																	
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA	3																				
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA		2																			
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA																					39
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA								0													
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA						2															
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA			0																		
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA																				41	
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA																2.6					
3	26615.33	26615	2992446-2009	gnpis.lot:'0068E'	25	33	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NVUUpLUA==	Riesling*Gewurztraminer0068E	41207Col0068E	2009	NA																	22				
