observationLevels[BLOCK]	observationLevels[BLOCK>PLOT>PLANT]	observationLevels[BLOCK>PLOT]	observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	NB_SHOOT_II_PLANT	NB_NCP_PLANT	NB_INFLO_NCP_PLANT	NB_SHOOTS_SPURS_PLANT	NB_SHOOT_ALL_M2	NB_INFLO_II_PLANT	FERT_SHOOT_II	NB_INFLO_SPURS_PLANT	FERT_SPURS	NB_SHOOT_I_PLANT	HS_Tmax_B02_15FB	BUD_DATE	FERT_PRIM	FERT_NCP	DOY_BUD	FERT_SHOOT_I	NB_SHOOT_ALL_PLANT	FERT_GLOB	NB_SHOOT_I_M2	NB_INFLO_ALL_PLANT	NB_INFLO_I_PLANT
2	26306.14	26306	2992023-2009	gnpis.lot:'0032D'	15	14	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pXTk5JTg==	Riesling*Gewurztraminer0032D	41207Col0032D	2009	NA					10.181818																
2	26458.19	26458	2992235-2006	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2006	NA												2006-04-24									
2	26458.19	26458	2992235-2006	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2006	NA															114.877551020407						
2	26458.19	26458	2992235-2006	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2006	NA											575.9										
2	26458.19	26458	2992235-2007	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2007	NA												2007-04-11									
2	26458.19	26458	2992235-2007	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2007	NA															101						
2	26458.19	26458	2992235-2007	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2007	NA											572.3										
2	26458.19	26458	2992235-2008	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2008	NA												2008-04-26									
2	26458.19	26458	2992235-2008	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2008	NA															117.127551020407						
2	26458.19	26458	2992235-2008	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2008	NA											651.8										
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA												2009-04-14									
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA															104.339108910892						
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA											518.4										
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA										14											
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA				2																	
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA	1																				
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA		0																			
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA																					17
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA								3													
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA						2															
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA			0																		
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA																				22	
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA																1.2142857					
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA																	17				
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA									1.5												
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA							2														
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA														DM							
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA																		1.2941177			
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA													1.5714285								
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA																			6.787879		
2	26458.19	26458	2992235-2009	gnpis.lot:'0232E'	20	19	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINVlMVA==	Riesling*Gewurztraminer0232E	41220Col0232E	2009	NA					8.242424																
1	26541.5	26541	2992332-2006	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2006	NA												2006-04-27									
1	26541.5	26541	2992332-2006	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2006	NA															117.240310077519						
1	26541.5	26541	2992332-2006	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2006	NA											606.5										
1	26541.5	26541	2992332-2007	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2007	NA												2007-04-10									
1	26541.5	26541	2992332-2007	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2007	NA															100						
1	26541.5	26541	2992332-2007	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2007	NA											553.4										
1	26541.5	26541	2992332-2008	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2008	NA												2008-04-26									
1	26541.5	26541	2992332-2008	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2008	NA															117.673656618608						
1	26541.5	26541	2992332-2008	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2008	NA											671.2										
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA												2009-04-13									
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA															103.120171673821						
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA											498.1										
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA										10											
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA				2																	
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA	1																				
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA		4																			
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA																					16
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA								2													
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA						1															
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA			0																		
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA																				19	
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA																1.6					
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA																	17				
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA									1												
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA							1														
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA														0							
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA																		1.117647			
1	26541.5	26541	2992332-2009	gnpis.lot:'0066E'	23	5	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZSUUFURA==	Riesling*Gewurztraminer0066E	41207Col0066E	2009	NA													1.9								
