Source Name	Characteristics[Organism]	Characteristics[Genus]	Characteristics[Species]	Characteristics[Infraspecific Name]	Characteristics[Material Source ID]	Characteristics[Material Source DOI]	Protocol REF	Sample Name	Characteristics[Observation Unit Type]	Characteristics[Spatial Distribution]
Riesling*Gewurztraminer0066E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0066E	https://doi.org/10.15454/VRQATD	sample collection	26672	BLOCK>PLOT	[X]27; [Y]26; [BLOCK>PLOT]26672; [BLOCK]3
Riesling*Gewurztraminer0066E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0066E	https://doi.org/10.15454/VRQATD	sample collection	26578.18	BLOCK>PLOT>PLANT	[X]24; [Y]18; [plant]26578.18; [BLOCK>PLOT>PLANT]26578.18; [BLOCK>PLOT]26578; [BLOCK]2
Riesling*Gewurztraminer0066E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0066E	https://doi.org/10.15454/VRQATD	sample collection	26672.26	BLOCK>PLOT>PLANT	[X]27; [Y]26; [plant]26672.26; [BLOCK>PLOT>PLANT]26672.26; [BLOCK>PLOT]26672; [BLOCK]3
Riesling*Gewurztraminer0066E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0066E	https://doi.org/10.15454/VRQATD	sample collection	26541.5	BLOCK>PLOT>PLANT	[X]23; [Y]5; [plant]26541.5; [BLOCK>PLOT>PLANT]26541.5; [BLOCK>PLOT]26541; [BLOCK]1
Riesling*Gewurztraminer0067E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0067E	https://doi.org/10.15454/YYG96X	sample collection	26371	BLOCK>PLOT	[X]17; [Y]24; [BLOCK>PLOT]26371; [BLOCK]2
Riesling*Gewurztraminer0067E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0067E	https://doi.org/10.15454/YYG96X	sample collection	26812.6	BLOCK>PLOT>PLANT	[X]32; [Y]6; [plant]26812.6; [BLOCK>PLOT>PLANT]26812.6; [BLOCK>PLOT]26812; [BLOCK]1
Riesling*Gewurztraminer0067E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0067E	https://doi.org/10.15454/YYG96X	sample collection	26822.27	BLOCK>PLOT>PLANT	[X]32; [Y]27; [plant]26822.27; [BLOCK>PLOT>PLANT]26822.27; [BLOCK>PLOT]26822; [BLOCK]3
Riesling*Gewurztraminer0067E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0067E	https://doi.org/10.15454/YYG96X	sample collection	26371.25	BLOCK>PLOT>PLANT	[X]17; [Y]25; [plant]26371.25; [BLOCK>PLOT>PLANT]26371.25; [BLOCK>PLOT]26371; [BLOCK]2
Riesling*Gewurztraminer0068E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0068E	https://doi.org/10.15454/CUQJKP	sample collection	26755.13	BLOCK>PLOT>PLANT	[X]30; [Y]13; [plant]26755.13; [BLOCK>PLOT>PLANT]26755.13; [BLOCK>PLOT]26755; [BLOCK]1
Riesling*Gewurztraminer0068E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0068E	https://doi.org/10.15454/CUQJKP	sample collection	26755.12	BLOCK>PLOT>PLANT	[X]30; [Y]12; [plant]26755.12; [BLOCK>PLOT>PLANT]26755.12; [BLOCK>PLOT]26755; [BLOCK]1
Riesling*Gewurztraminer0068E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0068E	https://doi.org/10.15454/CUQJKP	sample collection	26615	BLOCK>PLOT	[X]25; [Y]32; [BLOCK>PLOT]26615; [BLOCK]3
Riesling*Gewurztraminer0068E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0068E	https://doi.org/10.15454/CUQJKP	sample collection	26755	BLOCK>PLOT	[X]30; [Y]12; [BLOCK>PLOT]26755; [BLOCK]1
Riesling*Gewurztraminer0068E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0068E	https://doi.org/10.15454/CUQJKP	sample collection	26615.33	BLOCK>PLOT>PLANT	[X]25; [Y]33; [plant]26615.33; [BLOCK>PLOT>PLANT]26615.33; [BLOCK>PLOT]26615; [BLOCK]3
Riesling*Gewurztraminer0070E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0070E	https://doi.org/10.15454/AUM0ZH	sample collection	26434.30	BLOCK>PLOT>PLANT	[X]19; [Y]30; [plant]26434.30; [BLOCK>PLOT>PLANT]26434.30; [BLOCK>PLOT]26434; [BLOCK]3
Riesling*Gewurztraminer0070E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0070E	https://doi.org/10.15454/AUM0ZH	sample collection	26491.25	BLOCK>PLOT>PLANT	[X]21; [Y]25; [plant]26491.25; [BLOCK>PLOT>PLANT]26491.25; [BLOCK>PLOT]26491; [BLOCK]2
Riesling*Gewurztraminer0072E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0072E	https://doi.org/10.15454/AWPQE8	sample collection	26496	BLOCK>PLOT	[X]21; [Y]34; [BLOCK>PLOT]26496; [BLOCK]3
Riesling*Gewurztraminer0072E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0072E	https://doi.org/10.15454/AWPQE8	sample collection	26459.21	BLOCK>PLOT>PLANT	[X]20; [Y]21; [plant]26459.21; [BLOCK>PLOT>PLANT]26459.21; [BLOCK>PLOT]26459; [BLOCK]2
Riesling*Gewurztraminer0072E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0072E	https://doi.org/10.15454/AWPQE8	sample collection	26496.34	BLOCK>PLOT>PLANT	[X]21; [Y]34; [plant]26496.34; [BLOCK>PLOT>PLANT]26496.34; [BLOCK>PLOT]26496; [BLOCK]3
Riesling*Gewurztraminer0072E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0072E	https://doi.org/10.15454/AWPQE8	sample collection	26496.35	BLOCK>PLOT>PLANT	[X]21; [Y]35; [plant]26496.35; [BLOCK>PLOT>PLANT]26496.35; [BLOCK>PLOT]26496; [BLOCK]3
Riesling*Gewurztraminer0072E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0072E	https://doi.org/10.15454/AWPQE8	sample collection	26213.9	BLOCK>PLOT>PLANT	[X]12; [Y]9; [plant]26213.9; [BLOCK>PLOT>PLANT]26213.9; [BLOCK>PLOT]26213; [BLOCK]1
Riesling*Gewurztraminer0072E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0072E	https://doi.org/10.15454/AWPQE8	sample collection	26213.8	BLOCK>PLOT>PLANT	[X]12; [Y]8; [plant]26213.8; [BLOCK>PLOT>PLANT]26213.8; [BLOCK>PLOT]26213; [BLOCK]1
Riesling*Gewurztraminer0074E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0074E	https://doi.org/10.15454/GT7TUJ	sample collection	26218.19	BLOCK>PLOT>PLANT	[X]12; [Y]19; [plant]26218.19; [BLOCK>PLOT>PLANT]26218.19; [BLOCK>PLOT]26218; [BLOCK]2
Riesling*Gewurztraminer0075E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0075E	https://doi.org/10.15454/JHFV6Q	sample collection	26667	BLOCK>PLOT	[X]27; [Y]16; [BLOCK>PLOT]26667; [BLOCK]2
Riesling*Gewurztraminer0075E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0075E	https://doi.org/10.15454/JHFV6Q	sample collection	26667.16	BLOCK>PLOT>PLANT	[X]27; [Y]16; [plant]26667.16; [BLOCK>PLOT>PLANT]26667.16; [BLOCK>PLOT]26667; [BLOCK]2
Riesling*Gewurztraminer0202E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0202E	https://doi.org/10.15454/WSNVJ4	sample collection	26467	BLOCK>PLOT	[X]20; [Y]36; [BLOCK>PLOT]26467; [BLOCK]3
Riesling*Gewurztraminer0202E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0202E	https://doi.org/10.15454/WSNVJ4	sample collection	26783.9	BLOCK>PLOT>PLANT	[X]31; [Y]9; [plant]26783.9; [BLOCK>PLOT>PLANT]26783.9; [BLOCK>PLOT]26783; [BLOCK]1
Riesling*Gewurztraminer0203E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0203E	https://doi.org/10.15454/2CRL5H	sample collection	26752.6	BLOCK>PLOT>PLANT	[X]30; [Y]6; [plant]26752.6; [BLOCK>PLOT>PLANT]26752.6; [BLOCK>PLOT]26752; [BLOCK]1
Riesling*Gewurztraminer0203E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0203E	https://doi.org/10.15454/2CRL5H	sample collection	26787.17	BLOCK>PLOT>PLANT	[X]31; [Y]17; [plant]26787.17; [BLOCK>PLOT>PLANT]26787.17; [BLOCK>PLOT]26787; [BLOCK]2
Riesling*Gewurztraminer0203E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0203E	https://doi.org/10.15454/2CRL5H	sample collection	26312.26	BLOCK>PLOT>PLANT	[X]15; [Y]26; [plant]26312.26; [BLOCK>PLOT>PLANT]26312.26; [BLOCK>PLOT]26312; [BLOCK]3
Riesling*Gewurztraminer0204E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0204E	https://doi.org/10.15454/NG0UNE	sample collection	26765	BLOCK>PLOT	[X]30; [Y]32; [BLOCK>PLOT]26765; [BLOCK]3
Riesling*Gewurztraminer0205E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0205E	https://doi.org/10.15454/B9KGFC	sample collection	26613.28	BLOCK>PLOT>PLANT	[X]25; [Y]28; [plant]26613.28; [BLOCK>PLOT>PLANT]26613.28; [BLOCK>PLOT]26613; [BLOCK]3
Riesling*Gewurztraminer0205E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0205E	https://doi.org/10.15454/B9KGFC	sample collection	26241.5	BLOCK>PLOT>PLANT	[X]13; [Y]5; [plant]26241.5; [BLOCK>PLOT>PLANT]26241.5; [BLOCK>PLOT]26241; [BLOCK]1
Riesling*Gewurztraminer0205E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0205E	https://doi.org/10.15454/B9KGFC	sample collection	26241.4	BLOCK>PLOT>PLANT	[X]13; [Y]4; [plant]26241.4; [BLOCK>PLOT>PLANT]26241.4; [BLOCK>PLOT]26241; [BLOCK]1
Riesling*Gewurztraminer0206E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0206E	https://doi.org/10.15454/QIFRU1	sample collection	26220	BLOCK>PLOT	[X]12; [Y]22; [BLOCK>PLOT]26220; [BLOCK]2
Riesling*Gewurztraminer0207E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0207E	https://doi.org/10.15454/LFCRRH	sample collection	26701	BLOCK>PLOT	[X]28; [Y]24; [BLOCK>PLOT]26701; [BLOCK]2
Riesling*Gewurztraminer0207E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0207E	https://doi.org/10.15454/LFCRRH	sample collection	26605.13	BLOCK>PLOT>PLANT	[X]25; [Y]13; [plant]26605.13; [BLOCK>PLOT>PLANT]26605.13; [BLOCK>PLOT]26605; [BLOCK]1
Riesling*Gewurztraminer0209E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0209E	https://doi.org/10.15454/2FXRIT	sample collection	26343.28	BLOCK>PLOT>PLANT	[X]16; [Y]28; [plant]26343.28; [BLOCK>PLOT>PLANT]26343.28; [BLOCK>PLOT]26343; [BLOCK]3
Riesling*Gewurztraminer0209E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0209E	https://doi.org/10.15454/2FXRIT	sample collection	26761.24	BLOCK>PLOT>PLANT	[X]30; [Y]24; [plant]26761.24; [BLOCK>PLOT>PLANT]26761.24; [BLOCK>PLOT]26761; [BLOCK]2
Riesling*Gewurztraminer0210E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0210E	https://doi.org/10.15454/8PBPHC	sample collection	26521.24	BLOCK>PLOT>PLANT	[X]22; [Y]24; [plant]26521.24; [BLOCK>PLOT>PLANT]26521.24; [BLOCK>PLOT]26521; [BLOCK]2
Riesling*Gewurztraminer0210E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0210E	https://doi.org/10.15454/8PBPHC	sample collection	26631.5	BLOCK>PLOT>PLANT	[X]26; [Y]5; [plant]26631.5; [BLOCK>PLOT>PLANT]26631.5; [BLOCK>PLOT]26631; [BLOCK]1
Riesling*Gewurztraminer0211E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0211E	https://doi.org/10.15454/3N9Y4N	sample collection	26400.22	BLOCK>PLOT>PLANT	[X]18; [Y]22; [plant]26400.22; [BLOCK>PLOT>PLANT]26400.22; [BLOCK>PLOT]26400; [BLOCK]2
Riesling*Gewurztraminer0212E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0212E	https://doi.org/10.15454/TBOD6J	sample collection	26670	BLOCK>PLOT	[X]27; [Y]22; [BLOCK>PLOT]26670; [BLOCK]2
Riesling*Gewurztraminer0212E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0212E	https://doi.org/10.15454/TBOD6J	sample collection	26670.23	BLOCK>PLOT>PLANT	[X]27; [Y]23; [plant]26670.23; [BLOCK>PLOT>PLANT]26670.23; [BLOCK>PLOT]26670; [BLOCK]2
Riesling*Gewurztraminer0213E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0213E	https://doi.org/10.15454/35W6GX	sample collection	26780.2	BLOCK>PLOT>PLANT	[X]31; [Y]2; [plant]26780.2; [BLOCK>PLOT>PLANT]26780.2; [BLOCK>PLOT]26780; [BLOCK]1
Riesling*Gewurztraminer0213E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0213E	https://doi.org/10.15454/35W6GX	sample collection	26495.33	BLOCK>PLOT>PLANT	[X]21; [Y]33; [plant]26495.33; [BLOCK>PLOT>PLANT]26495.33; [BLOCK>PLOT]26495; [BLOCK]3
Riesling*Gewurztraminer0213E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0213E	https://doi.org/10.15454/35W6GX	sample collection	26780	BLOCK>PLOT	[X]31; [Y]2; [BLOCK>PLOT]26780; [BLOCK]1
Riesling*Gewurztraminer0214E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0214E	https://doi.org/10.15454/ANFGCX	sample collection	26450.3	BLOCK>PLOT>PLANT	[X]20; [Y]3; [plant]26450.3; [BLOCK>PLOT>PLANT]26450.3; [BLOCK>PLOT]26450; [BLOCK]1
Riesling*Gewurztraminer0214E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0214E	https://doi.org/10.15454/ANFGCX	sample collection	26280	BLOCK>PLOT	[X]14; [Y]22; [BLOCK>PLOT]26280; [BLOCK]2
Riesling*Gewurztraminer0215E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0215E	https://doi.org/10.15454/P4X9IK	sample collection	26669.20	BLOCK>PLOT>PLANT	[X]27; [Y]20; [plant]26669.20; [BLOCK>PLOT>PLANT]26669.20; [BLOCK>PLOT]26669; [BLOCK]2
Riesling*Gewurztraminer0215E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0215E	https://doi.org/10.15454/P4X9IK	sample collection	26720.2	BLOCK>PLOT>PLANT	[X]29; [Y]2; [plant]26720.2; [BLOCK>PLOT>PLANT]26720.2; [BLOCK>PLOT]26720; [BLOCK]1
Riesling*Gewurztraminer0216E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0216E	https://doi.org/10.15454/TLXOK6	sample collection	26375.32	BLOCK>PLOT>PLANT	[X]17; [Y]32; [plant]26375.32; [BLOCK>PLOT>PLANT]26375.32; [BLOCK>PLOT]26375; [BLOCK]3
Riesling*Gewurztraminer0216E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0216E	https://doi.org/10.15454/TLXOK6	sample collection	26375	BLOCK>PLOT	[X]17; [Y]32; [BLOCK>PLOT]26375; [BLOCK]3
Riesling*Gewurztraminer0216E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0216E	https://doi.org/10.15454/TLXOK6	sample collection	26339.20	BLOCK>PLOT>PLANT	[X]16; [Y]20; [plant]26339.20; [BLOCK>PLOT>PLANT]26339.20; [BLOCK>PLOT]26339; [BLOCK]2
Riesling*Gewurztraminer0217E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0217E	https://doi.org/10.15454/FEBU0C	sample collection	26810	BLOCK>PLOT	[X]32; [Y]2; [BLOCK>PLOT]26810; [BLOCK]1
Riesling*Gewurztraminer0218E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0218E	https://doi.org/10.15454/TIUNZX	sample collection	26796.35	BLOCK>PLOT>PLANT	[X]31; [Y]35; [plant]26796.35; [BLOCK>PLOT>PLANT]26796.35; [BLOCK>PLOT]26796; [BLOCK]3
Riesling*Gewurztraminer0218E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0218E	https://doi.org/10.15454/TIUNZX	sample collection	26664	BLOCK>PLOT	[X]27; [Y]10; [BLOCK>PLOT]26664; [BLOCK]1
Riesling*Gewurztraminer0226E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0226E	https://doi.org/10.15454/HIDQNV	sample collection	26786.15	BLOCK>PLOT>PLANT	[X]31; [Y]15; [plant]26786.15; [BLOCK>PLOT>PLANT]26786.15; [BLOCK>PLOT]26786; [BLOCK]2
Riesling*Gewurztraminer0226E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0226E	https://doi.org/10.15454/HIDQNV	sample collection	26786.14	BLOCK>PLOT>PLANT	[X]31; [Y]14; [plant]26786.14; [BLOCK>PLOT>PLANT]26786.14; [BLOCK>PLOT]26786; [BLOCK]2
Riesling*Gewurztraminer0227E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0227E	https://doi.org/10.15454/DXSCVP	sample collection	26513.8	BLOCK>PLOT>PLANT	[X]22; [Y]8; [plant]26513.8; [BLOCK>PLOT>PLANT]26513.8; [BLOCK>PLOT]26513; [BLOCK]1
Riesling*Gewurztraminer0227E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0227E	https://doi.org/10.15454/DXSCVP	sample collection	26820.22	BLOCK>PLOT>PLANT	[X]32; [Y]22; [plant]26820.22; [BLOCK>PLOT>PLANT]26820.22; [BLOCK>PLOT]26820; [BLOCK]2
Riesling*Gewurztraminer0228E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0228E	https://doi.org/10.15454/MMN6B5	sample collection	26429	BLOCK>PLOT	[X]19; [Y]20; [BLOCK>PLOT]26429; [BLOCK]2
Riesling*Gewurztraminer0228E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0228E	https://doi.org/10.15454/MMN6B5	sample collection	26483.8	BLOCK>PLOT>PLANT	[X]21; [Y]8; [plant]26483.8; [BLOCK>PLOT>PLANT]26483.8; [BLOCK>PLOT]26483; [BLOCK]1
Riesling*Gewurztraminer0228E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0228E	https://doi.org/10.15454/MMN6B5	sample collection	26429.21	BLOCK>PLOT>PLANT	[X]19; [Y]21; [plant]26429.21; [BLOCK>PLOT>PLANT]26429.21; [BLOCK>PLOT]26429; [BLOCK]2
Riesling*Gewurztraminer0229E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0229E	https://doi.org/10.15454/Y60JZD	sample collection	26425.12	BLOCK>PLOT>PLANT	[X]19; [Y]12; [plant]26425.12; [BLOCK>PLOT>PLANT]26425.12; [BLOCK>PLOT]26425; [BLOCK]1
Riesling*Gewurztraminer0229E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0229E	https://doi.org/10.15454/Y60JZD	sample collection	26425.13	BLOCK>PLOT>PLANT	[X]19; [Y]13; [plant]26425.13; [BLOCK>PLOT>PLANT]26425.13; [BLOCK>PLOT]26425; [BLOCK]1
Riesling*Gewurztraminer0229E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0229E	https://doi.org/10.15454/Y60JZD	sample collection	26793.29	BLOCK>PLOT>PLANT	[X]31; [Y]29; [plant]26793.29; [BLOCK>PLOT>PLANT]26793.29; [BLOCK>PLOT]26793; [BLOCK]3
Riesling*Gewurztraminer0232E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0232E	https://doi.org/10.15454/IH5YLT	sample collection	26702.26	BLOCK>PLOT>PLANT	[X]28; [Y]26; [plant]26702.26; [BLOCK>PLOT>PLANT]26702.26; [BLOCK>PLOT]26702; [BLOCK]3
Riesling*Gewurztraminer0232E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0232E	https://doi.org/10.15454/IH5YLT	sample collection	26364.11	BLOCK>PLOT>PLANT	[X]17; [Y]11; [plant]26364.11; [BLOCK>PLOT>PLANT]26364.11; [BLOCK>PLOT]26364; [BLOCK]1
Riesling*Gewurztraminer0232E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0232E	https://doi.org/10.15454/IH5YLT	sample collection	26458.19	BLOCK>PLOT>PLANT	[X]20; [Y]19; [plant]26458.19; [BLOCK>PLOT>PLANT]26458.19; [BLOCK>PLOT]26458; [BLOCK]2
Riesling*Gewurztraminer0232E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0232E	https://doi.org/10.15454/IH5YLT	sample collection	26458	BLOCK>PLOT	[X]20; [Y]18; [BLOCK>PLOT]26458; [BLOCK]2
Riesling*Gewurztraminer0233E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0233E	https://doi.org/10.15454/UD51CS	sample collection	26705.32	BLOCK>PLOT>PLANT	[X]28; [Y]32; [plant]26705.32; [BLOCK>PLOT>PLANT]26705.32; [BLOCK>PLOT]26705; [BLOCK]3
Riesling*Gewurztraminer0236E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0236E	https://doi.org/10.15454/KSTGRD	sample collection	26493.29	BLOCK>PLOT>PLANT	[X]21; [Y]29; [plant]26493.29; [BLOCK>PLOT>PLANT]26493.29; [BLOCK>PLOT]26493; [BLOCK]3
Riesling*Gewurztraminer0237E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0237E	https://doi.org/10.15454/FZHIDS	sample collection	26544.10	BLOCK>PLOT>PLANT	[X]23; [Y]10; [plant]26544.10; [BLOCK>PLOT>PLANT]26544.10; [BLOCK>PLOT]26544; [BLOCK]1
Riesling*Gewurztraminer0237E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0237E	https://doi.org/10.15454/FZHIDS	sample collection	26544.11	BLOCK>PLOT>PLANT	[X]23; [Y]11; [plant]26544.11; [BLOCK>PLOT>PLANT]26544.11; [BLOCK>PLOT]26544; [BLOCK]1
Riesling*Gewurztraminer0238E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0238E	https://doi.org/10.15454/IO1I1N	sample collection	26677.36	BLOCK>PLOT>PLANT	[X]27; [Y]36; [plant]26677.36; [BLOCK>PLOT>PLANT]26677.36; [BLOCK>PLOT]26677; [BLOCK]3
Riesling*Gewurztraminer0244E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0244E	https://doi.org/10.15454/AI2X8Q	sample collection	26660.3	BLOCK>PLOT>PLANT	[X]27; [Y]3; [plant]26660.3; [BLOCK>PLOT>PLANT]26660.3; [BLOCK>PLOT]26660; [BLOCK]1
Riesling*Gewurztraminer0246E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0246E	https://doi.org/10.15454/LQSODC	sample collection	26365.12	BLOCK>PLOT>PLANT	[X]17; [Y]12; [plant]26365.12; [BLOCK>PLOT>PLANT]26365.12; [BLOCK>PLOT]26365; [BLOCK]1
Riesling*Gewurztraminer0246E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41220	41220Col0246E	https://doi.org/10.15454/LQSODC	sample collection	26789.20	BLOCK>PLOT>PLANT	[X]31; [Y]20; [plant]26789.20; [BLOCK>PLOT>PLANT]26789.20; [BLOCK>PLOT]26789; [BLOCK]2
