Source Name	Characteristics[Organism]	Characteristics[Genus]	Characteristics[Species]	Characteristics[Infraspecific Name]	Characteristics[Material Source ID]	Characteristics[Material Source DOI]	Protocol REF	Sample Name	Characteristics[Observation Unit Type]	Characteristics[Spatial Distribution]
Riesling*Gewurztraminer0031D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0031D	https://doi.org/10.15454/XCGOGM	sample collection	26723.9	BLOCK>PLOT>PLANT	[X]29; [Y]9; [plant]26723.9; [BLOCK>PLOT>PLANT]26723.9; [BLOCK>PLOT]26723; [BLOCK]1
Riesling*Gewurztraminer0031D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0031D	https://doi.org/10.15454/XCGOGM	sample collection	26640	BLOCK>PLOT	[X]26; [Y]22; [BLOCK>PLOT]26640; [BLOCK]2
Riesling*Gewurztraminer0031E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0031E	https://doi.org/10.15454/WB08KL	sample collection	26287.37	BLOCK>PLOT>PLANT	[X]14; [Y]37; [plant]26287.37; [BLOCK>PLOT>PLANT]26287.37; [BLOCK>PLOT]26287; [BLOCK]3
Riesling*Gewurztraminer0031E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0031E	https://doi.org/10.15454/WB08KL	sample collection	26455.12	BLOCK>PLOT>PLANT	[X]20; [Y]12; [plant]26455.12; [BLOCK>PLOT>PLANT]26455.12; [BLOCK>PLOT]26455; [BLOCK]1
Riesling*Gewurztraminer0031E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0031E	https://doi.org/10.15454/WB08KL	sample collection	26287	BLOCK>PLOT	[X]14; [Y]36; [BLOCK>PLOT]26287; [BLOCK]3
Riesling*Gewurztraminer0032D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0032D	https://doi.org/10.15454/ZWNNIN	sample collection	26464	BLOCK>PLOT	[X]20; [Y]30; [BLOCK>PLOT]26464; [BLOCK]3
Riesling*Gewurztraminer0032D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0032D	https://doi.org/10.15454/ZWNNIN	sample collection	26306	BLOCK>PLOT	[X]15; [Y]14; [BLOCK>PLOT]26306; [BLOCK]2
Riesling*Gewurztraminer0032D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0032D	https://doi.org/10.15454/ZWNNIN	sample collection	26306.14	BLOCK>PLOT>PLANT	[X]15; [Y]14; [plant]26306.14; [BLOCK>PLOT>PLANT]26306.14; [BLOCK>PLOT]26306; [BLOCK]2
Riesling*Gewurztraminer0032E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0032E	https://doi.org/10.15454/6HMGS5	sample collection	26604.11	BLOCK>PLOT>PLANT	[X]25; [Y]11; [plant]26604.11; [BLOCK>PLOT>PLANT]26604.11; [BLOCK>PLOT]26604; [BLOCK]1
Riesling*Gewurztraminer0033D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0033D	https://doi.org/10.15454/JLSUDM	sample collection	26423.9	BLOCK>PLOT>PLANT	[X]19; [Y]9; [plant]26423.9; [BLOCK>PLOT>PLANT]26423.9; [BLOCK>PLOT]26423; [BLOCK]1
Riesling*Gewurztraminer0033E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0033E	https://doi.org/10.15454/GMX40G	sample collection	26557.36	BLOCK>PLOT>PLANT	[X]23; [Y]36; [plant]26557.36; [BLOCK>PLOT>PLANT]26557.36; [BLOCK>PLOT]26557; [BLOCK]3
Riesling*Gewurztraminer0033E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0033E	https://doi.org/10.15454/GMX40G	sample collection	26635.13	BLOCK>PLOT>PLANT	[X]26; [Y]13; [plant]26635.13; [BLOCK>PLOT>PLANT]26635.13; [BLOCK>PLOT]26635; [BLOCK]1
Riesling*Gewurztraminer0033E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0033E	https://doi.org/10.15454/GMX40G	sample collection	26276.15	BLOCK>PLOT>PLANT	[X]14; [Y]15; [plant]26276.15; [BLOCK>PLOT>PLANT]26276.15; [BLOCK>PLOT]26276; [BLOCK]2
Riesling*Gewurztraminer0033E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0033E	https://doi.org/10.15454/GMX40G	sample collection	26635	BLOCK>PLOT	[X]26; [Y]12; [BLOCK>PLOT]26635; [BLOCK]1
Riesling*Gewurztraminer0034E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0034E	https://doi.org/10.15454/KKSFBF	sample collection	26696.14	BLOCK>PLOT>PLANT	[X]28; [Y]14; [plant]26696.14; [BLOCK>PLOT>PLANT]26696.14; [BLOCK>PLOT]26696; [BLOCK]2
Riesling*Gewurztraminer0034E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0034E	https://doi.org/10.15454/KKSFBF	sample collection	26692.6	BLOCK>PLOT>PLANT	[X]28; [Y]6; [plant]26692.6; [BLOCK>PLOT>PLANT]26692.6; [BLOCK>PLOT]26692; [BLOCK]1
Riesling*Gewurztraminer0034E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0034E	https://doi.org/10.15454/KKSFBF	sample collection	26282.26	BLOCK>PLOT>PLANT	[X]14; [Y]26; [plant]26282.26; [BLOCK>PLOT>PLANT]26282.26; [BLOCK>PLOT]26282; [BLOCK]3
Riesling*Gewurztraminer0034E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0034E	https://doi.org/10.15454/KKSFBF	sample collection	26696.15	BLOCK>PLOT>PLANT	[X]28; [Y]15; [plant]26696.15; [BLOCK>PLOT>PLANT]26696.15; [BLOCK>PLOT]26696; [BLOCK]2
Riesling*Gewurztraminer0035E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0035E	https://doi.org/10.15454/JPXLMK	sample collection	26392.7	BLOCK>PLOT>PLANT	[X]18; [Y]7; [plant]26392.7; [BLOCK>PLOT>PLANT]26392.7; [BLOCK>PLOT]26392; [BLOCK]1
Riesling*Gewurztraminer0035E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0035E	https://doi.org/10.15454/JPXLMK	sample collection	26522.26	BLOCK>PLOT>PLANT	[X]22; [Y]26; [plant]26522.26; [BLOCK>PLOT>PLANT]26522.26; [BLOCK>PLOT]26522; [BLOCK]3
Riesling*Gewurztraminer0035E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0035E	https://doi.org/10.15454/JPXLMK	sample collection	26576.14	BLOCK>PLOT>PLANT	[X]24; [Y]14; [plant]26576.14; [BLOCK>PLOT>PLANT]26576.14; [BLOCK>PLOT]26576; [BLOCK]2
Riesling*Gewurztraminer0036E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0036E	https://doi.org/10.15454/ECF7PC	sample collection	26731.24	BLOCK>PLOT>PLANT	[X]29; [Y]24; [plant]26731.24; [BLOCK>PLOT>PLANT]26731.24; [BLOCK>PLOT]26731; [BLOCK]2
Riesling*Gewurztraminer0036E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0036E	https://doi.org/10.15454/ECF7PC	sample collection	26706	BLOCK>PLOT	[X]28; [Y]34; [BLOCK>PLOT]26706; [BLOCK]3
Riesling*Gewurztraminer0036E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0036E	https://doi.org/10.15454/ECF7PC	sample collection	26731.25	BLOCK>PLOT>PLANT	[X]29; [Y]25; [plant]26731.25; [BLOCK>PLOT>PLANT]26731.25; [BLOCK>PLOT]26731; [BLOCK]2
Riesling*Gewurztraminer0036E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0036E	https://doi.org/10.15454/ECF7PC	sample collection	26706.35	BLOCK>PLOT>PLANT	[X]28; [Y]35; [plant]26706.35; [BLOCK>PLOT>PLANT]26706.35; [BLOCK>PLOT]26706; [BLOCK]3
Riesling*Gewurztraminer0037E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0037E	https://doi.org/10.15454/HLLZ9J	sample collection	26524	BLOCK>PLOT	[X]22; [Y]30; [BLOCK>PLOT]26524; [BLOCK]3
Riesling*Gewurztraminer0038E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0038E	https://doi.org/10.15454/WJL43D	sample collection	26668.18	BLOCK>PLOT>PLANT	[X]27; [Y]18; [plant]26668.18; [BLOCK>PLOT>PLANT]26668.18; [BLOCK>PLOT]26668; [BLOCK]2
Riesling*Gewurztraminer0038E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0038E	https://doi.org/10.15454/WJL43D	sample collection	26436.35	BLOCK>PLOT>PLANT	[X]19; [Y]35; [plant]26436.35; [BLOCK>PLOT>PLANT]26436.35; [BLOCK>PLOT]26436; [BLOCK]3
Riesling*Gewurztraminer0039E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0039E	https://doi.org/10.15454/DTVONJ	sample collection	26791	BLOCK>PLOT	[X]31; [Y]24; [BLOCK>PLOT]26791; [BLOCK]2
Riesling*Gewurztraminer0039E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0039E	https://doi.org/10.15454/DTVONJ	sample collection	26791.25	BLOCK>PLOT>PLANT	[X]31; [Y]25; [plant]26791.25; [BLOCK>PLOT>PLANT]26791.25; [BLOCK>PLOT]26791; [BLOCK]2
Riesling*Gewurztraminer0039E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0039E	https://doi.org/10.15454/DTVONJ	sample collection	26634.11	BLOCK>PLOT>PLANT	[X]26; [Y]11; [plant]26634.11; [BLOCK>PLOT>PLANT]26634.11; [BLOCK>PLOT]26634; [BLOCK]1
Riesling*Gewurztraminer0040E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0040E	https://doi.org/10.15454/EMK691	sample collection	26609	BLOCK>PLOT	[X]25; [Y]20; [BLOCK>PLOT]26609; [BLOCK]2
Riesling*Gewurztraminer0040E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0040E	https://doi.org/10.15454/EMK691	sample collection	26647.36	BLOCK>PLOT>PLANT	[X]26; [Y]36; [plant]26647.36; [BLOCK>PLOT>PLANT]26647.36; [BLOCK>PLOT]26647; [BLOCK]3
Riesling*Gewurztraminer0040E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0040E	https://doi.org/10.15454/EMK691	sample collection	26362	BLOCK>PLOT	[X]17; [Y]6; [BLOCK>PLOT]26362; [BLOCK]1
Riesling*Gewurztraminer0040E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0040E	https://doi.org/10.15454/EMK691	sample collection	26609.21	BLOCK>PLOT>PLANT	[X]25; [Y]21; [plant]26609.21; [BLOCK>PLOT>PLANT]26609.21; [BLOCK>PLOT]26609; [BLOCK]2
Riesling*Gewurztraminer0040E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0040E	https://doi.org/10.15454/EMK691	sample collection	26609.20	BLOCK>PLOT>PLANT	[X]25; [Y]20; [plant]26609.20; [BLOCK>PLOT>PLANT]26609.20; [BLOCK>PLOT]26609; [BLOCK]2
Riesling*Gewurztraminer0044E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0044E	https://doi.org/10.15454/M8AW8Z	sample collection	26285.32	BLOCK>PLOT>PLANT	[X]14; [Y]32; [plant]26285.32; [BLOCK>PLOT>PLANT]26285.32; [BLOCK>PLOT]26285; [BLOCK]3
Riesling*Gewurztraminer0046E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0046E	https://doi.org/10.15454/GZ3BUI	sample collection	26703.29	BLOCK>PLOT>PLANT	[X]28; [Y]29; [plant]26703.29; [BLOCK>PLOT>PLANT]26703.29; [BLOCK>PLOT]26703; [BLOCK]3
Riesling*Gewurztraminer0046E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0046E	https://doi.org/10.15454/GZ3BUI	sample collection	26726	BLOCK>PLOT	[X]29; [Y]14; [BLOCK>PLOT]26726; [BLOCK]2
Riesling*Gewurztraminer0047E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0047E	https://doi.org/10.15454/VX1ABQ	sample collection	26784	BLOCK>PLOT	[X]31; [Y]10; [BLOCK>PLOT]26784; [BLOCK]1
Riesling*Gewurztraminer0047E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0047E	https://doi.org/10.15454/VX1ABQ	sample collection	26286	BLOCK>PLOT	[X]14; [Y]34; [BLOCK>PLOT]26286; [BLOCK]3
Riesling*Gewurztraminer0047E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0047E	https://doi.org/10.15454/VX1ABQ	sample collection	26286.35	BLOCK>PLOT>PLANT	[X]14; [Y]35; [plant]26286.35; [BLOCK>PLOT>PLANT]26286.35; [BLOCK>PLOT]26286; [BLOCK]3
Riesling*Gewurztraminer0049E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0049E	https://doi.org/10.15454/GYONZ6	sample collection	26248.18	BLOCK>PLOT>PLANT	[X]13; [Y]18; [plant]26248.18; [BLOCK>PLOT>PLANT]26248.18; [BLOCK>PLOT]26248; [BLOCK]2
Riesling*Gewurztraminer0049E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0049E	https://doi.org/10.15454/GYONZ6	sample collection	26248	BLOCK>PLOT	[X]13; [Y]18; [BLOCK>PLOT]26248; [BLOCK]2
Riesling*Gewurztraminer0049E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0049E	https://doi.org/10.15454/GYONZ6	sample collection	26673	BLOCK>PLOT	[X]27; [Y]28; [BLOCK>PLOT]26673; [BLOCK]3
Riesling*Gewurztraminer0051E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0051E	https://doi.org/10.15454/FKLEZU	sample collection	26212.6	BLOCK>PLOT>PLANT	[X]12; [Y]6; [plant]26212.6; [BLOCK>PLOT>PLANT]26212.6; [BLOCK>PLOT]26212; [BLOCK]1
Riesling*Gewurztraminer0051E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0051E	https://doi.org/10.15454/FKLEZU	sample collection	26212	BLOCK>PLOT	[X]12; [Y]6; [BLOCK>PLOT]26212; [BLOCK]1
Riesling*Gewurztraminer0051E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0051E	https://doi.org/10.15454/FKLEZU	sample collection	26212.7	BLOCK>PLOT>PLANT	[X]12; [Y]7; [plant]26212.7; [BLOCK>PLOT>PLANT]26212.7; [BLOCK>PLOT]26212; [BLOCK]1
Riesling*Gewurztraminer0052E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0052E	https://doi.org/10.15454/SI1HHB	sample collection	26407.36	BLOCK>PLOT>PLANT	[X]18; [Y]36; [plant]26407.36; [BLOCK>PLOT>PLANT]26407.36; [BLOCK>PLOT]26407; [BLOCK]3
Riesling*Gewurztraminer0052E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0052E	https://doi.org/10.15454/SI1HHB	sample collection	26490.23	BLOCK>PLOT>PLANT	[X]21; [Y]23; [plant]26490.23; [BLOCK>PLOT>PLANT]26490.23; [BLOCK>PLOT]26490; [BLOCK]2
Riesling*Gewurztraminer0053D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0053D	https://doi.org/10.15454/QWAABH	sample collection	26639	BLOCK>PLOT	[X]26; [Y]20; [BLOCK>PLOT]26639; [BLOCK]2
Riesling*Gewurztraminer0053D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0053D	https://doi.org/10.15454/QWAABH	sample collection	26646	BLOCK>PLOT	[X]26; [Y]34; [BLOCK>PLOT]26646; [BLOCK]3
Riesling*Gewurztraminer0053D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0053D	https://doi.org/10.15454/QWAABH	sample collection	26270.3	BLOCK>PLOT>PLANT	[X]14; [Y]3; [plant]26270.3; [BLOCK>PLOT>PLANT]26270.3; [BLOCK>PLOT]26270; [BLOCK]1
Riesling*Gewurztraminer0053D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0053D	https://doi.org/10.15454/QWAABH	sample collection	26646.35	BLOCK>PLOT>PLANT	[X]26; [Y]35; [plant]26646.35; [BLOCK>PLOT>PLANT]26646.35; [BLOCK>PLOT]26646; [BLOCK]3
Riesling*Gewurztraminer0053E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0053E	https://doi.org/10.15454/Z5MHD8	sample collection	26636.15	BLOCK>PLOT>PLANT	[X]26; [Y]15; [plant]26636.15; [BLOCK>PLOT>PLANT]26636.15; [BLOCK>PLOT]26636; [BLOCK]2
Riesling*Gewurztraminer0053E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0053E	https://doi.org/10.15454/Z5MHD8	sample collection	26453	BLOCK>PLOT	[X]20; [Y]8; [BLOCK>PLOT]26453; [BLOCK]1
Riesling*Gewurztraminer0053E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0053E	https://doi.org/10.15454/Z5MHD8	sample collection	26453.9	BLOCK>PLOT>PLANT	[X]20; [Y]9; [plant]26453.9; [BLOCK>PLOT>PLANT]26453.9; [BLOCK>PLOT]26453; [BLOCK]1
Riesling*Gewurztraminer0054D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0054D	https://doi.org/10.15454/KJDIO1	sample collection	26246.15	BLOCK>PLOT>PLANT	[X]13; [Y]15; [plant]26246.15; [BLOCK>PLOT>PLANT]26246.15; [BLOCK>PLOT]26246; [BLOCK]2
Riesling*Gewurztraminer0054D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0054D	https://doi.org/10.15454/KJDIO1	sample collection	26614.31	BLOCK>PLOT>PLANT	[X]25; [Y]31; [plant]26614.31; [BLOCK>PLOT>PLANT]26614.31; [BLOCK>PLOT]26614; [BLOCK]3
Riesling*Gewurztraminer0054D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0054D	https://doi.org/10.15454/KJDIO1	sample collection	26572	BLOCK>PLOT	[X]24; [Y]6; [BLOCK>PLOT]26572; [BLOCK]1
Riesling*Gewurztraminer0055D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0055D	https://doi.org/10.15454/37AOYE	sample collection	26426.14	BLOCK>PLOT>PLANT	[X]19; [Y]14; [plant]26426.14; [BLOCK>PLOT>PLANT]26426.14; [BLOCK>PLOT]26426; [BLOCK]2
Riesling*Gewurztraminer0055D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0055D	https://doi.org/10.15454/37AOYE	sample collection	26484.11	BLOCK>PLOT>PLANT	[X]21; [Y]11; [plant]26484.11; [BLOCK>PLOT>PLANT]26484.11; [BLOCK>PLOT]26484; [BLOCK]1
Riesling*Gewurztraminer0055D	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0055D	https://doi.org/10.15454/37AOYE	sample collection	26346.35	BLOCK>PLOT>PLANT	[X]16; [Y]35; [plant]26346.35; [BLOCK>PLOT>PLANT]26346.35; [BLOCK>PLOT]26346; [BLOCK]3
Riesling*Gewurztraminer0055E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0055E	https://doi.org/10.15454/QPYZH7	sample collection	26633.8	BLOCK>PLOT>PLANT	[X]26; [Y]8; [plant]26633.8; [BLOCK>PLOT>PLANT]26633.8; [BLOCK>PLOT]26633; [BLOCK]1
Riesling*Gewurztraminer0055E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0055E	https://doi.org/10.15454/QPYZH7	sample collection	26735.33	BLOCK>PLOT>PLANT	[X]29; [Y]33; [plant]26735.33; [BLOCK>PLOT>PLANT]26735.33; [BLOCK>PLOT]26735; [BLOCK]3
Riesling*Gewurztraminer0055E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0055E	https://doi.org/10.15454/QPYZH7	sample collection	26735.32	BLOCK>PLOT>PLANT	[X]29; [Y]32; [plant]26735.32; [BLOCK>PLOT>PLANT]26735.32; [BLOCK>PLOT]26735; [BLOCK]3
Riesling*Gewurztraminer0056E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0056E	https://doi.org/10.15454/JQ74SA	sample collection	26645	BLOCK>PLOT	[X]26; [Y]32; [BLOCK>PLOT]26645; [BLOCK]3
Riesling*Gewurztraminer0056E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0056E	https://doi.org/10.15454/JQ74SA	sample collection	26340	BLOCK>PLOT	[X]16; [Y]22; [BLOCK>PLOT]26340; [BLOCK]2
Riesling*Gewurztraminer0056E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0056E	https://doi.org/10.15454/JQ74SA	sample collection	26421.4	BLOCK>PLOT>PLANT	[X]19; [Y]4; [plant]26421.4; [BLOCK>PLOT>PLANT]26421.4; [BLOCK>PLOT]26421; [BLOCK]1
Riesling*Gewurztraminer0056E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0056E	https://doi.org/10.15454/JQ74SA	sample collection	26421	BLOCK>PLOT	[X]19; [Y]4; [BLOCK>PLOT]26421; [BLOCK]1
Riesling*Gewurztraminer0057E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0057E	https://doi.org/10.15454/SJI4DO	sample collection	26732.26	BLOCK>PLOT>PLANT	[X]29; [Y]26; [plant]26732.26; [BLOCK>PLOT>PLANT]26732.26; [BLOCK>PLOT]26732; [BLOCK]3
Riesling*Gewurztraminer0058E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0058E	https://doi.org/10.15454/F6308G	sample collection	26227.36	BLOCK>PLOT>PLANT	[X]12; [Y]36; [plant]26227.36; [BLOCK>PLOT>PLANT]26227.36; [BLOCK>PLOT]26227; [BLOCK]3
Riesling*Gewurztraminer0058E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0058E	https://doi.org/10.15454/F6308G	sample collection	26630.2	BLOCK>PLOT>PLANT	[X]26; [Y]2; [plant]26630.2; [BLOCK>PLOT>PLANT]26630.2; [BLOCK>PLOT]26630; [BLOCK]1
Riesling*Gewurztraminer0058E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0058E	https://doi.org/10.15454/F6308G	sample collection	26630.3	BLOCK>PLOT>PLANT	[X]26; [Y]3; [plant]26630.3; [BLOCK>PLOT>PLANT]26630.3; [BLOCK>PLOT]26630; [BLOCK]1
Riesling*Gewurztraminer0061E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0061E	https://doi.org/10.15454/UGBOZI	sample collection	26603.8	BLOCK>PLOT>PLANT	[X]25; [Y]8; [plant]26603.8; [BLOCK>PLOT>PLANT]26603.8; [BLOCK>PLOT]26603; [BLOCK]1
Riesling*Gewurztraminer0061E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0061E	https://doi.org/10.15454/UGBOZI	sample collection	26492.27	BLOCK>PLOT>PLANT	[X]21; [Y]27; [plant]26492.27; [BLOCK>PLOT>PLANT]26492.27; [BLOCK>PLOT]26492; [BLOCK]3
Riesling*Gewurztraminer0062E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0062E	https://doi.org/10.15454/DB3AB1	sample collection	26462	BLOCK>PLOT	[X]20; [Y]26; [BLOCK>PLOT]26462; [BLOCK]3
Riesling*Gewurztraminer0063E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0063E	https://doi.org/10.15454/IMYZZN	sample collection	26281.25	BLOCK>PLOT>PLANT	[X]14; [Y]25; [plant]26281.25; [BLOCK>PLOT>PLANT]26281.25; [BLOCK>PLOT]26281; [BLOCK]2
Riesling*Gewurztraminer0063E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0063E	https://doi.org/10.15454/IMYZZN	sample collection	26281	BLOCK>PLOT	[X]14; [Y]24; [BLOCK>PLOT]26281; [BLOCK]2
Riesling*Gewurztraminer0063E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0063E	https://doi.org/10.15454/IMYZZN	sample collection	26334	BLOCK>PLOT	[X]16; [Y]10; [BLOCK>PLOT]26334; [BLOCK]1
Riesling*Gewurztraminer0063E	NCBI:29760	Vitis	vinifera	subsp. vinifera cv. Riesling*Gewurztraminer 41207	41207Col0063E	https://doi.org/10.15454/IMYZZN	sample collection	26797.36	BLOCK>PLOT>PLANT	[X]31; [Y]36; [plant]26797.36; [BLOCK>PLOT>PLANT]26797.36; [BLOCK>PLOT]26797; [BLOCK]3
