observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	Circum1	Height1	REP	Shoots3	Circum2	Syllep1	Height2
2889716-2005	gnpis.lot:'661300571'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tQS1lKTg==	661300571	661300571	2005	2005-05-01T02:00:00Z			5				
2889535-2004	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-01-01T01:00:00Z	50.57						
2889535-2004	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-12-01T01:00:00Z					143.94999999999999		
2889535-2004	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-01-01T01:00:00Z		238.1					
2889535-2004	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-12-01T01:00:00Z							712.4
2889535-2004	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-01-01T01:00:00Z						39.53	
2889535-2004	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-01-01T01:00:00Z			6				
2889535-2005	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2005	2005-05-01T02:00:00Z				18.593344000000002			
2889535-2005	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2005	2005-05-01T02:00:00Z			6				
2889664-2004	gnpis.lot:'661300518'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFGVUQyWQ==	661300518	661300518	2004	2004-01-01T01:00:00Z	57.24						
2889664-2004	gnpis.lot:'661300518'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFGVUQyWQ==	661300518	661300518	2004	2004-12-01T01:00:00Z					131.11000000000001		
2889664-2004	gnpis.lot:'661300518'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFGVUQyWQ==	661300518	661300518	2004	2004-01-01T01:00:00Z		288.89999999999998					
2889664-2004	gnpis.lot:'661300518'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFGVUQyWQ==	661300518	661300518	2004	2004-12-01T01:00:00Z							715.7
2889664-2004	gnpis.lot:'661300518'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFGVUQyWQ==	661300518	661300518	2004	2004-01-01T01:00:00Z						19.53	
2889664-2004	gnpis.lot:'661300518'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFGVUQyWQ==	661300518	661300518	2004	2004-12-01T01:00:00Z			6				
2889664-2005	gnpis.lot:'661300518'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFGVUQyWQ==	661300518	661300518	2005	2005-05-01T02:00:00Z				9.7281610000000018			
2889664-2005	gnpis.lot:'661300518'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFGVUQyWQ==	661300518	661300518	2005	2005-05-01T02:00:00Z			6				
2889596-2004	gnpis.lot:'661300449'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LOVJaUg==	661300449	661300449	2004	2004-01-01T01:00:00Z	65.739999999999995						
2889596-2004	gnpis.lot:'661300449'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LOVJaUg==	661300449	661300449	2004	2004-12-01T01:00:00Z					170.11		
2889596-2004	gnpis.lot:'661300449'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LOVJaUg==	661300449	661300449	2004	2004-01-01T01:00:00Z		331.2					
2889596-2004	gnpis.lot:'661300449'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LOVJaUg==	661300449	661300449	2004	2004-12-01T01:00:00Z							879
2889596-2004	gnpis.lot:'661300449'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LOVJaUg==	661300449	661300449	2004	2004-01-01T01:00:00Z						38.03	
2889596-2004	gnpis.lot:'661300449'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LOVJaUg==	661300449	661300449	2004	2004-12-01T01:00:00Z			6				
2889596-2005	gnpis.lot:'661300449'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LOVJaUg==	661300449	661300449	2005	2005-05-01T02:00:00Z				15.335056			
2889596-2005	gnpis.lot:'661300449'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LOVJaUg==	661300449	661300449	2005	2005-05-01T02:00:00Z			6				
2889456-2004	gnpis.lot:'661300293'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dUUFJWRw==	661300293	661300293	2004	2004-01-01T01:00:00Z	61.24						
2889456-2004	gnpis.lot:'661300293'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dUUFJWRw==	661300293	661300293	2004	2004-12-01T01:00:00Z					156.61000000000001		
2889456-2004	gnpis.lot:'661300293'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dUUFJWRw==	661300293	661300293	2004	2004-01-01T01:00:00Z		293.89999999999998					
2889456-2004	gnpis.lot:'661300293'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dUUFJWRw==	661300293	661300293	2004	2004-12-01T01:00:00Z							846
2889456-2004	gnpis.lot:'661300293'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dUUFJWRw==	661300293	661300293	2004	2004-01-01T01:00:00Z						37.36	
2889456-2004	gnpis.lot:'661300293'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dUUFJWRw==	661300293	661300293	2004	2004-12-01T01:00:00Z			6				
2889456-2005	gnpis.lot:'661300293'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dUUFJWRw==	661300293	661300293	2005	2005-05-01T02:00:00Z				14.753281000000001			
2889456-2005	gnpis.lot:'661300293'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dUUFJWRw==	661300293	661300293	2005	2005-05-01T02:00:00Z			6				
2889513-2004	gnpis.lot:'661300358'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLTktQRQ==	661300358	661300358	2004	2004-01-01T01:00:00Z	59.07						
2889513-2004	gnpis.lot:'661300358'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLTktQRQ==	661300358	661300358	2004	2004-12-01T01:00:00Z					137.94999999999999		
2889513-2004	gnpis.lot:'661300358'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLTktQRQ==	661300358	661300358	2004	2004-01-01T01:00:00Z		266.89999999999998					
2889513-2004	gnpis.lot:'661300358'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLTktQRQ==	661300358	661300358	2004	2004-12-01T01:00:00Z							744
2889513-2004	gnpis.lot:'661300358'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLTktQRQ==	661300358	661300358	2004	2004-01-01T01:00:00Z						38.53	
2889513-2004	gnpis.lot:'661300358'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLTktQRQ==	661300358	661300358	2004	2004-12-01T01:00:00Z			6				
2889513-2005	gnpis.lot:'661300358'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLTktQRQ==	661300358	661300358	2005	2005-05-01T02:00:00Z				10.055240999999999			
2889513-2005	gnpis.lot:'661300358'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pLTktQRQ==	661300358	661300358	2005	2005-05-01T02:00:00Z			6				
2889669-2004	gnpis.lot:'661300523'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Q5MDFXUg==	661300523	661300523	2004	2004-01-01T01:00:00Z	68.52						
2889669-2004	gnpis.lot:'661300523'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Q5MDFXUg==	661300523	661300523	2004	2004-12-01T01:00:00Z					167.34		
2889669-2004	gnpis.lot:'661300523'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Q5MDFXUg==	661300523	661300523	2004	2004-01-01T01:00:00Z		318.2					
2889669-2004	gnpis.lot:'661300523'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Q5MDFXUg==	661300523	661300523	2004	2004-12-01T01:00:00Z							857.2
2889669-2004	gnpis.lot:'661300523'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Q5MDFXUg==	661300523	661300523	2004	2004-01-01T01:00:00Z						36.06	
2889669-2004	gnpis.lot:'661300523'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Q5MDFXUg==	661300523	661300523	2004	2004-12-01T01:00:00Z			5				
2889669-2005	gnpis.lot:'661300523'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Q5MDFXUg==	661300523	661300523	2005	2005-05-01T02:00:00Z				9.1385290000000001			
2889669-2005	gnpis.lot:'661300523'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Q5MDFXUg==	661300523	661300523	2005	2005-05-01T02:00:00Z			5				
2889672-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-01-01T01:00:00Z	55.4						
2889672-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-12-01T01:00:00Z					156.94999999999999		
2889672-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-01-01T01:00:00Z		259.7					
2889672-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-12-01T01:00:00Z							780.7
2889672-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-01-01T01:00:00Z						35.69	
2889672-2004	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2004	2004-12-01T01:00:00Z			6				
2889672-2005	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2005	2005-05-01T02:00:00Z				10.439361			
2889672-2005	gnpis.lot:'661300526'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05GVkJRWg==	661300526	661300526	2005	2005-05-01T02:00:00Z			6				
2889412-2004	gnpis.lot:'661300233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01SWDFGQQ==	661300233	661300233	2004	2004-01-01T01:00:00Z	54.05						
2889412-2004	gnpis.lot:'661300233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01SWDFGQQ==	661300233	661300233	2004	2004-12-01T01:00:00Z					120.06		
2889412-2004	gnpis.lot:'661300233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01SWDFGQQ==	661300233	661300233	2004	2004-01-01T01:00:00Z		237.9					
2889412-2004	gnpis.lot:'661300233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01SWDFGQQ==	661300233	661300233	2004	2004-12-01T01:00:00Z							651
2889412-2004	gnpis.lot:'661300233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01SWDFGQQ==	661300233	661300233	2004	2004-01-01T01:00:00Z						40.31	
2889412-2004	gnpis.lot:'661300233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01SWDFGQQ==	661300233	661300233	2004	2004-12-01T01:00:00Z			5				
2889412-2005	gnpis.lot:'661300233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01SWDFGQQ==	661300233	661300233	2005	2005-05-01T02:00:00Z				11.055624999999999			
2889412-2005	gnpis.lot:'661300233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01SWDFGQQ==	661300233	661300233	2005	2005-05-01T02:00:00Z			5				
2889431-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-01-01T01:00:00Z	51.24						
2889431-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-12-01T01:00:00Z					112.28		
2889431-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-01-01T01:00:00Z		246.1					
2889431-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-12-01T01:00:00Z							647.20000000000005
2889431-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-01-01T01:00:00Z						20.69	
2889431-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-01-01T01:00:00Z			6				
2889431-2005	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2005	2005-05-01T02:00:00Z				6.6151840000000002			
2889431-2005	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2005	2005-05-01T02:00:00Z			6				
2889492-2004	gnpis.lot:'661300336'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lDUzA5Vg==	661300336	661300336	2004	2004-01-01T01:00:00Z	75.599999999999994						
2889492-2004	gnpis.lot:'661300336'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lDUzA5Vg==	661300336	661300336	2004	2004-12-01T01:00:00Z					171.81		
2889492-2004	gnpis.lot:'661300336'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lDUzA5Vg==	661300336	661300336	2004	2004-01-01T01:00:00Z		331.6					
2889492-2004	gnpis.lot:'661300336'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lDUzA5Vg==	661300336	661300336	2004	2004-12-01T01:00:00Z							919.3
2889492-2004	gnpis.lot:'661300336'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lDUzA5Vg==	661300336	661300336	2004	2004-01-01T01:00:00Z						33.42	
2889492-2004	gnpis.lot:'661300336'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lDUzA5Vg==	661300336	661300336	2004	2004-12-01T01:00:00Z			4				
2889492-2005	gnpis.lot:'661300336'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lDUzA5Vg==	661300336	661300336	2005	2005-05-01T02:00:00Z				7.5130810000000006			
2889492-2005	gnpis.lot:'661300336'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lDUzA5Vg==	661300336	661300336	2005	2005-05-01T02:00:00Z			4				
2889550-2004	gnpis.lot:'661300398'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZHWUtKMg==	661300398	661300398	2004	2004-01-01T01:00:00Z	64.239999999999995						
2889550-2004	gnpis.lot:'661300398'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZHWUtKMg==	661300398	661300398	2004	2004-12-01T01:00:00Z					157.94999999999999		
2889550-2004	gnpis.lot:'661300398'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZHWUtKMg==	661300398	661300398	2004	2004-01-01T01:00:00Z		294.39999999999998					
2889550-2004	gnpis.lot:'661300398'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZHWUtKMg==	661300398	661300398	2004	2004-12-01T01:00:00Z							847.4
2889550-2004	gnpis.lot:'661300398'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZHWUtKMg==	661300398	661300398	2004	2004-01-01T01:00:00Z						34.69	
2889550-2004	gnpis.lot:'661300398'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZHWUtKMg==	661300398	661300398	2004	2004-12-01T01:00:00Z			6				
2889550-2005	gnpis.lot:'661300398'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZHWUtKMg==	661300398	661300398	2005	2005-05-01T02:00:00Z				9.765625			
2889550-2005	gnpis.lot:'661300398'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZHWUtKMg==	661300398	661300398	2005	2005-05-01T02:00:00Z			6				
2889562-2004	gnpis.lot:'661300411'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LT0NTTQ==	661300411	661300411	2004	2004-01-01T01:00:00Z	49.53						
2889562-2004	gnpis.lot:'661300411'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LT0NTTQ==	661300411	661300411	2004	2004-12-01T01:00:00Z					123.05		
2889562-2004	gnpis.lot:'661300411'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LT0NTTQ==	661300411	661300411	2004	2004-01-01T01:00:00Z		265.89999999999998					
2889562-2004	gnpis.lot:'661300411'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LT0NTTQ==	661300411	661300411	2004	2004-12-01T01:00:00Z							598.70000000000005
2889562-2004	gnpis.lot:'661300411'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LT0NTTQ==	661300411	661300411	2004	2004-01-01T01:00:00Z						32.049999999999997	
2889562-2004	gnpis.lot:'661300411'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LT0NTTQ==	661300411	661300411	2004	2004-12-01T01:00:00Z			5				
2889562-2005	gnpis.lot:'661300411'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LT0NTTQ==	661300411	661300411	2005	2005-05-01T02:00:00Z				8.4332159999999998			
2889562-2005	gnpis.lot:'661300411'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01LT0NTTQ==	661300411	661300411	2005	2005-05-01T02:00:00Z			5				
2889426-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-01-01T01:00:00Z	63.24						
2889426-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-12-01T01:00:00Z					158.28		
2889426-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-01-01T01:00:00Z		299.7					
2889426-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-12-01T01:00:00Z							845.7
2889426-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-01-01T01:00:00Z						39.03	
2889426-2004	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2004	2004-12-01T01:00:00Z			6				
2889426-2005	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2005	2005-05-01T02:00:00Z				13.010449000000001			
2889426-2005	gnpis.lot:'661300249'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZGU1BSUw==	661300249	661300249	2005	2005-05-01T02:00:00Z			6				
2889491-2004	gnpis.lot:'661300335'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RJSDVYVA==	661300335	661300335	2004	2004-01-01T01:00:00Z	67.739999999999995						
2889491-2004	gnpis.lot:'661300335'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RJSDVYVA==	661300335	661300335	2004	2004-12-01T01:00:00Z					192.61		
2889491-2004	gnpis.lot:'661300335'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RJSDVYVA==	661300335	661300335	2004	2004-01-01T01:00:00Z		298.39999999999998					
2889491-2004	gnpis.lot:'661300335'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RJSDVYVA==	661300335	661300335	2004	2004-12-01T01:00:00Z							894
2889491-2004	gnpis.lot:'661300335'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RJSDVYVA==	661300335	661300335	2004	2004-01-01T01:00:00Z						32.53	
2889491-2004	gnpis.lot:'661300335'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RJSDVYVA==	661300335	661300335	2004	2004-12-01T01:00:00Z			6				
2889491-2005	gnpis.lot:'661300335'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RJSDVYVA==	661300335	661300335	2005	2005-05-01T02:00:00Z				13.068225000000002			
2889491-2005	gnpis.lot:'661300335'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RJSDVYVA==	661300335	661300335	2005	2005-05-01T02:00:00Z			6				
2889566-2004	gnpis.lot:'661300416'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hMVFBJUQ==	661300416	661300416	2004	2004-01-01T01:00:00Z	51.24						
2889566-2004	gnpis.lot:'661300416'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hMVFBJUQ==	661300416	661300416	2004	2004-12-01T01:00:00Z					126.61		
2889566-2004	gnpis.lot:'661300416'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hMVFBJUQ==	661300416	661300416	2004	2004-01-01T01:00:00Z		236.6					
2889566-2004	gnpis.lot:'661300416'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hMVFBJUQ==	661300416	661300416	2004	2004-12-01T01:00:00Z							719
2889566-2004	gnpis.lot:'661300416'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hMVFBJUQ==	661300416	661300416	2004	2004-01-01T01:00:00Z						27.36	
2889566-2004	gnpis.lot:'661300416'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hMVFBJUQ==	661300416	661300416	2004	2004-12-01T01:00:00Z			6				
2889566-2005	gnpis.lot:'661300416'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hMVFBJUQ==	661300416	661300416	2005	2005-05-01T02:00:00Z				12.475023999999999			
2889566-2005	gnpis.lot:'661300416'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hMVFBJUQ==	661300416	661300416	2005	2005-05-01T02:00:00Z			6				
2889646-2004	gnpis.lot:'661300500'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRGMENUMw==	661300500	661300500	2004	2004-01-01T01:00:00Z	56.24						
2889646-2004	gnpis.lot:'661300500'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRGMENUMw==	661300500	661300500	2004	2004-12-01T01:00:00Z					172.61		
2889646-2004	gnpis.lot:'661300500'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRGMENUMw==	661300500	661300500	2004	2004-01-01T01:00:00Z		272.10000000000002					
2889646-2004	gnpis.lot:'661300500'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRGMENUMw==	661300500	661300500	2004	2004-12-01T01:00:00Z							857.4
2889646-2004	gnpis.lot:'661300500'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRGMENUMw==	661300500	661300500	2004	2004-01-01T01:00:00Z						44.03	
2889646-2004	gnpis.lot:'661300500'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRGMENUMw==	661300500	661300500	2004	2004-12-01T01:00:00Z			6				
2889646-2005	gnpis.lot:'661300500'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRGMENUMw==	661300500	661300500	2005	2005-05-01T02:00:00Z				14.424804			
2889646-2005	gnpis.lot:'661300500'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRGMENUMw==	661300500	661300500	2005	2005-05-01T02:00:00Z			6				
2889714-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-01-01T01:00:00Z	43.24						
2889714-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-12-01T01:00:00Z					130.61000000000001		
2889714-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-01-01T01:00:00Z		224.4					
2889714-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-12-01T01:00:00Z							699
2889714-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-01-01T01:00:00Z						29.86	
2889714-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-12-01T01:00:00Z			6				
