observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	Circum1	Height1	REP	Shoots3	Circum2	Syllep1	Height2
2889556-2004	gnpis.lot:'661300405'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRUQU5WWA==	661300405	661300405	2004	2004-12-01T01:00:00Z					155.63999999999999		
2889556-2004	gnpis.lot:'661300405'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRUQU5WWA==	661300405	661300405	2004	2004-01-01T01:00:00Z		284					
2889556-2004	gnpis.lot:'661300405'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRUQU5WWA==	661300405	661300405	2004	2004-12-01T01:00:00Z							841.9
2889556-2004	gnpis.lot:'661300405'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRUQU5WWA==	661300405	661300405	2004	2004-01-01T01:00:00Z						41.11	
2889556-2004	gnpis.lot:'661300405'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRUQU5WWA==	661300405	661300405	2004	2004-12-01T01:00:00Z			5				
2889556-2005	gnpis.lot:'661300405'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRUQU5WWA==	661300405	661300405	2005	2005-05-01T02:00:00Z				11.478543999999999			
2889556-2005	gnpis.lot:'661300405'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRUQU5WWA==	661300405	661300405	2005	2005-05-01T02:00:00Z			5				
2889529-2004	gnpis.lot:'661300376'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01BUTJQVg==	661300376	661300376	2004	2004-01-01T01:00:00Z	58.57						
2889529-2004	gnpis.lot:'661300376'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01BUTJQVg==	661300376	661300376	2004	2004-12-01T01:00:00Z					157.11000000000001		
2889529-2004	gnpis.lot:'661300376'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01BUTJQVg==	661300376	661300376	2004	2004-01-01T01:00:00Z		261.60000000000002					
2889529-2004	gnpis.lot:'661300376'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01BUTJQVg==	661300376	661300376	2004	2004-12-01T01:00:00Z							717.7
2889529-2004	gnpis.lot:'661300376'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01BUTJQVg==	661300376	661300376	2004	2004-01-01T01:00:00Z						33.69	
2889529-2004	gnpis.lot:'661300376'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01BUTJQVg==	661300376	661300376	2004	2004-12-01T01:00:00Z			6				
2889529-2005	gnpis.lot:'661300376'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01BUTJQVg==	661300376	661300376	2005	2005-05-01T02:00:00Z				7.209225			
2889529-2005	gnpis.lot:'661300376'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01BUTJQVg==	661300376	661300376	2005	2005-05-01T02:00:00Z			6				
2889551-2004	gnpis.lot:'661300399'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01MU0xSRQ==	661300399	661300399	2004	2004-01-01T01:00:00Z	54.24						
2889551-2004	gnpis.lot:'661300399'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01MU0xSRQ==	661300399	661300399	2004	2004-12-01T01:00:00Z					138.28		
2889551-2004	gnpis.lot:'661300399'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01MU0xSRQ==	661300399	661300399	2004	2004-01-01T01:00:00Z		257.60000000000002					
2889551-2004	gnpis.lot:'661300399'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01MU0xSRQ==	661300399	661300399	2004	2004-12-01T01:00:00Z							728.4
2889551-2004	gnpis.lot:'661300399'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01MU0xSRQ==	661300399	661300399	2004	2004-01-01T01:00:00Z						38.36	
2889551-2004	gnpis.lot:'661300399'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01MU0xSRQ==	661300399	661300399	2004	2004-12-01T01:00:00Z			6				
2889551-2005	gnpis.lot:'661300399'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01MU0xSRQ==	661300399	661300399	2005	2005-05-01T02:00:00Z				14.055001000000001			
2889551-2005	gnpis.lot:'661300399'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01MU0xSRQ==	661300399	661300399	2005	2005-05-01T02:00:00Z			6				
2889621-2004	gnpis.lot:'661300475'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZRRVBNQg==	661300475	661300475	2004	2004-01-01T01:00:00Z	55.57						
2889621-2004	gnpis.lot:'661300475'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZRRVBNQg==	661300475	661300475	2004	2004-12-01T01:00:00Z					158.61000000000001		
2889621-2004	gnpis.lot:'661300475'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZRRVBNQg==	661300475	661300475	2004	2004-01-01T01:00:00Z		260.60000000000002					
2889621-2004	gnpis.lot:'661300475'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZRRVBNQg==	661300475	661300475	2004	2004-12-01T01:00:00Z							804
2889621-2004	gnpis.lot:'661300475'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZRRVBNQg==	661300475	661300475	2004	2004-01-01T01:00:00Z						34.03	
2889621-2004	gnpis.lot:'661300475'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZRRVBNQg==	661300475	661300475	2004	2004-12-01T01:00:00Z			6				
2889621-2005	gnpis.lot:'661300475'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZRRVBNQg==	661300475	661300475	2005	2005-05-01T02:00:00Z				9.9162010000000009			
2889621-2005	gnpis.lot:'661300475'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZRRVBNQg==	661300475	661300475	2005	2005-05-01T02:00:00Z			6				
2889638-2004	gnpis.lot:'661300492'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzJNVEpCMA==	661300492	661300492	2004	2004-01-01T01:00:00Z	67.239999999999995						
2889638-2004	gnpis.lot:'661300492'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzJNVEpCMA==	661300492	661300492	2004	2004-12-01T01:00:00Z					175.95		
2889638-2004	gnpis.lot:'661300492'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzJNVEpCMA==	661300492	661300492	2004	2004-01-01T01:00:00Z		312.60000000000002					
2889638-2004	gnpis.lot:'661300492'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzJNVEpCMA==	661300492	661300492	2004	2004-12-01T01:00:00Z							835.7
2889638-2004	gnpis.lot:'661300492'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzJNVEpCMA==	661300492	661300492	2004	2004-01-01T01:00:00Z						40.69	
2889638-2004	gnpis.lot:'661300492'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzJNVEpCMA==	661300492	661300492	2004	2004-12-01T01:00:00Z			6				
2889638-2005	gnpis.lot:'661300492'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzJNVEpCMA==	661300492	661300492	2005	2005-05-01T02:00:00Z				14.607684000000001			
2889638-2005	gnpis.lot:'661300492'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzJNVEpCMA==	661300492	661300492	2005	2005-05-01T02:00:00Z			6				
2889656-2004	gnpis.lot:'661300510'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hFVEFHUg==	661300510	661300510	2004	2004-01-01T01:00:00Z	54.74						
2889656-2004	gnpis.lot:'661300510'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hFVEFHUg==	661300510	661300510	2004	2004-12-01T01:00:00Z					134.28		
2889656-2004	gnpis.lot:'661300510'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hFVEFHUg==	661300510	661300510	2004	2004-01-01T01:00:00Z		277.60000000000002					
2889656-2004	gnpis.lot:'661300510'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hFVEFHUg==	661300510	661300510	2004	2004-12-01T01:00:00Z							672.4
2889656-2004	gnpis.lot:'661300510'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hFVEFHUg==	661300510	661300510	2004	2004-01-01T01:00:00Z						27.86	
2889656-2004	gnpis.lot:'661300510'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hFVEFHUg==	661300510	661300510	2004	2004-12-01T01:00:00Z			6				
2889656-2005	gnpis.lot:'661300510'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hFVEFHUg==	661300510	661300510	2005	2005-05-01T02:00:00Z				9.1385290000000001			
2889656-2005	gnpis.lot:'661300510'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hFVEFHUg==	661300510	661300510	2005	2005-05-01T02:00:00Z			6				
2889709-2004	gnpis.lot:'661300563'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FQQ1BUOQ==	661300563	661300563	2004	2004-01-01T01:00:00Z	62.65						
2889709-2004	gnpis.lot:'661300563'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FQQ1BUOQ==	661300563	661300563	2004	2004-12-01T01:00:00Z					173.64		
2889709-2004	gnpis.lot:'661300563'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FQQ1BUOQ==	661300563	661300563	2004	2004-01-01T01:00:00Z		283.60000000000002					
2889709-2004	gnpis.lot:'661300563'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FQQ1BUOQ==	661300563	661300563	2004	2004-12-01T01:00:00Z							759.9
2889709-2004	gnpis.lot:'661300563'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FQQ1BUOQ==	661300563	661300563	2004	2004-01-01T01:00:00Z						39.51	
2889709-2004	gnpis.lot:'661300563'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FQQ1BUOQ==	661300563	661300563	2004	2004-12-01T01:00:00Z			5				
2889709-2005	gnpis.lot:'661300563'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FQQ1BUOQ==	661300563	661300563	2005	2005-05-01T02:00:00Z				12.623809			
2889709-2005	gnpis.lot:'661300563'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FQQ1BUOQ==	661300563	661300563	2005	2005-05-01T02:00:00Z			5				
2889597-2004	gnpis.lot:'661300450'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQRUZQMw==	661300450	661300450	2004	2004-01-01T01:00:00Z	63.57						
2889597-2004	gnpis.lot:'661300450'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQRUZQMw==	661300450	661300450	2004	2004-12-01T01:00:00Z					155.61000000000001		
2889597-2004	gnpis.lot:'661300450'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQRUZQMw==	661300450	661300450	2004	2004-01-01T01:00:00Z		291.7					
2889597-2004	gnpis.lot:'661300450'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQRUZQMw==	661300450	661300450	2004	2004-12-01T01:00:00Z							822.4
2889597-2004	gnpis.lot:'661300450'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQRUZQMw==	661300450	661300450	2004	2004-01-01T01:00:00Z						33.53	
2889597-2004	gnpis.lot:'661300450'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQRUZQMw==	661300450	661300450	2004	2004-12-01T01:00:00Z			6				
2889597-2005	gnpis.lot:'661300450'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQRUZQMw==	661300450	661300450	2005	2005-05-01T02:00:00Z				14.032515999999999			
2889597-2005	gnpis.lot:'661300450'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0RQRUZQMw==	661300450	661300450	2005	2005-05-01T02:00:00Z			6				
2889678-2004	gnpis.lot:'661300532'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0IxSEZDTA==	661300532	661300532	2004	2004-01-01T01:00:00Z	58.57						
2889678-2004	gnpis.lot:'661300532'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0IxSEZDTA==	661300532	661300532	2004	2004-12-01T01:00:00Z					158.28		
2889678-2004	gnpis.lot:'661300532'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0IxSEZDTA==	661300532	661300532	2004	2004-01-01T01:00:00Z		285.10000000000002					
2889678-2004	gnpis.lot:'661300532'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0IxSEZDTA==	661300532	661300532	2004	2004-12-01T01:00:00Z							827.4
2889678-2004	gnpis.lot:'661300532'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0IxSEZDTA==	661300532	661300532	2004	2004-01-01T01:00:00Z						25.53	
2889678-2004	gnpis.lot:'661300532'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0IxSEZDTA==	661300532	661300532	2004	2004-12-01T01:00:00Z			6				
2889678-2005	gnpis.lot:'661300532'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0IxSEZDTA==	661300532	661300532	2005	2005-05-01T02:00:00Z				10.419984000000001			
2889678-2005	gnpis.lot:'661300532'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0IxSEZDTA==	661300532	661300532	2005	2005-05-01T02:00:00Z			6				
2889702-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-01-01T01:00:00Z	75.069999999999993						
2889702-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-12-01T01:00:00Z					177.78		
2889702-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-01-01T01:00:00Z		312.10000000000002					
2889702-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-12-01T01:00:00Z							861.9
2889702-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-01-01T01:00:00Z						43.03	
2889702-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-12-01T01:00:00Z			6				
2889702-2005	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2005	2005-05-01T02:00:00Z				13.329800999999998			
2889702-2005	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2005	2005-05-01T02:00:00Z			6				
2889704-2004	gnpis.lot:'661300558'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ROSUNOVQ==	661300558	661300558	2004	2004-01-01T01:00:00Z	61.24						
2889704-2004	gnpis.lot:'661300558'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ROSUNOVQ==	661300558	661300558	2004	2004-12-01T01:00:00Z					155.28		
2889704-2004	gnpis.lot:'661300558'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ROSUNOVQ==	661300558	661300558	2004	2004-01-01T01:00:00Z		282.39999999999998					
2889704-2004	gnpis.lot:'661300558'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ROSUNOVQ==	661300558	661300558	2004	2004-12-01T01:00:00Z							815.7
2889704-2004	gnpis.lot:'661300558'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ROSUNOVQ==	661300558	661300558	2004	2004-01-01T01:00:00Z						28.36	
2889704-2004	gnpis.lot:'661300558'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ROSUNOVQ==	661300558	661300558	2004	2004-12-01T01:00:00Z			6				
2889704-2005	gnpis.lot:'661300558'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ROSUNOVQ==	661300558	661300558	2005	2005-05-01T02:00:00Z				12.355225000000001			
2889704-2005	gnpis.lot:'661300558'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ROSUNOVQ==	661300558	661300558	2005	2005-05-01T02:00:00Z			6				
2889593-2004	gnpis.lot:'661300446'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09SR1czUg==	661300446	661300446	2004	2004-01-01T01:00:00Z	65.05						
2889593-2004	gnpis.lot:'661300446'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09SR1czUg==	661300446	661300446	2004	2004-12-01T01:00:00Z					162.66		
2889593-2004	gnpis.lot:'661300446'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09SR1czUg==	661300446	661300446	2004	2004-01-01T01:00:00Z		290.89999999999998					
2889593-2004	gnpis.lot:'661300446'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09SR1czUg==	661300446	661300446	2004	2004-12-01T01:00:00Z							793.6
2889593-2004	gnpis.lot:'661300446'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09SR1czUg==	661300446	661300446	2004	2004-01-01T01:00:00Z						31.31	
2889593-2004	gnpis.lot:'661300446'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09SR1czUg==	661300446	661300446	2004	2004-12-01T01:00:00Z			5				
2889593-2005	gnpis.lot:'661300446'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09SR1czUg==	661300446	661300446	2005	2005-05-01T02:00:00Z				11.964681000000001			
2889593-2005	gnpis.lot:'661300446'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09SR1czUg==	661300446	661300446	2005	2005-05-01T02:00:00Z			5				
2889608-2004	gnpis.lot:'661300462'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FOWTg0SQ==	661300462	661300462	2004	2004-01-01T01:00:00Z	59.4						
2889608-2004	gnpis.lot:'661300462'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FOWTg0SQ==	661300462	661300462	2004	2004-12-01T01:00:00Z					163.95		
2889608-2004	gnpis.lot:'661300462'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FOWTg0SQ==	661300462	661300462	2004	2004-01-01T01:00:00Z		286.10000000000002					
2889608-2004	gnpis.lot:'661300462'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FOWTg0SQ==	661300462	661300462	2004	2004-12-01T01:00:00Z							812.4
2889608-2004	gnpis.lot:'661300462'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FOWTg0SQ==	661300462	661300462	2004	2004-01-01T01:00:00Z						16.53	
2889608-2004	gnpis.lot:'661300462'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FOWTg0SQ==	661300462	661300462	2004	2004-12-01T01:00:00Z			6				
2889608-2005	gnpis.lot:'661300462'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FOWTg0SQ==	661300462	661300462	2005	2005-05-01T02:00:00Z				9.7406410000000001			
2889608-2005	gnpis.lot:'661300462'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FOWTg0SQ==	661300462	661300462	2005	2005-05-01T02:00:00Z			6				
2889494-2004	gnpis.lot:'661300338'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JDU0xCSg==	661300338	661300338	2004	2004-01-01T01:00:00Z	55.8						
2889494-2004	gnpis.lot:'661300338'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JDU0xCSg==	661300338	661300338	2004	2004-12-01T01:00:00Z					140.57		
2889494-2004	gnpis.lot:'661300338'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JDU0xCSg==	661300338	661300338	2004	2004-01-01T01:00:00Z		278.60000000000002					
2889494-2004	gnpis.lot:'661300338'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JDU0xCSg==	661300338	661300338	2004	2004-12-01T01:00:00Z							769.4
2889494-2004	gnpis.lot:'661300338'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JDU0xCSg==	661300338	661300338	2004	2004-01-01T01:00:00Z						38.9	
2889494-2004	gnpis.lot:'661300338'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JDU0xCSg==	661300338	661300338	2004	2004-12-01T01:00:00Z			5				
2889494-2005	gnpis.lot:'661300338'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JDU0xCSg==	661300338	661300338	2005	2005-05-01T02:00:00Z				7.2846009999999994			
2889494-2005	gnpis.lot:'661300338'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JDU0xCSg==	661300338	661300338	2005	2005-05-01T02:00:00Z			5				
2889541-2004	gnpis.lot:'661300389'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dRNkU2NQ==	661300389	661300389	2004	2004-01-01T01:00:00Z	51.4						
2889541-2004	gnpis.lot:'661300389'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dRNkU2NQ==	661300389	661300389	2004	2004-12-01T01:00:00Z					110.78		
2889541-2004	gnpis.lot:'661300389'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dRNkU2NQ==	661300389	661300389	2004	2004-01-01T01:00:00Z		226.1					
2889541-2004	gnpis.lot:'661300389'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dRNkU2NQ==	661300389	661300389	2004	2004-12-01T01:00:00Z							654
2889541-2004	gnpis.lot:'661300389'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dRNkU2NQ==	661300389	661300389	2004	2004-01-01T01:00:00Z						35.19	
2889541-2004	gnpis.lot:'661300389'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dRNkU2NQ==	661300389	661300389	2004	2004-12-01T01:00:00Z			6				
2889541-2005	gnpis.lot:'661300389'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dRNkU2NQ==	661300389	661300389	2005	2005-05-01T02:00:00Z				7.3766560000000014			
2889541-2005	gnpis.lot:'661300389'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dRNkU2NQ==	661300389	661300389	2005	2005-05-01T02:00:00Z			6				
2889504-2004	gnpis.lot:'661300348'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdMT0FEUQ==	661300348	661300348	2004	2004-01-01T01:00:00Z	55.4						
2889504-2004	gnpis.lot:'661300348'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdMT0FEUQ==	661300348	661300348	2004	2004-12-01T01:00:00Z					143.78		
2889504-2004	gnpis.lot:'661300348'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdMT0FEUQ==	661300348	661300348	2004	2004-01-01T01:00:00Z		273.89999999999998					
2889504-2004	gnpis.lot:'661300348'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdMT0FEUQ==	661300348	661300348	2004	2004-12-01T01:00:00Z							704
2889504-2004	gnpis.lot:'661300348'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdMT0FEUQ==	661300348	661300348	2004	2004-01-01T01:00:00Z						28.53	
2889504-2004	gnpis.lot:'661300348'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdMT0FEUQ==	661300348	661300348	2004	2004-01-01T01:00:00Z			6				
2889504-2005	gnpis.lot:'661300348'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdMT0FEUQ==	661300348	661300348	2005	2005-05-01T02:00:00Z				12.089528999999999			
2889504-2005	gnpis.lot:'661300348'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdMT0FEUQ==	661300348	661300348	2005	2005-05-01T02:00:00Z			6				
2889677-2004	gnpis.lot:'661300531'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdYOVFVSg==	661300531	661300531	2004	2004-01-01T01:00:00Z	64.739999999999995						
2889677-2004	gnpis.lot:'661300531'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdYOVFVSg==	661300531	661300531	2004	2004-12-01T01:00:00Z					168.61		
2889677-2004	gnpis.lot:'661300531'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdYOVFVSg==	661300531	661300531	2004	2004-01-01T01:00:00Z		263.2					
2889677-2004	gnpis.lot:'661300531'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdYOVFVSg==	661300531	661300531	2004	2004-12-01T01:00:00Z							852.4
2889677-2004	gnpis.lot:'661300531'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdYOVFVSg==	661300531	661300531	2004	2004-01-01T01:00:00Z						39.69	
2889677-2004	gnpis.lot:'661300531'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdYOVFVSg==	661300531	661300531	2004	2004-12-01T01:00:00Z			6				
2889677-2005	gnpis.lot:'661300531'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdYOVFVSg==	661300531	661300531	2005	2005-05-01T02:00:00Z				12.866569000000002			
2889677-2005	gnpis.lot:'661300531'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzdYOVFVSg==	661300531	661300531	2005	2005-05-01T02:00:00Z			6				
