observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	REP	Syllep1	Height1	Height2	Shoots3	Circum1	Circum2	Budflush2
2889875-2004	gnpis.lot:'661300392'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJSFlLTQ==	661300392	661300392	2004	2004-03-21T01:00:00Z								92.408476101812198
2889875-2004	gnpis.lot:'661300392'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJSFlLTQ==	661300392	661300392	2004	2004-01-01T01:00:00Z						59.94		
2889875-2004	gnpis.lot:'661300392'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJSFlLTQ==	661300392	661300392	2004	2004-12-01T01:00:00Z							146.05000000000001	
2889875-2004	gnpis.lot:'661300392'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJSFlLTQ==	661300392	661300392	2004	2004-01-01T01:00:00Z			317.39999999999998					
2889875-2004	gnpis.lot:'661300392'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJSFlLTQ==	661300392	661300392	2004	2004-12-01T01:00:00Z				616.4				
2889875-2004	gnpis.lot:'661300392'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJSFlLTQ==	661300392	661300392	2004	2004-01-01T01:00:00Z		27.9						
2889875-2004	gnpis.lot:'661300392'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJSFlLTQ==	661300392	661300392	2004	2004-01-01T01:00:00Z	6							
2889875-2005	gnpis.lot:'661300392'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJSFlLTQ==	661300392	661300392	2005	2005-05-01T02:00:00Z					14.432400999999999			
2889875-2005	gnpis.lot:'661300392'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJSFlLTQ==	661300392	661300392	2005	2005-05-01T02:00:00Z	6							
2890033-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-03-21T01:00:00Z								92.818603549309998
2890033-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-01-01T01:00:00Z						53.65		
2890033-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-12-01T01:00:00Z							128.19999999999999	
2890033-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-01-01T01:00:00Z			289.2					
2890033-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-12-01T01:00:00Z				537.79999999999995				
2890033-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-01-01T01:00:00Z		33.067						
2890033-2004	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2004	2004-12-01T01:00:00Z	6							
2890033-2005	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2005	2005-05-01T02:00:00Z					19.316024999999996			
2890033-2005	gnpis.lot:'661300556'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dDU0JJQg==	661300556	661300556	2005	2005-05-01T02:00:00Z	6							
2889751-2004	gnpis.lot:'661300242'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GU0dHQg==	661300242	661300242	2004	2004-03-21T01:00:00Z								96.651936882643398
2889751-2004	gnpis.lot:'661300242'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GU0dHQg==	661300242	661300242	2004	2004-01-01T01:00:00Z						50.51		
2889751-2004	gnpis.lot:'661300242'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GU0dHQg==	661300242	661300242	2004	2004-12-01T01:00:00Z							119.76	
2889751-2004	gnpis.lot:'661300242'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GU0dHQg==	661300242	661300242	2004	2004-01-01T01:00:00Z			255.2					
2889751-2004	gnpis.lot:'661300242'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GU0dHQg==	661300242	661300242	2004	2004-12-01T01:00:00Z				583.1				
2889751-2004	gnpis.lot:'661300242'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GU0dHQg==	661300242	661300242	2004	2004-01-01T01:00:00Z		14.9						
2889751-2004	gnpis.lot:'661300242'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GU0dHQg==	661300242	661300242	2004	2004-12-01T01:00:00Z	6							
2889751-2005	gnpis.lot:'661300242'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GU0dHQg==	661300242	661300242	2005	2005-05-01T02:00:00Z					12.866569000000002			
2889751-2005	gnpis.lot:'661300242'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GU0dHQg==	661300242	661300242	2005	2005-05-01T02:00:00Z	6							
2889896-2004	gnpis.lot:'661300415'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZVWDlDWQ==	661300415	661300415	2004	2004-03-21T01:00:00Z								94.151936882643398
2889896-2004	gnpis.lot:'661300415'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZVWDlDWQ==	661300415	661300415	2004	2004-01-01T01:00:00Z						59.41		
2889896-2004	gnpis.lot:'661300415'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZVWDlDWQ==	661300415	661300415	2004	2004-12-01T01:00:00Z							144.47	
2889896-2004	gnpis.lot:'661300415'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZVWDlDWQ==	661300415	661300415	2004	2004-01-01T01:00:00Z			303.5					
2889896-2004	gnpis.lot:'661300415'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZVWDlDWQ==	661300415	661300415	2004	2004-12-01T01:00:00Z				584.70000000000005				
2889896-2004	gnpis.lot:'661300415'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZVWDlDWQ==	661300415	661300415	2004	2004-01-01T01:00:00Z		23.4						
2889896-2004	gnpis.lot:'661300415'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZVWDlDWQ==	661300415	661300415	2004	2004-12-01T01:00:00Z	6							
2889896-2005	gnpis.lot:'661300415'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZVWDlDWQ==	661300415	661300415	2005	2005-05-01T02:00:00Z					12.687843999999998			
2889896-2005	gnpis.lot:'661300415'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZVWDlDWQ==	661300415	661300415	2005	2005-05-01T02:00:00Z	6							
2889925-2004	gnpis.lot:'661300447'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RPRjc1WA==	661300447	661300447	2004	2004-03-21T01:00:00Z								91.818603549309998
2889925-2004	gnpis.lot:'661300447'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RPRjc1WA==	661300447	661300447	2004	2004-01-01T01:00:00Z						68.31		
2889925-2004	gnpis.lot:'661300447'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RPRjc1WA==	661300447	661300447	2004	2004-12-01T01:00:00Z							136.32	
2889925-2004	gnpis.lot:'661300447'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RPRjc1WA==	661300447	661300447	2004	2004-01-01T01:00:00Z			321.7					
2889925-2004	gnpis.lot:'661300447'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RPRjc1WA==	661300447	661300447	2004	2004-12-01T01:00:00Z				574.9				
2889925-2004	gnpis.lot:'661300447'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RPRjc1WA==	661300447	661300447	2004	2004-01-01T01:00:00Z		16.899999999999999						
2889925-2004	gnpis.lot:'661300447'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RPRjc1WA==	661300447	661300447	2004	2004-12-01T01:00:00Z	6							
2889925-2005	gnpis.lot:'661300447'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RPRjc1WA==	661300447	661300447	2005	2005-05-01T02:00:00Z					16.711743999999999			
2889925-2005	gnpis.lot:'661300447'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RPRjc1WA==	661300447	661300447	2005	2005-05-01T02:00:00Z	6							
2889886-2004	gnpis.lot:'661300403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VLQ0lNMA==	661300403	661300403	2004	2004-03-21T01:00:00Z								94.318603549309998
2889886-2004	gnpis.lot:'661300403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VLQ0lNMA==	661300403	661300403	2004	2004-01-01T01:00:00Z						53.13		
2889886-2004	gnpis.lot:'661300403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VLQ0lNMA==	661300403	661300403	2004	2004-12-01T01:00:00Z							115.61	
2889886-2004	gnpis.lot:'661300403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VLQ0lNMA==	661300403	661300403	2004	2004-01-01T01:00:00Z			258					
2889886-2004	gnpis.lot:'661300403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VLQ0lNMA==	661300403	661300403	2004	2004-12-01T01:00:00Z				482.1				
2889886-2004	gnpis.lot:'661300403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VLQ0lNMA==	661300403	661300403	2004	2004-01-01T01:00:00Z		18.399999999999999						
2889886-2004	gnpis.lot:'661300403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VLQ0lNMA==	661300403	661300403	2004	2004-12-01T01:00:00Z	6							
2889886-2005	gnpis.lot:'661300403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VLQ0lNMA==	661300403	661300403	2005	2005-05-01T02:00:00Z					7.4583609999999991			
2889886-2005	gnpis.lot:'661300403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1VLQ0lNMA==	661300403	661300403	2005	2005-05-01T02:00:00Z	6							
2889916-2004	gnpis.lot:'661300438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZDVVBSTw==	661300438	661300438	2004	2004-03-21T01:00:00Z								96.485270215976698
2889916-2004	gnpis.lot:'661300438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZDVVBSTw==	661300438	661300438	2004	2004-01-01T01:00:00Z						43.7		
2889916-2004	gnpis.lot:'661300438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZDVVBSTw==	661300438	661300438	2004	2004-12-01T01:00:00Z							122.95	
2889916-2004	gnpis.lot:'661300438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZDVVBSTw==	661300438	661300438	2004	2004-01-01T01:00:00Z			247.4					
2889916-2004	gnpis.lot:'661300438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZDVVBSTw==	661300438	661300438	2004	2004-12-01T01:00:00Z				556.79999999999995				
2889916-2004	gnpis.lot:'661300438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZDVVBSTw==	661300438	661300438	2004	2004-01-01T01:00:00Z		18.899999999999999						
2889916-2004	gnpis.lot:'661300438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZDVVBSTw==	661300438	661300438	2004	2004-01-01T01:00:00Z	6							
2889916-2005	gnpis.lot:'661300438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZDVVBSTw==	661300438	661300438	2005	2005-05-01T02:00:00Z					12.411529000000002			
2889916-2005	gnpis.lot:'661300438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZDVVBSTw==	661300438	661300438	2005	2005-05-01T02:00:00Z	6							
2890043-2004	gnpis.lot:'661300566'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFOM0hDTQ==	661300566	661300566	2004	2004-03-21T01:00:00Z								89.151936882643398
2890043-2004	gnpis.lot:'661300566'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFOM0hDTQ==	661300566	661300566	2004	2004-01-01T01:00:00Z						58.36		
2890043-2004	gnpis.lot:'661300566'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFOM0hDTQ==	661300566	661300566	2004	2004-12-01T01:00:00Z							132.22999999999999	
2890043-2004	gnpis.lot:'661300566'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFOM0hDTQ==	661300566	661300566	2004	2004-01-01T01:00:00Z			290.7					
2890043-2004	gnpis.lot:'661300566'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFOM0hDTQ==	661300566	661300566	2004	2004-12-01T01:00:00Z				554.29999999999995				
2890043-2004	gnpis.lot:'661300566'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFOM0hDTQ==	661300566	661300566	2004	2004-01-01T01:00:00Z		23.733000000000001						
2890043-2004	gnpis.lot:'661300566'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFOM0hDTQ==	661300566	661300566	2004	2004-12-01T01:00:00Z	6							
2890043-2005	gnpis.lot:'661300566'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFOM0hDTQ==	661300566	661300566	2005	2005-05-01T02:00:00Z					6.8120999999999992			
2890043-2005	gnpis.lot:'661300566'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzFOM0hDTQ==	661300566	661300566	2005	2005-05-01T02:00:00Z	6							
2890045-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-03-21T01:00:00Z								87.651936882643398
2890045-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-01-01T01:00:00Z						45.27		
2890045-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-12-01T01:00:00Z							115.46	
2890045-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-01-01T01:00:00Z			252.5					
2890045-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-12-01T01:00:00Z				578.20000000000005				
2890045-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-01-01T01:00:00Z		18.899999999999999						
2890045-2004	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2004	2004-12-01T01:00:00Z	6							
2890045-2005	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2005	2005-05-01T02:00:00Z					8.8625289999999985			
2890045-2005	gnpis.lot:'661300568'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pPUE1TVQ==	661300568	661300568	2005	2005-05-01T02:00:00Z	6							
2889777-2004	gnpis.lot:'661300280'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BWNkJGNQ==	661300280	661300280	2004	2004-03-21T01:00:00Z								91.151936882643398
2889777-2004	gnpis.lot:'661300280'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BWNkJGNQ==	661300280	661300280	2004	2004-01-01T01:00:00Z						39.51		
2889777-2004	gnpis.lot:'661300280'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BWNkJGNQ==	661300280	661300280	2004	2004-12-01T01:00:00Z							98.86	
2889777-2004	gnpis.lot:'661300280'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BWNkJGNQ==	661300280	661300280	2004	2004-01-01T01:00:00Z			219.5					
2889777-2004	gnpis.lot:'661300280'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BWNkJGNQ==	661300280	661300280	2004	2004-12-01T01:00:00Z				473.1				
2889777-2004	gnpis.lot:'661300280'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BWNkJGNQ==	661300280	661300280	2004	2004-01-01T01:00:00Z		12.567						
2889777-2004	gnpis.lot:'661300280'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BWNkJGNQ==	661300280	661300280	2004	2004-01-01T01:00:00Z	6							
2889777-2005	gnpis.lot:'661300280'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BWNkJGNQ==	661300280	661300280	2005	2005-05-01T02:00:00Z					9.7531290000000013			
2889777-2005	gnpis.lot:'661300280'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BWNkJGNQ==	661300280	661300280	2005	2005-05-01T02:00:00Z	6							
2889947-2004	gnpis.lot:'661300470'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNNSENHTg==	661300470	661300470	2004	2004-03-21T01:00:00Z								91.318603549309998
2889947-2004	gnpis.lot:'661300470'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNNSENHTg==	661300470	661300470	2004	2004-01-01T01:00:00Z						48.42		
2889947-2004	gnpis.lot:'661300470'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNNSENHTg==	661300470	661300470	2004	2004-12-01T01:00:00Z							108.66	
2889947-2004	gnpis.lot:'661300470'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNNSENHTg==	661300470	661300470	2004	2004-01-01T01:00:00Z			241.9					
2889947-2004	gnpis.lot:'661300470'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNNSENHTg==	661300470	661300470	2004	2004-12-01T01:00:00Z				533.5				
2889947-2004	gnpis.lot:'661300470'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNNSENHTg==	661300470	661300470	2004	2004-01-01T01:00:00Z		17.067						
2889947-2004	gnpis.lot:'661300470'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNNSENHTg==	661300470	661300470	2004	2004-12-01T01:00:00Z	6							
2889947-2005	gnpis.lot:'661300470'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNNSENHTg==	661300470	661300470	2005	2005-05-01T02:00:00Z					10.8241			
2889947-2005	gnpis.lot:'661300470'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzNNSENHTg==	661300470	661300470	2005	2005-05-01T02:00:00Z	6							
2889762-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-03-21T01:00:00Z								94.318603549309998
2889762-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-01-01T01:00:00Z						60.98		
2889762-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-12-01T01:00:00Z							142.36000000000001	
2889762-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-01-01T01:00:00Z			302.39999999999998					
2889762-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-12-01T01:00:00Z				632.1				
2889762-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-01-01T01:00:00Z		23.733000000000001						
2889762-2004	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2004	2004-03-21T01:00:00Z	6							
2889762-2005	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2005	2005-05-01T02:00:00Z					9.6658810000000006			
2889762-2005	gnpis.lot:'661300255'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZSUFlUWA==	661300255	661300255	2005	2005-05-01T02:00:00Z	6							
2889811-2004	gnpis.lot:'661300323'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hTVUtDVQ==	661300323	661300323	2004	2004-03-21T01:00:00Z								92.318603549309998
2889811-2004	gnpis.lot:'661300323'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hTVUtDVQ==	661300323	661300323	2004	2004-01-01T01:00:00Z						56.27		
2889811-2004	gnpis.lot:'661300323'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hTVUtDVQ==	661300323	661300323	2004	2004-12-01T01:00:00Z							117.58	
2889811-2004	gnpis.lot:'661300323'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hTVUtDVQ==	661300323	661300323	2004	2004-01-01T01:00:00Z			269					
2889811-2004	gnpis.lot:'661300323'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hTVUtDVQ==	661300323	661300323	2004	2004-12-01T01:00:00Z				513.6				
2889811-2004	gnpis.lot:'661300323'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hTVUtDVQ==	661300323	661300323	2004	2004-01-01T01:00:00Z		21.4						
2889811-2004	gnpis.lot:'661300323'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hTVUtDVQ==	661300323	661300323	2004	2004-01-01T01:00:00Z	6							
2889811-2005	gnpis.lot:'661300323'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hTVUtDVQ==	661300323	661300323	2005	2005-05-01T02:00:00Z					12.609601000000001			
2889811-2005	gnpis.lot:'661300323'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hTVUtDVQ==	661300323	661300323	2005	2005-05-01T02:00:00Z	6							
2889843-2004	gnpis.lot:'661300357'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVMMERCWA==	661300357	661300357	2004	2004-03-21T01:00:00Z								93.651936882643398
2889843-2004	gnpis.lot:'661300357'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVMMERCWA==	661300357	661300357	2004	2004-01-01T01:00:00Z						53.65		
2889843-2004	gnpis.lot:'661300357'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVMMERCWA==	661300357	661300357	2004	2004-12-01T01:00:00Z							132.16	
2889843-2004	gnpis.lot:'661300357'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVMMERCWA==	661300357	661300357	2004	2004-01-01T01:00:00Z			262					
2889843-2004	gnpis.lot:'661300357'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVMMERCWA==	661300357	661300357	2004	2004-12-01T01:00:00Z				563.6				
2889843-2004	gnpis.lot:'661300357'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVMMERCWA==	661300357	661300357	2004	2004-01-01T01:00:00Z		14.233000000000001						
2889843-2004	gnpis.lot:'661300357'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVMMERCWA==	661300357	661300357	2004	2004-12-01T01:00:00Z	6							
2889843-2005	gnpis.lot:'661300357'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVMMERCWA==	661300357	661300357	2005	2005-05-01T02:00:00Z					16.426808999999999			
2889843-2005	gnpis.lot:'661300357'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVMMERCWA==	661300357	661300357	2005	2005-05-01T02:00:00Z	6							
2889902-2004	gnpis.lot:'661300422'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pYS1ZHWQ==	661300422	661300422	2004	2004-03-21T01:00:00Z								94.318603549309998
2889902-2004	gnpis.lot:'661300422'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pYS1ZHWQ==	661300422	661300422	2004	2004-01-01T01:00:00Z						59.41		
2889902-2004	gnpis.lot:'661300422'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pYS1ZHWQ==	661300422	661300422	2004	2004-12-01T01:00:00Z							131.85	
2889902-2004	gnpis.lot:'661300422'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pYS1ZHWQ==	661300422	661300422	2004	2004-01-01T01:00:00Z			288.89999999999998					
2889902-2004	gnpis.lot:'661300422'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pYS1ZHWQ==	661300422	661300422	2004	2004-12-01T01:00:00Z				571.6				
2889902-2004	gnpis.lot:'661300422'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pYS1ZHWQ==	661300422	661300422	2004	2004-01-01T01:00:00Z		22.233000000000001						
2889902-2004	gnpis.lot:'661300422'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pYS1ZHWQ==	661300422	661300422	2004	2004-12-01T01:00:00Z	5							
2889902-2005	gnpis.lot:'661300422'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pYS1ZHWQ==	661300422	661300422	2005	2005-05-01T02:00:00Z					13.424896			
