observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	ht	prec	r	rdt	sept	ps
2833544-2008	gnpis.lot:'CF07193'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBGNDgwSQ==	CF07193	36771	2008	NA	90					
2833544-2008	gnpis.lot:'CF07193'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBGNDgwSQ==	CF07193	36771	2008	NA		142				
2833544-2008	gnpis.lot:'CF07193'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBGNDgwSQ==	CF07193	36771	2008	NA						72,2
2833544-2008	gnpis.lot:'CF07193'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBGNDgwSQ==	CF07193	36771	2008	NA					4	
2833536-2008	gnpis.lot:'DI08011'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0U4RlA5WQ==	DI08011	36785	2008	NA			115,1			
2833536-2008	gnpis.lot:'DI08011'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0U4RlA5WQ==	DI08011	36785	2008	NA				45,9		
2833536-2008	gnpis.lot:'DI08011'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0U4RlA5WQ==	DI08011	36785	2008	NA	82					
2833536-2008	gnpis.lot:'DI08011'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0U4RlA5WQ==	DI08011	36785	2008	NA		138				
2833536-2008	gnpis.lot:'DI08011'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0U4RlA5WQ==	DI08011	36785	2008	NA						72,8
2833536-2008	gnpis.lot:'DI08011'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0U4RlA5WQ==	DI08011	36785	2008	NA					5,2	
2833559-2008	gnpis.lot:'CF07143'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aT0RaWQ==	CF07143	36770	2008	NA			150,1			
2833559-2008	gnpis.lot:'CF07143'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aT0RaWQ==	CF07143	36770	2008	NA				59,8		
2833559-2008	gnpis.lot:'CF07143'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aT0RaWQ==	CF07143	36770	2008	NA	108					
2833559-2008	gnpis.lot:'CF07143'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aT0RaWQ==	CF07143	36770	2008	NA		140				
2833559-2008	gnpis.lot:'CF07143'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aT0RaWQ==	CF07143	36770	2008	NA						75,8
2833559-2008	gnpis.lot:'CF07143'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05aT0RaWQ==	CF07143	36770	2008	NA					3	
2833565-2008	gnpis.lot:'RE07075'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNzA3NQ==	RE07075	RE07075	2008	NA			101,9			
2833565-2008	gnpis.lot:'RE07075'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNzA3NQ==	RE07075	RE07075	2008	NA				40,6		
2833565-2008	gnpis.lot:'RE07075'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNzA3NQ==	RE07075	RE07075	2008	NA	90					
2833565-2008	gnpis.lot:'RE07075'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNzA3NQ==	RE07075	RE07075	2008	NA		136				
2833565-2008	gnpis.lot:'RE07075'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNzA3NQ==	RE07075	RE07075	2008	NA						70,1
2833565-2008	gnpis.lot:'RE07075'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNzA3NQ==	RE07075	RE07075	2008	NA					5,2	
2833547-2008	gnpis.lot:'EM07213'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNzIxMw==	EM07213	EM07213	2008	NA			119,7			
2833547-2008	gnpis.lot:'EM07213'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNzIxMw==	EM07213	EM07213	2008	NA				47,7		
2833547-2008	gnpis.lot:'EM07213'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNzIxMw==	EM07213	EM07213	2008	NA	81					
2833547-2008	gnpis.lot:'EM07213'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNzIxMw==	EM07213	EM07213	2008	NA		134				
