observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	ht	rj	prec	r	rdt	ps
2858986-2011	gnpis.lot:'AO11001'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzcyUkxGUQ==	AO11001	37243	2011	NA						
2858986-2011	gnpis.lot:'AO11001'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzcyUkxGUQ==	AO11001	37243	2011	NA						
2858986-2011	gnpis.lot:'AO11001'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzcyUkxGUQ==	AO11001	37243	2011	NA						
2858986-2011	gnpis.lot:'AO11001'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzcyUkxGUQ==	AO11001	37243	2011	NA		1,5				
2858957-2011	gnpis.lot:'EM10200'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pTV0xNSw==	EM10200	EM10200	2011	NA				102,6		
2858957-2011	gnpis.lot:'EM10200'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pTV0xNSw==	EM10200	EM10200	2011	NA					85,6	
2858957-2011	gnpis.lot:'EM10200'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pTV0xNSw==	EM10200	EM10200	2011	NA	90					
2858957-2011	gnpis.lot:'EM10200'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pTV0xNSw==	EM10200	EM10200	2011	NA			134			
2858957-2011	gnpis.lot:'EM10200'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pTV0xNSw==	EM10200	EM10200	2011	NA						77,1
2858957-2011	gnpis.lot:'EM10200'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pTV0xNSw==	EM10200	EM10200	2011	NA						
