observationLevels[REPLICATION]	observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	rdt
1	2858818-2011	gnpis.lot:'EM10207'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pSWVFVVw==	EM10207	EM10207	2011	NA	62,66
1	2858846-2011	gnpis.lot:'DI11001'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzY1TE5VSg==	DI11001	DI11001	2011	NA	79,21
2	2858911-2011	gnpis.lot:'AO11002'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lZSVNQTA==	AO11002	37244	2011	NA	85,47
1	2858916-2011	gnpis.lot:'CF10016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dFSkdXMw==	CF10016	CF10016	2011	NA	83,27
2	2858859-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA	77,7
2	2858833-2011	gnpis.lot:'DI11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FSVkVMOA==	DI11004	DI11004	2011	NA	84,84
1	2858906-2011	gnpis.lot:'RE10049'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hGQU83Uw==	RE10049	RE10049	2011	NA	78,96
1	2858850-2011	gnpis.lot:'AO11006'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lBUEpCTg==	AO11006	AO11006	2011	NA	85,72
1	2858860-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA	86,21
1	2858882-2011	gnpis.lot:'EM10241'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FLT0RRSg==	EM10241	EM10241	2011	NA	70,93
1	2858794-2011	gnpis.lot:'Bermude'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1cxTlNaWA==	BERMUDE	29852	2011	NA	80,33
2	2858779-2011	gnpis.lot:'Barok'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ozTU5ZRg==	BAROK	32101	2011	NA	74,69
2	2858835-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA	77,45
2	2858873-2011	gnpis.lot:'CF10039'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzREU0dZNA==	CF10039	CF10039	2011	NA	80,36
1	2858820-2011	gnpis.lot:'EM10207'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pSWVFVVw==	EM10207	EM10207	2011	NA	68,66
2	2858869-2011	gnpis.lot:'Altigo'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZDWUJHTQ==	ALTIGO	29843	2011	NA	89,07
1	2858786-2011	gnpis.lot:'CF10044'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZBTEk2Tg==	CF10044	CF10044	2011	NA	78,33
2	2858803-2011	gnpis.lot:'CF10004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0k5VUFINg==	CF10004	CF10004	2011	NA	66,67
2	2858843-2011	gnpis.lot:'DI11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01HWENURg==	DI11003	DI11003	2011	NA	75,57
2	2858875-2011	gnpis.lot:'AO11001'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzcyUkxGUQ==	AO11001	37243	2011	NA	85,1
1	2858902-2011	gnpis.lot:'CF10011'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lGU0hBOA==	CF10011	CF10011	2011	NA	75,57
1	2858926-2011	gnpis.lot:'RE10042'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVBUE9IQw==	RE10042	37832	2011	NA	79,33
2	2858787-2011	gnpis.lot:'CF10044'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZBTEk2Tg==	CF10044	CF10044	2011	NA	74,07
