observationLevels[REPLICATION]	observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	prot	rdt
2	2791546-2003	gnpis.lot:'RE02009'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjAwOQ==	RE02009	RE02009	2003	NA		70,7
2	2791546-2003	gnpis.lot:'RE02009'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjAwOQ==	RE02009	RE02009	2003	NA	9,72	
2	2791578-2003	gnpis.lot:'DI03026'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNg==	DI03026	DI03026	2003	NA		76,53
2	2791578-2003	gnpis.lot:'DI03026'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNg==	DI03026	DI03026	2003	NA	10,28	
1	2791607-2003	gnpis.lot:'CF01108'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMTEwOA==	CF01108	CF01108	2003	NA		102,17
1	2791607-2003	gnpis.lot:'CF01108'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwMTEwOA==	CF01108	CF01108	2003	NA	13,2	
2	2791486-2003	gnpis.lot:'DI03019'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAxOQ==	DI03019	DI03019	2003	NA		72,05
2	2791486-2003	gnpis.lot:'DI03019'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAxOQ==	DI03019	DI03019	2003	NA	10,91	
2	2791558-2003	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2003	NA		67,6
2	2791558-2003	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2003	NA	10,55	
2	2791610-2003	gnpis.lot:'EM02147'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE0Nw==	EM02147	EM02147	2003	NA		76,03
2	2791610-2003	gnpis.lot:'EM02147'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE0Nw==	EM02147	EM02147	2003	NA	10,51	
1	2791659-2003	gnpis.lot:'CF02283'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VRR0VKWA==	CF02283	24599	2003	NA		94,43
1	2791659-2003	gnpis.lot:'CF02283'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VRR0VKWA==	CF02283	24599	2003	NA	11,78	
2	2791506-2003	gnpis.lot:'RE02113'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExMw==	RE02113	RE02113	2003	NA		82,3
2	2791506-2003	gnpis.lot:'RE02113'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExMw==	RE02113	RE02113	2003	NA	10,14	
1	2791507-2003	gnpis.lot:'RE02113'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExMw==	RE02113	RE02113	2003	NA		101,99
1	2791507-2003	gnpis.lot:'RE02113'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExMw==	RE02113	RE02113	2003	NA	12,5	
2	2791586-2003	gnpis.lot:'RE02016'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjAxNg==	RE02016	RE02016	2003	NA		81,71
2	2791586-2003	gnpis.lot:'RE02016'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjAxNg==	RE02016	RE02016	2003	NA	8,64	
1	2791609-2003	gnpis.lot:'EM02147'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE0Nw==	EM02147	EM02147	2003	NA		73,05
1	2791609-2003	gnpis.lot:'EM02147'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE0Nw==	EM02147	EM02147	2003	NA	10,9	
2	2791644-2003	gnpis.lot:'EM02157'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1Nw==	EM02157	EM02157	2003	NA		89,21
2	2791644-2003	gnpis.lot:'EM02157'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1Nw==	EM02157	EM02157	2003	NA	12,31	
1	2791655-2003	gnpis.lot:'SOISSONS'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pSTU5PMg==	SOISSONS	6607	2003	NA		88,87
1	2791655-2003	gnpis.lot:'SOISSONS'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1pSTU5PMg==	SOISSONS	6607	2003	NA	12,67	
1	2791559-2003	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2003	NA		94,36
1	2791559-2003	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2003	NA	12,43	
1	2791537-2003	gnpis.lot:'EM02159'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OQ==	EM02159	EM02159	2003	NA		79,1
1	2791537-2003	gnpis.lot:'EM02159'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE1OQ==	EM02159	EM02159	2003	NA	9,57	
1	2791639-2003	gnpis.lot:'EM02164'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE2NA==	EM02164	EM02164	2003	NA		95,3
1	2791639-2003	gnpis.lot:'EM02164'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjE2NA==	EM02164	EM02164	2003	NA	12,32	
1	2791531-2003	gnpis.lot:'RE02116'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExNg==	RE02116	RE02116	2003	NA		107,92
1	2791531-2003	gnpis.lot:'RE02116'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjExNg==	RE02116	RE02116	2003	NA	12,5	
1	2791579-2003	gnpis.lot:'DI03026'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNg==	DI03026	DI03026	2003	NA		101,14
1	2791579-2003	gnpis.lot:'DI03026'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwMzAyNg==	DI03026	DI03026	2003	NA	12,27	
2	2791650-2003	gnpis.lot:'EM02201'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjIwMQ==	EM02201	EM02201	2003	NA		85,55
2	2791650-2003	gnpis.lot:'EM02201'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wMjIwMQ==	EM02201	EM02201	2003	NA	10,4	
1	2791617-2003	gnpis.lot:'EM02209'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDTDk2Rw==	EM02209	24589	2003	NA		74,79
1	2791617-2003	gnpis.lot:'EM02209'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDTDk2Rw==	EM02209	24589	2003	NA	10,57	
1	2791501-2003	gnpis.lot:'RE02084'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwMjA4NA==	RE02084	RE02084	2003	NA		68,91
