observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	ht	rj	prec	r	rdt	ps
2887681-2014	gnpis.lot:'RE13107'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VNNEtDWg==	RE13107	RE13107	2014	NA				114,4		
2887681-2014	gnpis.lot:'RE13107'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VNNEtDWg==	RE13107	RE13107	2014	NA					89,2	
2887681-2014	gnpis.lot:'RE13107'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VNNEtDWg==	RE13107	RE13107	2014	NA	98					
2887681-2014	gnpis.lot:'RE13107'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VNNEtDWg==	RE13107	RE13107	2014	NA			140			
2887681-2014	gnpis.lot:'RE13107'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VNNEtDWg==	RE13107	RE13107	2014	NA						78,2
2887681-2014	gnpis.lot:'RE13107'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0VNNEtDWg==	RE13107	RE13107	2014	NA		3,5				
2887706-2014	gnpis.lot:'Rubisko'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hTQzVONw==	RUBISKO	36680	2014	NA				111,8		
2887706-2014	gnpis.lot:'Rubisko'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hTQzVONw==	RUBISKO	36680	2014	NA					87,2	
2887706-2014	gnpis.lot:'Rubisko'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hTQzVONw==	RUBISKO	36680	2014	NA	92					
2887706-2014	gnpis.lot:'Rubisko'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hTQzVONw==	RUBISKO	36680	2014	NA			132			
2887706-2014	gnpis.lot:'Rubisko'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hTQzVONw==	RUBISKO	36680	2014	NA						76,4
2887706-2014	gnpis.lot:'Rubisko'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hTQzVONw==	RUBISKO	36680	2014	NA		1,5				
2887709-2014	gnpis.lot:'AO14028'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZNWFY0QQ==	AO14028	AO14028	2014	NA				110,2		
2887709-2014	gnpis.lot:'AO14028'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZNWFY0QQ==	AO14028	AO14028	2014	NA					86	
2887709-2014	gnpis.lot:'AO14028'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZNWFY0QQ==	AO14028	AO14028	2014	NA	100					
2887709-2014	gnpis.lot:'AO14028'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZNWFY0QQ==	AO14028	AO14028	2014	NA			134			
2887709-2014	gnpis.lot:'AO14028'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZNWFY0QQ==	AO14028	AO14028	2014	NA						78,2
2887709-2014	gnpis.lot:'AO14028'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0ZNWFY0QQ==	AO14028	AO14028	2014	NA		1				
2887695-2014	gnpis.lot:'AO14024'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kzV0IzUA==	AO14024	AO14024	2014	NA				77,6		
2887695-2014	gnpis.lot:'AO14024'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kzV0IzUA==	AO14024	AO14024	2014	NA					60,5	
2887695-2014	gnpis.lot:'AO14024'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kzV0IzUA==	AO14024	AO14024	2014	NA	88					
2887695-2014	gnpis.lot:'AO14024'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kzV0IzUA==	AO14024	AO14024	2014	NA			143			
2887695-2014	gnpis.lot:'AO14024'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kzV0IzUA==	AO14024	AO14024	2014	NA						76,8
2887695-2014	gnpis.lot:'AO14024'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kzV0IzUA==	AO14024	AO14024	2014	NA		7,5				
