observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	vr	rb	ht	oid	rj	prec	r	rdt	ps
2826483-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA						132,5			
2826483-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA									70,4
2826483-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA	1								
2826483-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA									
2826483-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA									
2826483-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA									
2826484-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA							90,7		
2826484-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA								38,2	
2826484-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA			100						
2826484-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA						137,5			
2826484-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA									66,2
2826484-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA	2,5								
2826484-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA				1					
2826484-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA		2							
2826484-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA					7,5				
2826478-2007	gnpis.lot:'CF06235'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIzNQ==	CF06235	CF06235	2007	NA							126		
2826478-2007	gnpis.lot:'CF06235'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIzNQ==	CF06235	CF06235	2007	NA								53	
2826478-2007	gnpis.lot:'CF06235'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIzNQ==	CF06235	CF06235	2007	NA			87,5						
2826478-2007	gnpis.lot:'CF06235'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIzNQ==	CF06235	CF06235	2007	NA						132,5			
2826478-2007	gnpis.lot:'CF06235'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIzNQ==	CF06235	CF06235	2007	NA									62,8
2826478-2007	gnpis.lot:'CF06235'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIzNQ==	CF06235	CF06235	2007	NA	6,5								
2826478-2007	gnpis.lot:'CF06235'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIzNQ==	CF06235	CF06235	2007	NA				1					
2826478-2007	gnpis.lot:'CF06235'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIzNQ==	CF06235	CF06235	2007	NA		3,5							
2826478-2007	gnpis.lot:'CF06235'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIzNQ==	CF06235	CF06235	2007	NA					1				
2826417-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA							100,1		
2826417-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA								91,4	
2826417-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA			90						
2826417-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA						132			
2826417-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA									74,4
2826417-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA	5								
2826417-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA									
2826417-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA									
2826417-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA									
2826460-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA							179,2		
2826460-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA								75,4	
2826460-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA			77,5						
2826460-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA						119			
2826460-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA									67,6
2826460-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA	1,5								
2826460-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA				1,5					
2826460-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA		1							
2826460-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA					7				
2826428-2007	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2007	NA							88,3		
2826428-2007	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2007	NA								37,2	
2826428-2007	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2007	NA			67,5						
2826428-2007	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2007	NA						122,5			
2826428-2007	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2007	NA									61,8
2826428-2007	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2007	NA	2								
2826428-2007	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2007	NA				2					
2826428-2007	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2007	NA		8,5							
2826428-2007	gnpis.lot:'Apache'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1Y4V1JIWQ==	APACHE	13481	2007	NA					1				
2826405-2007	gnpis.lot:'DI07021'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJVUtYRQ==	DI07021	36784	2007	NA							105,1		
2826405-2007	gnpis.lot:'DI07021'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJVUtYRQ==	DI07021	36784	2007	NA								95,9	
2826405-2007	gnpis.lot:'DI07021'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJVUtYRQ==	DI07021	36784	2007	NA			82,5						
2826405-2007	gnpis.lot:'DI07021'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJVUtYRQ==	DI07021	36784	2007	NA						130,5			
2826405-2007	gnpis.lot:'DI07021'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJVUtYRQ==	DI07021	36784	2007	NA									71,5
2826405-2007	gnpis.lot:'DI07021'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJVUtYRQ==	DI07021	36784	2007	NA	1,5								
2826405-2007	gnpis.lot:'DI07021'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJVUtYRQ==	DI07021	36784	2007	NA									
2826405-2007	gnpis.lot:'DI07021'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJVUtYRQ==	DI07021	36784	2007	NA									
2826405-2007	gnpis.lot:'DI07021'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0hJVUtYRQ==	DI07021	36784	2007	NA									
2826468-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA							136,4		
2826468-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA								57,4	
2826468-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA			85						
2826468-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA						127			
2826468-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA									60,1
2826468-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA	1								
2826468-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA				1					
2826468-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA		6							
2826468-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA					1				
2826424-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA							131,2		
2826424-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA								55,2	
2826424-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA			85						
2826424-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA						131			
2826424-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA									65,3
2826424-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA	4,5								
2826424-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA				1					
2826424-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA		5							
2826424-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA					1				
2826432-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA							109,9		
2826432-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA								46,3	
2826432-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA			110						
2826432-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA						132			
2826432-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA									70,2
2826432-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA	5,5								
2826432-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA				4					
2826432-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA		4							
2826432-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA					5				
2826475-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA							88,5		
2826475-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA								80,8	
2826475-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA			85						
2826475-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA						131,5			
2826475-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA									74,2
2826475-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA	1								
2826475-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA									
2826475-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA									
2826475-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA									
2826481-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA							95,6		
2826481-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA								87,2	
2826481-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA			82,5						
2826481-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA						132			
2826481-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA									70,9
2826481-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA	1								
2826481-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA									
2826481-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA									
2826481-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA									
2826419-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA							86		
2826419-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA								78,5	
2826419-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA			75						
2826419-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA						124,5			
2826419-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA									66,8
2826419-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA	8								
2826419-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA									
2826419-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA									
2826419-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA									
2826421-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA							98,8		
2826421-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA								90,2	
2826421-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA			92,5						
2826421-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA						132			
2826421-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA									77,4
2826421-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA	2								
2826421-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA									
2826421-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA									
2826421-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA									
