observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	vr	rb	ht	oid	rj	prec	r	rdt	ps
2826442-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA							125,7		
2826442-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA								52,9	
2826442-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA			72,5						
2826442-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA						123			
2826442-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA									58,6
2826442-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA	4								
2826442-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA				1,5					
2826442-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA		6,5							
2826442-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA					1				
2826457-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA							98		
2826457-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA								89,5	
2826457-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA			90						
2826457-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA						130,5			
2826457-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA									67,6
2826457-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA	1								
2826457-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA									
2826457-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA									
2826457-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA									
2826465-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA							103,5		
2826465-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA								94,5	
2826465-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA			87,5						
2826465-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA						133,5			
2826465-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA									75,2
2826465-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA	1								
2826465-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA									
2826465-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA									
2826465-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA									
2826467-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA							96,6		
2826467-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA								88,2	
2826467-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA			80						
2826467-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA						120			
2826467-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA									68,9
2826467-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA	5								
2826467-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA									
2826467-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA									
2826467-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA									
2826476-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA							124,1		
2826476-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA								52,2	
2826476-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA			95						
2826476-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA						128,5			
2826476-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA									62,6
2826476-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA	8,5								
2826476-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA				3					
2826476-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA		2							
2826476-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA					5,5				
2826423-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA							88,9		
2826423-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA								81,2	
2826423-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA			85						
2826423-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA						134			
2826423-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA									70,6
2826423-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA	1								
2826423-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA									
2826423-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA									
2826423-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA									
2826446-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA							97,7		
2826446-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA								41,1	
2826446-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA			85						
2826446-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA						129			
2826446-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA									59,6
2826446-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA	8								
2826446-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA				1					
2826446-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA		2,5							
2826446-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA					7				
2826414-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA							118,6		
2826414-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA								49,9	
2826414-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA			82,5						
2826414-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA						122,5			
2826414-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA									61,3
2826414-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA	3,5								
2826414-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA				1					
2826414-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA		8,5							
2826414-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA					1				
2826409-2007	gnpis.lot:'RE06134'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s2UldKSw==	RE06134	35315	2007	NA							100,9		
2826409-2007	gnpis.lot:'RE06134'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s2UldKSw==	RE06134	35315	2007	NA								92,2	
2826409-2007	gnpis.lot:'RE06134'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s2UldKSw==	RE06134	35315	2007	NA			80						
2826409-2007	gnpis.lot:'RE06134'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s2UldKSw==	RE06134	35315	2007	NA						120			
2826409-2007	gnpis.lot:'RE06134'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s2UldKSw==	RE06134	35315	2007	NA									74,2
2826409-2007	gnpis.lot:'RE06134'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s2UldKSw==	RE06134	35315	2007	NA	2								
2826409-2007	gnpis.lot:'RE06134'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s2UldKSw==	RE06134	35315	2007	NA									
2826409-2007	gnpis.lot:'RE06134'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s2UldKSw==	RE06134	35315	2007	NA									
2826409-2007	gnpis.lot:'RE06134'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s2UldKSw==	RE06134	35315	2007	NA									
2826426-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA							159,2		
2826426-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA								67	
2826426-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA			77,5						
2826426-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA						120,5			
2826426-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA									63,6
2826426-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA	1								
2826426-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA				1,5					
2826426-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA		8							
2826426-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA					1				
2826445-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA							102,4		
2826445-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA								93,5	
2826445-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA			92,5						
2826445-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA						130,5			
2826445-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA									77,3
2826445-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA	2								
2826445-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA									
2826445-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA									
2826445-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA									
2826449-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA							93,4		
2826449-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA								85,3	
2826449-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA			85						
2826449-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA						132			
2826449-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA									71,8
2826449-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA	1								
2826449-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA									
2826449-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA									
2826449-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA									
2826451-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA							90,9		
2826451-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA								83	
2826451-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA			80						
2826451-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA						128			
2826451-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA									68,6
2826451-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA	3								
2826451-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA									
2826451-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA									
2826451-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA									
2826454-2007	gnpis.lot:'RE06109'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwOQ==	RE06109	RE06109	2007	NA							116		
2826454-2007	gnpis.lot:'RE06109'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwOQ==	RE06109	RE06109	2007	NA								48,8	
2826454-2007	gnpis.lot:'RE06109'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwOQ==	RE06109	RE06109	2007	NA			82,5						
2826454-2007	gnpis.lot:'RE06109'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwOQ==	RE06109	RE06109	2007	NA						130			
2826454-2007	gnpis.lot:'RE06109'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwOQ==	RE06109	RE06109	2007	NA									57,7
2826454-2007	gnpis.lot:'RE06109'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwOQ==	RE06109	RE06109	2007	NA	2								
2826454-2007	gnpis.lot:'RE06109'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwOQ==	RE06109	RE06109	2007	NA				1					
2826454-2007	gnpis.lot:'RE06109'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwOQ==	RE06109	RE06109	2007	NA		3							
2826454-2007	gnpis.lot:'RE06109'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwOQ==	RE06109	RE06109	2007	NA					3				
2826443-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA							100,8		
2826443-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA								92,1	
2826443-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA			77,5						
2826443-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA						124			
2826443-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA									71,9
2826443-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA	2,5								
2826443-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA									
2826443-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA									
2826443-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA									
2826436-2007	gnpis.lot:'DI07017'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxNw==	DI07017	DI07017	2007	NA							136		
2826436-2007	gnpis.lot:'DI07017'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxNw==	DI07017	DI07017	2007	NA								57,3	
2826436-2007	gnpis.lot:'DI07017'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxNw==	DI07017	DI07017	2007	NA			92,5						
2826436-2007	gnpis.lot:'DI07017'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxNw==	DI07017	DI07017	2007	NA						129			
2826436-2007	gnpis.lot:'DI07017'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxNw==	DI07017	DI07017	2007	NA									61,8
2826436-2007	gnpis.lot:'DI07017'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxNw==	DI07017	DI07017	2007	NA	2								
2826436-2007	gnpis.lot:'DI07017'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxNw==	DI07017	DI07017	2007	NA				1,5					
2826436-2007	gnpis.lot:'DI07017'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxNw==	DI07017	DI07017	2007	NA		6							
2826436-2007	gnpis.lot:'DI07017'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxNw==	DI07017	DI07017	2007	NA					1				
2826435-2007	gnpis.lot:'DI07016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBERURBVQ==	DI07016	36782	2007	NA							96,8		
2826435-2007	gnpis.lot:'DI07016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBERURBVQ==	DI07016	36782	2007	NA								88,4	
2826435-2007	gnpis.lot:'DI07016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBERURBVQ==	DI07016	36782	2007	NA			75						
2826435-2007	gnpis.lot:'DI07016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBERURBVQ==	DI07016	36782	2007	NA						135			
2826435-2007	gnpis.lot:'DI07016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBERURBVQ==	DI07016	36782	2007	NA									74,8
2826435-2007	gnpis.lot:'DI07016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBERURBVQ==	DI07016	36782	2007	NA	1								
2826435-2007	gnpis.lot:'DI07016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBERURBVQ==	DI07016	36782	2007	NA									
2826435-2007	gnpis.lot:'DI07016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBERURBVQ==	DI07016	36782	2007	NA									
2826435-2007	gnpis.lot:'DI07016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBERURBVQ==	DI07016	36782	2007	NA									
2826483-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA							88,4		
2826483-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA								80,7	
2826483-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA			80						
