observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	solution_air_pressure	solution_name	phenovation_raw_image	solution_volume	2DVIS
P_9451	NA	NA	NA	Zea_VIB_RIL_8W_EP17_41___954	RIL_8W_EP17_41	954	NA	2012-07-01T10:00:00Z	2.84				
P_9451	NA	NA	NA	Zea_VIB_RIL_8W_EP17_41___954	RIL_8W_EP17_41	954	NA	2012-07-01T10:00:00Z		117.02			
P_9451	NA	NA	NA	Zea_VIB_RIL_8W_EP17_41___954	RIL_8W_EP17_41	954	NA	2012-07-01T10:00:00Z				54.59	
P_9452	NA	NA	NA	Zea_VIB_RIL_8W_EP17_43___955	RIL_8W_EP17_43	955	NA	2012-07-01T10:00:00Z			74.09		
P_9452	NA	NA	NA	Zea_VIB_RIL_8W_EP17_43___955	RIL_8W_EP17_43	955	NA	2012-07-01T10:00:00Z	7.74				
P_9452	NA	NA	NA	Zea_VIB_RIL_8W_EP17_43___955	RIL_8W_EP17_43	955	NA	2012-07-01T10:00:00Z		141.55			
P_9452	NA	NA	NA	Zea_VIB_RIL_8W_EP17_43___955	RIL_8W_EP17_43	955	NA	2012-07-01T10:00:00Z				65.21	
P_9453	NA	NA	NA	Zea_VIB_RIL_8W_EP17_44___956	RIL_8W_EP17_44	956	NA	2012-07-01T10:00:00Z			76.10		
P_9453	NA	NA	NA	Zea_VIB_RIL_8W_EP17_44___956	RIL_8W_EP17_44	956	NA	2012-07-01T10:00:00Z	5.67				
P_9453	NA	NA	NA	Zea_VIB_RIL_8W_EP17_44___956	RIL_8W_EP17_44	956	NA	2012-07-01T10:00:00Z		152.22			
P_9453	NA	NA	NA	Zea_VIB_RIL_8W_EP17_44___956	RIL_8W_EP17_44	956	NA	2012-07-01T10:00:00Z				76.28	
P_9454	NA	NA	NA	Zea_VIB_RIL_8W_EP17_51___957	RIL_8W_EP17_51	957	NA	2012-07-01T10:00:00Z			73.67		
P_9454	NA	NA	NA	Zea_VIB_RIL_8W_EP17_51___957	RIL_8W_EP17_51	957	NA	2012-07-01T10:00:00Z	6.32				
P_9454	NA	NA	NA	Zea_VIB_RIL_8W_EP17_51___957	RIL_8W_EP17_51	957	NA	2012-07-01T10:00:00Z		116.90			
P_9454	NA	NA	NA	Zea_VIB_RIL_8W_EP17_51___957	RIL_8W_EP17_51	957	NA	2012-07-01T10:00:00Z				60.76	
P_9455	NA	NA	NA	Zea_VIB_RIL_8W_EP17_54___958	RIL_8W_EP17_54	958	NA	2012-07-01T10:00:00Z			78.12		
P_9455	NA	NA	NA	Zea_VIB_RIL_8W_EP17_54___958	RIL_8W_EP17_54	958	NA	2012-07-01T10:00:00Z	6.82				
P_9455	NA	NA	NA	Zea_VIB_RIL_8W_EP17_54___958	RIL_8W_EP17_54	958	NA	2012-07-01T10:00:00Z		160.19			
P_9455	NA	NA	NA	Zea_VIB_RIL_8W_EP17_54___958	RIL_8W_EP17_54	958	NA	2012-07-01T10:00:00Z				62.61	
P_9456	NA	NA	NA	Zea_VIB_RIL_8W_EP17_56___959	RIL_8W_EP17_56	959	NA	2012-07-01T10:00:00Z			77.79		
P_9456	NA	NA	NA	Zea_VIB_RIL_8W_EP17_56___959	RIL_8W_EP17_56	959	NA	2012-07-01T10:00:00Z	10.62				
P_9456	NA	NA	NA	Zea_VIB_RIL_8W_EP17_56___959	RIL_8W_EP17_56	959	NA	2012-07-01T10:00:00Z		191.13			
P_9456	NA	NA	NA	Zea_VIB_RIL_8W_EP17_56___959	RIL_8W_EP17_56	959	NA	2012-07-01T10:00:00Z				84.28	
P_9457	NA	NA	NA	Zea_VIB_RIL_8W_EP17_59___960	RIL_8W_EP17_59	960	NA	2012-07-01T10:00:00Z			72.54		
P_9457	NA	NA	NA	Zea_VIB_RIL_8W_EP17_59___960	RIL_8W_EP17_59	960	NA	2012-07-01T10:00:00Z	4.04				
P_9457	NA	NA	NA	Zea_VIB_RIL_8W_EP17_59___960	RIL_8W_EP17_59	960	NA	2012-07-01T10:00:00Z		155.36			
P_9457	NA	NA	NA	Zea_VIB_RIL_8W_EP17_59___960	RIL_8W_EP17_59	960	NA	2012-07-01T10:00:00Z				60.72	
P_9458	NA	NA	NA	Zea_VIB_RIL_8W_84RIL8way___185	RIL_8W_84 RIL 8-way 	185	NA	2012-07-01T10:00:00Z			69.92		
P_9458	NA	NA	NA	Zea_VIB_RIL_8W_84RIL8way___185	RIL_8W_84 RIL 8-way 	185	NA	2012-07-01T10:00:00Z	7.81				
P_9458	NA	NA	NA	Zea_VIB_RIL_8W_84RIL8way___185	RIL_8W_84 RIL 8-way 	185	NA	2012-07-01T10:00:00Z		138.13			
P_9458	NA	NA	NA	Zea_VIB_RIL_8W_84RIL8way___185	RIL_8W_84 RIL 8-way 	185	NA	2012-07-01T10:00:00Z				81.61	
P_9459	NA	NA	NA	Zea_VIB_RIL_8W_EP17_60___961	RIL_8W_EP17_60	961	NA	2012-07-01T10:00:00Z			73.15		
P_9459	NA	NA	NA	Zea_VIB_RIL_8W_EP17_60___961	RIL_8W_EP17_60	961	NA	2012-07-01T10:00:00Z	6.77				
P_9459	NA	NA	NA	Zea_VIB_RIL_8W_EP17_60___961	RIL_8W_EP17_60	961	NA	2012-07-01T10:00:00Z		179.34			
P_9459	NA	NA	NA	Zea_VIB_RIL_8W_EP17_60___961	RIL_8W_EP17_60	961	NA	2012-07-01T10:00:00Z				87.09	
P_9460	NA	NA	NA	Zea_VIB_RIL_8W_EP17_62___962	RIL_8W_EP17_62	962	NA	2012-07-01T10:00:00Z			73.87		
P_9460	NA	NA	NA	Zea_VIB_RIL_8W_EP17_62___962	RIL_8W_EP17_62	962	NA	2012-07-01T10:00:00Z	7.09				
P_9460	NA	NA	NA	Zea_VIB_RIL_8W_EP17_62___962	RIL_8W_EP17_62	962	NA	2012-07-01T10:00:00Z		169.52			
P_9460	NA	NA	NA	Zea_VIB_RIL_8W_EP17_62___962	RIL_8W_EP17_62	962	NA	2012-07-01T10:00:00Z				83.50	
P_9461	NA	NA	NA	Zea_VIB_RIL_8W_EP17_65___963	RIL_8W_EP17_65	963	NA	2012-07-01T10:00:00Z			74.33		
P_9461	NA	NA	NA	Zea_VIB_RIL_8W_EP17_65___963	RIL_8W_EP17_65	963	NA	2012-07-01T10:00:00Z	8.05				
P_9461	NA	NA	NA	Zea_VIB_RIL_8W_EP17_65___963	RIL_8W_EP17_65	963	NA	2012-07-01T10:00:00Z		201.60			
P_9461	NA	NA	NA	Zea_VIB_RIL_8W_EP17_65___963	RIL_8W_EP17_65	963	NA	2012-07-01T10:00:00Z				111.76	
P_9462	NA	NA	NA	Zea_VIB_RIL_8W_EP17_7___964	RIL_8W_EP17_7	964	NA	2012-07-01T10:00:00Z			75.36		
P_9462	NA	NA	NA	Zea_VIB_RIL_8W_EP17_7___964	RIL_8W_EP17_7	964	NA	2012-07-01T10:00:00Z	6.13				
P_9462	NA	NA	NA	Zea_VIB_RIL_8W_EP17_7___964	RIL_8W_EP17_7	964	NA	2012-07-01T10:00:00Z		138.13			
P_9462	NA	NA	NA	Zea_VIB_RIL_8W_EP17_7___964	RIL_8W_EP17_7	964	NA	2012-07-01T10:00:00Z				57.85	
P_9463	NA	NA	NA	Zea_VIB_RIL_8W_EP18_10___965	RIL_8W_EP18_10	965	NA	2012-07-01T10:00:00Z			72.75		
P_9463	NA	NA	NA	Zea_VIB_RIL_8W_EP18_10___965	RIL_8W_EP18_10	965	NA	2012-07-01T10:00:00Z	3.74				
P_9463	NA	NA	NA	Zea_VIB_RIL_8W_EP18_10___965	RIL_8W_EP18_10	965	NA	2012-07-01T10:00:00Z		123.03			
P_9463	NA	NA	NA	Zea_VIB_RIL_8W_EP18_10___965	RIL_8W_EP18_10	965	NA	2012-07-01T10:00:00Z				65.93	
P_9464	NA	NA	NA	Zea_VIB_RIL_8W_EP18_2___966	RIL_8W_EP18_2	966	NA	2012-07-01T10:00:00Z			72.16		
P_9464	NA	NA	NA	Zea_VIB_RIL_8W_EP18_2___966	RIL_8W_EP18_2	966	NA	2012-07-01T10:00:00Z	7.57				
P_9464	NA	NA	NA	Zea_VIB_RIL_8W_EP18_2___966	RIL_8W_EP18_2	966	NA	2012-07-01T10:00:00Z		187.32			
P_9464	NA	NA	NA	Zea_VIB_RIL_8W_EP18_2___966	RIL_8W_EP18_2	966	NA	2012-07-01T10:00:00Z				93.88	
P_9465	NA	NA	NA	Zea_VIB_RIL_8W_EP18_22___967	RIL_8W_EP18_22	967	NA	2012-07-01T10:00:00Z			72.03		
P_9465	NA	NA	NA	Zea_VIB_RIL_8W_EP18_22___967	RIL_8W_EP18_22	967	NA	2012-07-01T10:00:00Z	7.38				
P_9465	NA	NA	NA	Zea_VIB_RIL_8W_EP18_22___967	RIL_8W_EP18_22	967	NA	2012-07-01T10:00:00Z		136.82			
P_9465	NA	NA	NA	Zea_VIB_RIL_8W_EP18_22___967	RIL_8W_EP18_22	967	NA	2012-07-01T10:00:00Z				77.91	
P_9466	NA	NA	NA	Zea_VIB_RIL_8W_EP18_24___968	RIL_8W_EP18_24	968	NA	2012-07-01T10:00:00Z			81.50		
P_9466	NA	NA	NA	Zea_VIB_RIL_8W_EP18_24___968	RIL_8W_EP18_24	968	NA	2012-07-01T10:00:00Z	4.80				
P_9466	NA	NA	NA	Zea_VIB_RIL_8W_EP18_24___968	RIL_8W_EP18_24	968	NA	2012-07-01T10:00:00Z		165.81			
P_9466	NA	NA	NA	Zea_VIB_RIL_8W_EP18_24___968	RIL_8W_EP18_24	968	NA	2012-07-01T10:00:00Z				92.98	
P_9467	NA	NA	NA	Zea_VIB_RIL_8W_85RIL8way___190	RIL_8W_85 RIL 8-way 	190	NA	2012-07-01T10:00:00Z			70.30		
P_9467	NA	NA	NA	Zea_VIB_RIL_8W_85RIL8way___190	RIL_8W_85 RIL 8-way 	190	NA	2012-07-01T10:00:00Z	7.39				
P_9467	NA	NA	NA	Zea_VIB_RIL_8W_85RIL8way___190	RIL_8W_85 RIL 8-way 	190	NA	2012-07-01T10:00:00Z		165.77			
P_9467	NA	NA	NA	Zea_VIB_RIL_8W_85RIL8way___190	RIL_8W_85 RIL 8-way 	190	NA	2012-07-01T10:00:00Z				79.35	
P_9468	NA	NA	NA	Zea_VIB_RIL_8W_5RIL8way___111	RIL_8W_5 RIL 8-way 	111	NA	2012-07-01T10:00:00Z			78.38		
P_9468	NA	NA	NA	Zea_VIB_RIL_8W_5RIL8way___111	RIL_8W_5 RIL 8-way 	111	NA	2012-07-01T10:00:00Z	8.59				
P_9468	NA	NA	NA	Zea_VIB_RIL_8W_5RIL8way___111	RIL_8W_5 RIL 8-way 	111	NA	2012-07-01T10:00:00Z		197.56			
P_9468	NA	NA	NA	Zea_VIB_RIL_8W_5RIL8way___111	RIL_8W_5 RIL 8-way 	111	NA	2012-07-01T10:00:00Z				93.20	
P_9469	NA	NA	NA	Zea_VIB_RIL_8W_42RIL8way___148	RIL_8W_42 RIL 8-way 	148	NA	2012-07-01T10:00:00Z			74.88		
P_9469	NA	NA	NA	Zea_VIB_RIL_8W_42RIL8way___148	RIL_8W_42 RIL 8-way 	148	NA	2012-07-01T10:00:00Z	10.75				
P_9469	NA	NA	NA	Zea_VIB_RIL_8W_42RIL8way___148	RIL_8W_42 RIL 8-way 	148	NA	2012-07-01T10:00:00Z		219.92			
P_9469	NA	NA	NA	Zea_VIB_RIL_8W_42RIL8way___148	RIL_8W_42 RIL 8-way 	148	NA	2012-07-01T10:00:00Z				112.10	
P_9470	NA	NA	NA	Zea_VIB_RIL_8W_EP18_31___969	RIL_8W_EP18_31	969	NA	2012-07-01T10:00:00Z			76.90		
P_9470	NA	NA	NA	Zea_VIB_RIL_8W_EP18_31___969	RIL_8W_EP18_31	969	NA	2012-07-01T10:00:00Z	4.09				
P_9470	NA	NA	NA	Zea_VIB_RIL_8W_EP18_31___969	RIL_8W_EP18_31	969	NA	2012-07-01T10:00:00Z		137.81			
P_9470	NA	NA	NA	Zea_VIB_RIL_8W_EP18_31___969	RIL_8W_EP18_31	969	NA	2012-07-01T10:00:00Z				74.64	
P_9471	NA	NA	NA	Zea_VIB_RIL_8W_EP18_33___970	RIL_8W_EP18_33	970	NA	2012-07-01T10:00:00Z			78.36		
P_9471	NA	NA	NA	Zea_VIB_RIL_8W_EP18_33___970	RIL_8W_EP18_33	970	NA	2012-07-01T10:00:00Z	5.80				
P_9471	NA	NA	NA	Zea_VIB_RIL_8W_EP18_33___970	RIL_8W_EP18_33	970	NA	2012-07-01T10:00:00Z		112.14			
P_9471	NA	NA	NA	Zea_VIB_RIL_8W_EP18_33___970	RIL_8W_EP18_33	970	NA	2012-07-01T10:00:00Z				68.13	
P_9472	NA	NA	NA	Zea_VIB_RIL_8W_EP18_36___971	RIL_8W_EP18_36	971	NA	2012-07-01T10:00:00Z			80.78		
P_9472	NA	NA	NA	Zea_VIB_RIL_8W_EP18_36___971	RIL_8W_EP18_36	971	NA	2012-07-01T10:00:00Z	3.69				
P_9472	NA	NA	NA	Zea_VIB_RIL_8W_EP18_36___971	RIL_8W_EP18_36	971	NA	2012-07-01T10:00:00Z		183.61			
P_9472	NA	NA	NA	Zea_VIB_RIL_8W_EP18_36___971	RIL_8W_EP18_36	971	NA	2012-07-01T10:00:00Z				109.19	
P_9473	NA	NA	NA	Zea_VIB_RIL_8W_EP18_4___972	RIL_8W_EP18_4	972	NA	2012-07-01T10:00:00Z			74.43		
P_9473	NA	NA	NA	Zea_VIB_RIL_8W_EP18_4___972	RIL_8W_EP18_4	972	NA	2012-07-01T10:00:00Z	8.70				
P_9473	NA	NA	NA	Zea_VIB_RIL_8W_EP18_4___972	RIL_8W_EP18_4	972	NA	2012-07-01T10:00:00Z		171.94			
P_9473	NA	NA	NA	Zea_VIB_RIL_8W_EP18_4___972	RIL_8W_EP18_4	972	NA	2012-07-01T10:00:00Z				94.27	
P_9474	NA	NA	NA	Zea_VIB_RIL_8W_EP18_57___973	RIL_8W_EP18_57	973	NA	2012-07-01T10:00:00Z			78.78		
P_9474	NA	NA	NA	Zea_VIB_RIL_8W_EP18_57___973	RIL_8W_EP18_57	973	NA	2012-07-01T10:00:00Z	9.32				
P_9474	NA	NA	NA	Zea_VIB_RIL_8W_EP18_57___973	RIL_8W_EP18_57	973	NA	2012-07-01T10:00:00Z		173.33			
P_9474	NA	NA	NA	Zea_VIB_RIL_8W_EP18_57___973	RIL_8W_EP18_57	973	NA	2012-07-01T10:00:00Z				85.38	
P_9475	NA	NA	NA	Zea_VIB_RIL_8W_EP18_60___974	RIL_8W_EP18_60	974	NA	2012-07-01T10:00:00Z			77.29		
P_9475	NA	NA	NA	Zea_VIB_RIL_8W_EP18_60___974	RIL_8W_EP18_60	974	NA	2012-07-01T10:00:00Z	4.33				
P_9475	NA	NA	NA	Zea_VIB_RIL_8W_EP18_60___974	RIL_8W_EP18_60	974	NA	2012-07-01T10:00:00Z		102.98			
P_9475	NA	NA	NA	Zea_VIB_RIL_8W_EP18_60___974	RIL_8W_EP18_60	974	NA	2012-07-01T10:00:00Z				53.48	
P_9476	NA	NA	NA	Zea_VIB_RIL_8W_EP18_61___975	RIL_8W_EP18_61	975	NA	2012-07-01T10:00:00Z			80.22		
P_9476	NA	NA	NA	Zea_VIB_RIL_8W_EP18_61___975	RIL_8W_EP18_61	975	NA	2012-07-01T10:00:00Z	6.16				
P_9476	NA	NA	NA	Zea_VIB_RIL_8W_EP18_61___975	RIL_8W_EP18_61	975	NA	2012-07-01T10:00:00Z		157.89			
P_9476	NA	NA	NA	Zea_VIB_RIL_8W_EP18_61___975	RIL_8W_EP18_61	975	NA	2012-07-01T10:00:00Z				98.07	
P_9477	NA	NA	NA	Zea_VIB_RIL_8W_86RIL8way___191	RIL_8W_86 RIL 8-way 	191	NA	2012-07-01T10:00:00Z			79.94		
P_9477	NA	NA	NA	Zea_VIB_RIL_8W_86RIL8way___191	RIL_8W_86 RIL 8-way 	191	NA	2012-07-01T10:00:00Z	5.33				
P_9477	NA	NA	NA	Zea_VIB_RIL_8W_86RIL8way___191	RIL_8W_86 RIL 8-way 	191	NA	2012-07-01T10:00:00Z		198.27			
P_9477	NA	NA	NA	Zea_VIB_RIL_8W_86RIL8way___191	RIL_8W_86 RIL 8-way 	191	NA	2012-07-01T10:00:00Z				78.86	
P_9478	NA	NA	NA	Zea_VIB_RIL_8W_EP18_9___976	RIL_8W_EP18_9	976	NA	2012-07-01T10:00:00Z			70.16		
P_9478	NA	NA	NA	Zea_VIB_RIL_8W_EP18_9___976	RIL_8W_EP18_9	976	NA	2012-07-01T10:00:00Z	6.35				
P_9478	NA	NA	NA	Zea_VIB_RIL_8W_EP18_9___976	RIL_8W_EP18_9	976	NA	2012-07-01T10:00:00Z		135.35			
P_9478	NA	NA	NA	Zea_VIB_RIL_8W_EP18_9___976	RIL_8W_EP18_9	976	NA	2012-07-01T10:00:00Z				64.59	
P_9479	NA	NA	NA	Zea_VIB_RIL_8W_EP19_1___977	RIL_8W_EP19_1	977	NA	2012-07-01T10:00:00Z			78.33		
P_9479	NA	NA	NA	Zea_VIB_RIL_8W_EP19_1___977	RIL_8W_EP19_1	977	NA	2012-07-01T10:00:00Z	5.91				
P_9479	NA	NA	NA	Zea_VIB_RIL_8W_EP19_1___977	RIL_8W_EP19_1	977	NA	2012-07-01T10:00:00Z		154.19			
P_9479	NA	NA	NA	Zea_VIB_RIL_8W_EP19_1___977	RIL_8W_EP19_1	977	NA	2012-07-01T10:00:00Z				110.48	
P_9480	NA	NA	NA	Zea_VIB_RIL_8W_EP19_14___978	RIL_8W_EP19_14	978	NA	2012-07-01T10:00:00Z			76.84		
P_9480	NA	NA	NA	Zea_VIB_RIL_8W_EP19_14___978	RIL_8W_EP19_14	978	NA	2012-07-01T10:00:00Z	8.80				
P_9480	NA	NA	NA	Zea_VIB_RIL_8W_EP19_14___978	RIL_8W_EP19_14	978	NA	2012-07-01T10:00:00Z		165.43			
P_9480	NA	NA	NA	Zea_VIB_RIL_8W_EP19_14___978	RIL_8W_EP19_14	978	NA	2012-07-01T10:00:00Z				79.91	
P_9481	NA	NA	NA	Zea_VIB_RIL_8W_EP19_15___979	RIL_8W_EP19_15	979	NA	2012-07-01T10:00:00Z			73.22		
P_9481	NA	NA	NA	Zea_VIB_RIL_8W_EP19_15___979	RIL_8W_EP19_15	979	NA	2012-07-01T10:00:00Z	7.91				
P_9481	NA	NA	NA	Zea_VIB_RIL_8W_EP19_15___979	RIL_8W_EP19_15	979	NA	2012-07-01T10:00:00Z		172.18			
P_9481	NA	NA	NA	Zea_VIB_RIL_8W_EP19_15___979	RIL_8W_EP19_15	979	NA	2012-07-01T10:00:00Z				78.38	
P_9482	NA	NA	NA	Zea_VIB_RIL_8W_EP19_18___980	RIL_8W_EP19_18	980	NA	2012-07-01T10:00:00Z			74.37		
P_9482	NA	NA	NA	Zea_VIB_RIL_8W_EP19_18___980	RIL_8W_EP19_18	980	NA	2012-07-01T10:00:00Z	4.62				
P_9482	NA	NA	NA	Zea_VIB_RIL_8W_EP19_18___980	RIL_8W_EP19_18	980	NA	2012-07-01T10:00:00Z		112.79			
P_9482	NA	NA	NA	Zea_VIB_RIL_8W_EP19_18___980	RIL_8W_EP19_18	980	NA	2012-07-01T10:00:00Z				51.82	
P_9483	NA	NA	NA	Zea_VIB_RIL_8W_EP19_19___981	RIL_8W_EP19_19	981	NA	2012-07-01T10:00:00Z			78.24		
P_9483	NA	NA	NA	Zea_VIB_RIL_8W_EP19_19___981	RIL_8W_EP19_19	981	NA	2012-07-01T10:00:00Z	6.20				
P_9483	NA	NA	NA	Zea_VIB_RIL_8W_EP19_19___981	RIL_8W_EP19_19	981	NA	2012-07-01T10:00:00Z		138.39			
P_9483	NA	NA	NA	Zea_VIB_RIL_8W_EP19_19___981	RIL_8W_EP19_19	981	NA	2012-07-01T10:00:00Z				89.93	
P_9484	NA	NA	NA	Zea_VIB_RIL_8W_EP19_2___982	RIL_8W_EP19_2	982	NA	2012-07-01T10:00:00Z			75.07		
P_9484	NA	NA	NA	Zea_VIB_RIL_8W_EP19_2___982	RIL_8W_EP19_2	982	NA	2012-07-01T10:00:00Z	10.63				
