observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	solution_air_pressure	solution_name	phenovation_raw_image	solution_volume	2DVIS
P_9586	NA	NA	NA	Zea_VIB_RIL_8W_EP25_1___1062	RIL_8W_EP25_1	1062	NA	2012-07-01T10:00:00Z			81.49		
P_9586	NA	NA	NA	Zea_VIB_RIL_8W_EP25_1___1062	RIL_8W_EP25_1	1062	NA	2012-07-01T10:00:00Z	6.96				
P_9586	NA	NA	NA	Zea_VIB_RIL_8W_EP25_1___1062	RIL_8W_EP25_1	1062	NA	2012-07-01T10:00:00Z		234.66			
P_9586	NA	NA	NA	Zea_VIB_RIL_8W_EP25_1___1062	RIL_8W_EP25_1	1062	NA	2012-07-01T10:00:00Z				126.33	
P_9587	NA	NA	NA	Zea_VIB_RIL_8W_49RIL8way___154	RIL_8W_49 RIL 8-way 	154	NA	2012-07-01T10:00:00Z			74.53		
P_9587	NA	NA	NA	Zea_VIB_RIL_8W_49RIL8way___154	RIL_8W_49 RIL 8-way 	154	NA	2012-07-01T10:00:00Z	7.13				
P_9587	NA	NA	NA	Zea_VIB_RIL_8W_49RIL8way___154	RIL_8W_49 RIL 8-way 	154	NA	2012-07-01T10:00:00Z		223.64			
P_9587	NA	NA	NA	Zea_VIB_RIL_8W_49RIL8way___154	RIL_8W_49 RIL 8-way 	154	NA	2012-07-01T10:00:00Z				92.06	
P_9588	NA	NA	NA	Zea_VIB_RIL_8W_EP25_16___1063	RIL_8W_EP25_16	1063	NA	2012-07-01T10:00:00Z			74.56		
P_9588	NA	NA	NA	Zea_VIB_RIL_8W_EP25_16___1063	RIL_8W_EP25_16	1063	NA	2012-07-01T10:00:00Z	8.10				
P_9588	NA	NA	NA	Zea_VIB_RIL_8W_EP25_16___1063	RIL_8W_EP25_16	1063	NA	2012-07-01T10:00:00Z		162.65			
P_9588	NA	NA	NA	Zea_VIB_RIL_8W_EP25_16___1063	RIL_8W_EP25_16	1063	NA	2012-07-01T10:00:00Z				78.18	
P_9589	NA	NA	NA	Zea_VIB_RIL_8W_2RIL8way___112	RIL_8W_2 RIL 8-way 	112	NA	2012-07-01T10:00:00Z			72.35		
P_9589	NA	NA	NA	Zea_VIB_RIL_8W_2RIL8way___112	RIL_8W_2 RIL 8-way 	112	NA	2012-07-01T10:00:00Z	6.42				
P_9589	NA	NA	NA	Zea_VIB_RIL_8W_2RIL8way___112	RIL_8W_2 RIL 8-way 	112	NA	2012-07-01T10:00:00Z		94.48			
P_9589	NA	NA	NA	Zea_VIB_RIL_8W_2RIL8way___112	RIL_8W_2 RIL 8-way 	112	NA	2012-07-01T10:00:00Z				37.74	
P_9590	NA	NA	NA	Zea_VIB_RIL_8W_EP25_18___1064	RIL_8W_EP25_18	1064	NA	2012-07-01T10:00:00Z			74.91		
P_9590	NA	NA	NA	Zea_VIB_RIL_8W_EP25_18___1064	RIL_8W_EP25_18	1064	NA	2012-07-01T10:00:00Z	4.43				
P_9590	NA	NA	NA	Zea_VIB_RIL_8W_EP25_18___1064	RIL_8W_EP25_18	1064	NA	2012-07-01T10:00:00Z		124.74			
P_9590	NA	NA	NA	Zea_VIB_RIL_8W_EP25_18___1064	RIL_8W_EP25_18	1064	NA	2012-07-01T10:00:00Z				68.16	
P_9591	NA	NA	NA	Zea_VIB_RIL_8W_EP25_19___1065	RIL_8W_EP25_19	1065	NA	2012-07-01T10:00:00Z			75.91		
P_9591	NA	NA	NA	Zea_VIB_RIL_8W_EP25_19___1065	RIL_8W_EP25_19	1065	NA	2012-07-01T10:00:00Z	5.63				
P_9591	NA	NA	NA	Zea_VIB_RIL_8W_EP25_19___1065	RIL_8W_EP25_19	1065	NA	2012-07-01T10:00:00Z		151.98			
P_9591	NA	NA	NA	Zea_VIB_RIL_8W_EP25_19___1065	RIL_8W_EP25_19	1065	NA	2012-07-01T10:00:00Z				59.08	
P_9592	NA	NA	NA	Zea_VIB_RIL_8W_EP25_2___1066	RIL_8W_EP25_2	1066	NA	2012-07-01T10:00:00Z			79.60		
P_9592	NA	NA	NA	Zea_VIB_RIL_8W_EP25_2___1066	RIL_8W_EP25_2	1066	NA	2012-07-01T10:00:00Z	5.43				
P_9592	NA	NA	NA	Zea_VIB_RIL_8W_EP25_2___1066	RIL_8W_EP25_2	1066	NA	2012-07-01T10:00:00Z		149.08			
P_9592	NA	NA	NA	Zea_VIB_RIL_8W_EP25_2___1066	RIL_8W_EP25_2	1066	NA	2012-07-01T10:00:00Z				88.42	
P_9593	NA	NA	NA	Zea_VIB_RIL_8W_EP25_20___1067	RIL_8W_EP25_20	1067	NA	2012-07-01T10:00:00Z			73.56		
P_9593	NA	NA	NA	Zea_VIB_RIL_8W_EP25_20___1067	RIL_8W_EP25_20	1067	NA	2012-07-01T10:00:00Z	4.28				
P_9593	NA	NA	NA	Zea_VIB_RIL_8W_EP25_20___1067	RIL_8W_EP25_20	1067	NA	2012-07-01T10:00:00Z		186.98			
P_9593	NA	NA	NA	Zea_VIB_RIL_8W_EP25_20___1067	RIL_8W_EP25_20	1067	NA	2012-07-01T10:00:00Z				103.72	
P_9594	NA	NA	NA	Zea_VIB_RIL_8W_EP25_25___1068	RIL_8W_EP25_25	1068	NA	2012-07-01T10:00:00Z			73.88		
P_9594	NA	NA	NA	Zea_VIB_RIL_8W_EP25_25___1068	RIL_8W_EP25_25	1068	NA	2012-07-01T10:00:00Z	7.96				
P_9594	NA	NA	NA	Zea_VIB_RIL_8W_EP25_25___1068	RIL_8W_EP25_25	1068	NA	2012-07-01T10:00:00Z		148.87			
P_9594	NA	NA	NA	Zea_VIB_RIL_8W_EP25_25___1068	RIL_8W_EP25_25	1068	NA	2012-07-01T10:00:00Z				59.06	
P_9595	NA	NA	NA	Zea_VIB_RIL_8W_EP25_3___1069	RIL_8W_EP25_3	1069	NA	2012-07-01T10:00:00Z			72.59		
P_9595	NA	NA	NA	Zea_VIB_RIL_8W_EP25_3___1069	RIL_8W_EP25_3	1069	NA	2012-07-01T10:00:00Z	6.95				
P_9595	NA	NA	NA	Zea_VIB_RIL_8W_EP25_3___1069	RIL_8W_EP25_3	1069	NA	2012-07-01T10:00:00Z		149.64			
P_9595	NA	NA	NA	Zea_VIB_RIL_8W_EP25_3___1069	RIL_8W_EP25_3	1069	NA	2012-07-01T10:00:00Z				64.08	
P_9596	NA	NA	NA	Zea_VIB_RIL_8W_EP25_30___1070	RIL_8W_EP25_30	1070	NA	2012-07-01T10:00:00Z			78.87		
P_9596	NA	NA	NA	Zea_VIB_RIL_8W_EP25_30___1070	RIL_8W_EP25_30	1070	NA	2012-07-01T10:00:00Z	5.31				
P_9596	NA	NA	NA	Zea_VIB_RIL_8W_EP25_30___1070	RIL_8W_EP25_30	1070	NA	2012-07-01T10:00:00Z		148.44			
P_9596	NA	NA	NA	Zea_VIB_RIL_8W_EP25_30___1070	RIL_8W_EP25_30	1070	NA	2012-07-01T10:00:00Z				82.35	
P_9597	NA	NA	NA	Zea_VIB_RIL_8W_97RIL8way___200	RIL_8W_97 RIL 8-way 	200	NA	2012-07-01T10:00:00Z			77.60		
P_9597	NA	NA	NA	Zea_VIB_RIL_8W_97RIL8way___200	RIL_8W_97 RIL 8-way 	200	NA	2012-07-01T10:00:00Z	6.09				
P_9597	NA	NA	NA	Zea_VIB_RIL_8W_97RIL8way___200	RIL_8W_97 RIL 8-way 	200	NA	2012-07-01T10:00:00Z		160.31			
P_9597	NA	NA	NA	Zea_VIB_RIL_8W_97RIL8way___200	RIL_8W_97 RIL 8-way 	200	NA	2012-07-01T10:00:00Z				91.55	
P_9598	NA	NA	NA	Zea_VIB_RIL_8W_EP25_37___1071	RIL_8W_EP25_37	1071	NA	2012-07-01T10:00:00Z			81.04		
P_9598	NA	NA	NA	Zea_VIB_RIL_8W_EP25_37___1071	RIL_8W_EP25_37	1071	NA	2012-07-01T10:00:00Z	4.09				
P_9598	NA	NA	NA	Zea_VIB_RIL_8W_EP25_37___1071	RIL_8W_EP25_37	1071	NA	2012-07-01T10:00:00Z		150.57			
P_9598	NA	NA	NA	Zea_VIB_RIL_8W_EP25_37___1071	RIL_8W_EP25_37	1071	NA	2012-07-01T10:00:00Z				87.57	
P_9599	NA	NA	NA	Zea_VIB_RIL_8W_EP25_39___1072	RIL_8W_EP25_39	1072	NA	2012-07-01T10:00:00Z			75.45		
P_9599	NA	NA	NA	Zea_VIB_RIL_8W_EP25_39___1072	RIL_8W_EP25_39	1072	NA	2012-07-01T10:00:00Z	6.01				
P_9599	NA	NA	NA	Zea_VIB_RIL_8W_EP25_39___1072	RIL_8W_EP25_39	1072	NA	2012-07-01T10:00:00Z		138.71			
P_9599	NA	NA	NA	Zea_VIB_RIL_8W_EP25_39___1072	RIL_8W_EP25_39	1072	NA	2012-07-01T10:00:00Z				80.52	
P_9600	NA	NA	NA	Zea_VIB_RIL_8W_EP25_5___1073	RIL_8W_EP25_5	1073	NA	2012-07-01T10:00:00Z			71.93		
P_9600	NA	NA	NA	Zea_VIB_RIL_8W_EP25_5___1073	RIL_8W_EP25_5	1073	NA	2012-07-01T10:00:00Z	5.17				
P_9600	NA	NA	NA	Zea_VIB_RIL_8W_EP25_5___1073	RIL_8W_EP25_5	1073	NA	2012-07-01T10:00:00Z		140.48			
P_9600	NA	NA	NA	Zea_VIB_RIL_8W_EP25_5___1073	RIL_8W_EP25_5	1073	NA	2012-07-01T10:00:00Z				53.12	
P_9601	NA	NA	NA	Zea_VIB_RIL_8W_EP26_12___1074	RIL_8W_EP26_12	1074	NA	2012-07-01T10:00:00Z			77.55		
P_9601	NA	NA	NA	Zea_VIB_RIL_8W_EP26_12___1074	RIL_8W_EP26_12	1074	NA	2012-07-01T10:00:00Z	6.76				
P_9601	NA	NA	NA	Zea_VIB_RIL_8W_EP26_12___1074	RIL_8W_EP26_12	1074	NA	2012-07-01T10:00:00Z		160.36			
P_9601	NA	NA	NA	Zea_VIB_RIL_8W_EP26_12___1074	RIL_8W_EP26_12	1074	NA	2012-07-01T10:00:00Z				75.72	
P_9602	NA	NA	NA	Zea_VIB_RIL_8W_EP26_19___1075	RIL_8W_EP26_19	1075	NA	2012-07-01T10:00:00Z			80.01		
P_9602	NA	NA	NA	Zea_VIB_RIL_8W_EP26_19___1075	RIL_8W_EP26_19	1075	NA	2012-07-01T10:00:00Z	6.84				
P_9602	NA	NA	NA	Zea_VIB_RIL_8W_EP26_19___1075	RIL_8W_EP26_19	1075	NA	2012-07-01T10:00:00Z		190.31			
P_9602	NA	NA	NA	Zea_VIB_RIL_8W_EP26_19___1075	RIL_8W_EP26_19	1075	NA	2012-07-01T10:00:00Z				92.89	
P_9603	NA	NA	NA	Zea_VIB_RIL_8W_50RIL8way___153	RIL_8W_50 RIL 8-way 	153	NA	2012-07-01T10:00:00Z			73.42		
P_9603	NA	NA	NA	Zea_VIB_RIL_8W_50RIL8way___153	RIL_8W_50 RIL 8-way 	153	NA	2012-07-01T10:00:00Z	5.21				
P_9603	NA	NA	NA	Zea_VIB_RIL_8W_50RIL8way___153	RIL_8W_50 RIL 8-way 	153	NA	2012-07-01T10:00:00Z		149.31			
P_9603	NA	NA	NA	Zea_VIB_RIL_8W_50RIL8way___153	RIL_8W_50 RIL 8-way 	153	NA	2012-07-01T10:00:00Z				91.21	
P_9604	NA	NA	NA	Zea_VIB_RIL_8W_EP26_23___1076	RIL_8W_EP26_23	1076	NA	2012-07-01T10:00:00Z			72.79		
P_9604	NA	NA	NA	Zea_VIB_RIL_8W_EP26_23___1076	RIL_8W_EP26_23	1076	NA	2012-07-01T10:00:00Z	4.67				
P_9604	NA	NA	NA	Zea_VIB_RIL_8W_EP26_23___1076	RIL_8W_EP26_23	1076	NA	2012-07-01T10:00:00Z		95.06			
P_9604	NA	NA	NA	Zea_VIB_RIL_8W_EP26_23___1076	RIL_8W_EP26_23	1076	NA	2012-07-01T10:00:00Z				46.59	
P_9605	NA	NA	NA	Zea_VIB_RIL_8W_EP26_27___1077	RIL_8W_EP26_27	1077	NA	2012-07-01T10:00:00Z			75.24		
P_9605	NA	NA	NA	Zea_VIB_RIL_8W_EP26_27___1077	RIL_8W_EP26_27	1077	NA	2012-07-01T10:00:00Z	6.62				
P_9605	NA	NA	NA	Zea_VIB_RIL_8W_EP26_27___1077	RIL_8W_EP26_27	1077	NA	2012-07-01T10:00:00Z		133.88			
P_9605	NA	NA	NA	Zea_VIB_RIL_8W_EP26_27___1077	RIL_8W_EP26_27	1077	NA	2012-07-01T10:00:00Z				69.85	
P_9606	NA	NA	NA	Zea_VIB_RIL_8W_EP26_29___1078	RIL_8W_EP26_29	1078	NA	2012-07-01T10:00:00Z			76.65		
P_9606	NA	NA	NA	Zea_VIB_RIL_8W_EP26_29___1078	RIL_8W_EP26_29	1078	NA	2012-07-01T10:00:00Z	6.45				
P_9606	NA	NA	NA	Zea_VIB_RIL_8W_EP26_29___1078	RIL_8W_EP26_29	1078	NA	2012-07-01T10:00:00Z		157.48			
P_9606	NA	NA	NA	Zea_VIB_RIL_8W_EP26_29___1078	RIL_8W_EP26_29	1078	NA	2012-07-01T10:00:00Z				92.74	
P_9607	NA	NA	NA	Zea_VIB_RIL_8W_EP26_30___1079	RIL_8W_EP26_30	1079	NA	2012-07-01T10:00:00Z			74.51		
P_9607	NA	NA	NA	Zea_VIB_RIL_8W_EP26_30___1079	RIL_8W_EP26_30	1079	NA	2012-07-01T10:00:00Z	5.61				
P_9607	NA	NA	NA	Zea_VIB_RIL_8W_EP26_30___1079	RIL_8W_EP26_30	1079	NA	2012-07-01T10:00:00Z		126.69			
P_9607	NA	NA	NA	Zea_VIB_RIL_8W_EP26_30___1079	RIL_8W_EP26_30	1079	NA	2012-07-01T10:00:00Z				56.65	
P_9608	NA	NA	NA	Zea_VIB_RIL_8W_99RIL8way___199	RIL_8W_99 RIL 8-way 	199	NA	2012-07-01T10:00:00Z			76.74		
P_9608	NA	NA	NA	Zea_VIB_RIL_8W_99RIL8way___199	RIL_8W_99 RIL 8-way 	199	NA	2012-07-01T10:00:00Z	4.51				
P_9608	NA	NA	NA	Zea_VIB_RIL_8W_99RIL8way___199	RIL_8W_99 RIL 8-way 	199	NA	2012-07-01T10:00:00Z		174.12			
P_9608	NA	NA	NA	Zea_VIB_RIL_8W_99RIL8way___199	RIL_8W_99 RIL 8-way 	199	NA	2012-07-01T10:00:00Z				96.06	
P_9609	NA	NA	NA	Zea_VIB_RIL_8W_EP26_33___1080	RIL_8W_EP26_33	1080	NA	2012-07-01T10:00:00Z			78.41		
P_9609	NA	NA	NA	Zea_VIB_RIL_8W_EP26_33___1080	RIL_8W_EP26_33	1080	NA	2012-07-01T10:00:00Z	4.44				
P_9609	NA	NA	NA	Zea_VIB_RIL_8W_EP26_33___1080	RIL_8W_EP26_33	1080	NA	2012-07-01T10:00:00Z		117.26			
P_9609	NA	NA	NA	Zea_VIB_RIL_8W_EP26_33___1080	RIL_8W_EP26_33	1080	NA	2012-07-01T10:00:00Z				49.53	
P_9610	NA	NA	NA	Zea_VIB_RIL_8W_EP26_42___1081	RIL_8W_EP26_42	1081	NA	2012-07-01T10:00:00Z			77.88		
P_9610	NA	NA	NA	Zea_VIB_RIL_8W_EP26_42___1081	RIL_8W_EP26_42	1081	NA	2012-07-01T10:00:00Z	7.02				
P_9610	NA	NA	NA	Zea_VIB_RIL_8W_EP26_42___1081	RIL_8W_EP26_42	1081	NA	2012-07-01T10:00:00Z		174.30			
P_9610	NA	NA	NA	Zea_VIB_RIL_8W_EP26_42___1081	RIL_8W_EP26_42	1081	NA	2012-07-01T10:00:00Z				81.78	
P_9611	NA	NA	NA	Zea_VIB_RIL_8W_EP26_44___1082	RIL_8W_EP26_44	1082	NA	2012-07-01T10:00:00Z			72.05		
P_9611	NA	NA	NA	Zea_VIB_RIL_8W_EP26_44___1082	RIL_8W_EP26_44	1082	NA	2012-07-01T10:00:00Z	5.57				
P_9611	NA	NA	NA	Zea_VIB_RIL_8W_EP26_44___1082	RIL_8W_EP26_44	1082	NA	2012-07-01T10:00:00Z		136.82			
P_9611	NA	NA	NA	Zea_VIB_RIL_8W_EP26_44___1082	RIL_8W_EP26_44	1082	NA	2012-07-01T10:00:00Z				65.78	
P_9612	NA	NA	NA	Zea_VIB_RIL_8W_EP26_6___1083	RIL_8W_EP26_6	1083	NA	2012-07-01T10:00:00Z			82.67		
P_9612	NA	NA	NA	Zea_VIB_RIL_8W_EP26_6___1083	RIL_8W_EP26_6	1083	NA	2012-07-01T10:00:00Z	6.27				
P_9612	NA	NA	NA	Zea_VIB_RIL_8W_EP26_6___1083	RIL_8W_EP26_6	1083	NA	2012-07-01T10:00:00Z		138.63			
P_9612	NA	NA	NA	Zea_VIB_RIL_8W_EP26_6___1083	RIL_8W_EP26_6	1083	NA	2012-07-01T10:00:00Z				90.76	
P_9613	NA	NA	NA	Zea_VIB_RIL_8W_1RIL8way___114	RIL_8W_1 RIL 8-way 	114	NA	2012-07-01T10:00:00Z			77.86		
P_9613	NA	NA	NA	Zea_VIB_RIL_8W_1RIL8way___114	RIL_8W_1 RIL 8-way 	114	NA	2012-07-01T10:00:00Z	3.25				
P_9613	NA	NA	NA	Zea_VIB_RIL_8W_1RIL8way___114	RIL_8W_1 RIL 8-way 	114	NA	2012-07-01T10:00:00Z		131.44			
P_9613	NA	NA	NA	Zea_VIB_RIL_8W_1RIL8way___114	RIL_8W_1 RIL 8-way 	114	NA	2012-07-01T10:00:00Z				60.52	
P_9614	NA	NA	NA	Zea_VIB_RIL_8W_98RIL8way___197	RIL_8W_98 RIL 8-way 	197	NA	2012-07-01T10:00:00Z			75.32		
P_9614	NA	NA	NA	Zea_VIB_RIL_8W_98RIL8way___197	RIL_8W_98 RIL 8-way 	197	NA	2012-07-01T10:00:00Z	4.16				
P_9614	NA	NA	NA	Zea_VIB_RIL_8W_98RIL8way___197	RIL_8W_98 RIL 8-way 	197	NA	2012-07-01T10:00:00Z		135.69			
P_9614	NA	NA	NA	Zea_VIB_RIL_8W_98RIL8way___197	RIL_8W_98 RIL 8-way 	197	NA	2012-07-01T10:00:00Z				72.89	
P_9615	NA	NA	NA	Zea_VIB_RIL_8W_EP26_9___1084	RIL_8W_EP26_9	1084	NA	2012-07-01T10:00:00Z			70.02		
P_9615	NA	NA	NA	Zea_VIB_RIL_8W_EP26_9___1084	RIL_8W_EP26_9	1084	NA	2012-07-01T10:00:00Z	10.71				
P_9615	NA	NA	NA	Zea_VIB_RIL_8W_EP26_9___1084	RIL_8W_EP26_9	1084	NA	2012-07-01T10:00:00Z		196.03			
P_9615	NA	NA	NA	Zea_VIB_RIL_8W_EP26_9___1084	RIL_8W_EP26_9	1084	NA	2012-07-01T10:00:00Z				105.65	
P_9616	NA	NA	NA	Zea_VIB_RIL_8W_EP27_2___1085	RIL_8W_EP27_2	1085	NA	2012-07-01T10:00:00Z			75.81		
P_9616	NA	NA	NA	Zea_VIB_RIL_8W_EP27_2___1085	RIL_8W_EP27_2	1085	NA	2012-07-01T10:00:00Z	7.02				
P_9616	NA	NA	NA	Zea_VIB_RIL_8W_EP27_2___1085	RIL_8W_EP27_2	1085	NA	2012-07-01T10:00:00Z		131.84			
P_9616	NA	NA	NA	Zea_VIB_RIL_8W_EP27_2___1085	RIL_8W_EP27_2	1085	NA	2012-07-01T10:00:00Z				63.99	
P_9617	NA	NA	NA	Zea_VIB_RIL_8W_EP27_25___1086	RIL_8W_EP27_25	1086	NA	2012-07-01T10:00:00Z			77.57		
P_9617	NA	NA	NA	Zea_VIB_RIL_8W_EP27_25___1086	RIL_8W_EP27_25	1086	NA	2012-07-01T10:00:00Z	6.84				
P_9617	NA	NA	NA	Zea_VIB_RIL_8W_EP27_25___1086	RIL_8W_EP27_25	1086	NA	2012-07-01T10:00:00Z		182.99			
P_9617	NA	NA	NA	Zea_VIB_RIL_8W_EP27_25___1086	RIL_8W_EP27_25	1086	NA	2012-07-01T10:00:00Z				93.52	
P_9618	NA	NA	NA	Zea_VIB_RIL_8W_EP27_29___1087	RIL_8W_EP27_29	1087	NA	2012-07-01T10:00:00Z			78.56		
P_9618	NA	NA	NA	Zea_VIB_RIL_8W_EP27_29___1087	RIL_8W_EP27_29	1087	NA	2012-07-01T10:00:00Z	6.03				
P_9618	NA	NA	NA	Zea_VIB_RIL_8W_EP27_29___1087	RIL_8W_EP27_29	1087	NA	2012-07-01T10:00:00Z		152.10			
P_9618	NA	NA	NA	Zea_VIB_RIL_8W_EP27_29___1087	RIL_8W_EP27_29	1087	NA	2012-07-01T10:00:00Z				89.57	
P_9619	NA	NA	NA	Zea_VIB_RIL_8W_EP27_32___1088	RIL_8W_EP27_32	1088	NA	2012-07-01T10:00:00Z			77.44		
P_9619	NA	NA	NA	Zea_VIB_RIL_8W_EP27_32___1088	RIL_8W_EP27_32	1088	NA	2012-07-01T10:00:00Z	7.47				
P_9619	NA	NA	NA	Zea_VIB_RIL_8W_EP27_32___1088	RIL_8W_EP27_32	1088	NA	2012-07-01T10:00:00Z		148.41			
P_9619	NA	NA	NA	Zea_VIB_RIL_8W_EP27_32___1088	RIL_8W_EP27_32	1088	NA	2012-07-01T10:00:00Z				83.27	
P_9620	NA	NA	NA	Zea_VIB_RIL_8W_EP27_33___1089	RIL_8W_EP27_33	1089	NA	2012-07-01T10:00:00Z			83.17		
P_9620	NA	NA	NA	Zea_VIB_RIL_8W_EP27_33___1089	RIL_8W_EP27_33	1089	NA	2012-07-01T10:00:00Z	5.53				
P_9620	NA	NA	NA	Zea_VIB_RIL_8W_EP27_33___1089	RIL_8W_EP27_33	1089	NA	2012-07-01T10:00:00Z		169.84			
P_9620	NA	NA	NA	Zea_VIB_RIL_8W_EP27_33___1089	RIL_8W_EP27_33	1089	NA	2012-07-01T10:00:00Z				83.60	
P_9621	NA	NA	NA	Zea_VIB_RIL_8W_EP27_36___1090	RIL_8W_EP27_36	1090	NA	2012-07-01T10:00:00Z			76.07		
P_9621	NA	NA	NA	Zea_VIB_RIL_8W_EP27_36___1090	RIL_8W_EP27_36	1090	NA	2012-07-01T10:00:00Z	6.61				
P_9621	NA	NA	NA	Zea_VIB_RIL_8W_EP27_36___1090	RIL_8W_EP27_36	1090	NA	2012-07-01T10:00:00Z		174.78			
P_9621	NA	NA	NA	Zea_VIB_RIL_8W_EP27_36___1090	RIL_8W_EP27_36	1090	NA	2012-07-01T10:00:00Z				94.39	
P_9622	NA	NA	NA	Zea_VIB_RIL_8W_EP27_4___1091	RIL_8W_EP27_4	1091	NA	2012-07-01T10:00:00Z			78.26		
P_9622	NA	NA	NA	Zea_VIB_RIL_8W_EP27_4___1091	RIL_8W_EP27_4	1091	NA	2012-07-01T10:00:00Z	4.27				
P_9622	NA	NA	NA	Zea_VIB_RIL_8W_EP27_4___1091	RIL_8W_EP27_4	1091	NA	2012-07-01T10:00:00Z		181.06			
P_9622	NA	NA	NA	Zea_VIB_RIL_8W_EP27_4___1091	RIL_8W_EP27_4	1091	NA	2012-07-01T10:00:00Z				91.82	
P_9623	NA	NA	NA	Zea_VIB_RIL_8W_EP27_41___1092	RIL_8W_EP27_41	1092	NA	2012-07-01T10:00:00Z			77.62		
P_9623	NA	NA	NA	Zea_VIB_RIL_8W_EP27_41___1092	RIL_8W_EP27_41	1092	NA	2012-07-01T10:00:00Z	7.29				
P_9623	NA	NA	NA	Zea_VIB_RIL_8W_EP27_41___1092	RIL_8W_EP27_41	1092	NA	2012-07-01T10:00:00Z		161.35			
P_9623	NA	NA	NA	Zea_VIB_RIL_8W_EP27_41___1092	RIL_8W_EP27_41	1092	NA	2012-07-01T10:00:00Z				90.65	
P_9624	NA	NA	NA	Zea_VIB_RIL_8W_EP27_42___1093	RIL_8W_EP27_42	1093	NA	2012-07-01T10:00:00Z			78.36		
P_9624	NA	NA	NA	Zea_VIB_RIL_8W_EP27_42___1093	RIL_8W_EP27_42	1093	NA	2012-07-01T10:00:00Z	3.38				
P_9624	NA	NA	NA	Zea_VIB_RIL_8W_EP27_42___1093	RIL_8W_EP27_42	1093	NA	2012-07-01T10:00:00Z		132.79			
P_9624	NA	NA	NA	Zea_VIB_RIL_8W_EP27_42___1093	RIL_8W_EP27_42	1093	NA	2012-07-01T10:00:00Z				83.78	
P_9625	NA	NA	NA	Zea_VIB_RIL_8W_EP27_48___1094	RIL_8W_EP27_48	1094	NA	2012-07-01T10:00:00Z			77.60		
P_9625	NA	NA	NA	Zea_VIB_RIL_8W_EP27_48___1094	RIL_8W_EP27_48	1094	NA	2012-07-01T10:00:00Z	4.60				
P_9625	NA	NA	NA	Zea_VIB_RIL_8W_EP27_48___1094	RIL_8W_EP27_48	1094	NA	2012-07-01T10:00:00Z		165.94			
P_9625	NA	NA	NA	Zea_VIB_RIL_8W_EP27_48___1094	RIL_8W_EP27_48	1094	NA	2012-07-01T10:00:00Z				95.42	
P_9626	NA	NA	NA	Zea_VIB_RIL_8W_EP27_50___1095	RIL_8W_EP27_50	1095	NA	2012-07-01T10:00:00Z			73.02		
P_9626	NA	NA	NA	Zea_VIB_RIL_8W_EP27_50___1095	RIL_8W_EP27_50	1095	NA	2012-07-01T10:00:00Z	7.04				
P_9626	NA	NA	NA	Zea_VIB_RIL_8W_EP27_50___1095	RIL_8W_EP27_50	1095	NA	2012-07-01T10:00:00Z		123.15			
P_9626	NA	NA	NA	Zea_VIB_RIL_8W_EP27_50___1095	RIL_8W_EP27_50	1095	NA	2012-07-01T10:00:00Z				64.04	
P_9627	NA	NA	NA	Zea_VIB_RIL_8W_51RIL8way___155	RIL_8W_51 RIL 8-way 	155	NA	2012-07-01T10:00:00Z			79.02		
P_9627	NA	NA	NA	Zea_VIB_RIL_8W_51RIL8way___155	RIL_8W_51 RIL 8-way 	155	NA	2012-07-01T10:00:00Z	4.53				
P_9627	NA	NA	NA	Zea_VIB_RIL_8W_51RIL8way___155	RIL_8W_51 RIL 8-way 	155	NA	2012-07-01T10:00:00Z		194.06			
P_9627	NA	NA	NA	Zea_VIB_RIL_8W_51RIL8way___155	RIL_8W_51 RIL 8-way 	155	NA	2012-07-01T10:00:00Z				105.47	
P_9628	NA	NA	NA	Zea_VIB_RIL_8W_EP27_55___1096	RIL_8W_EP27_55	1096	NA	2012-07-01T10:00:00Z			76.61		
P_9628	NA	NA	NA	Zea_VIB_RIL_8W_EP27_55___1096	RIL_8W_EP27_55	1096	NA	2012-07-01T10:00:00Z	5.86				
P_9628	NA	NA	NA	Zea_VIB_RIL_8W_EP27_55___1096	RIL_8W_EP27_55	1096	NA	2012-07-01T10:00:00Z		147.87			
P_9628	NA	NA	NA	Zea_VIB_RIL_8W_EP27_55___1096	RIL_8W_EP27_55	1096	NA	2012-07-01T10:00:00Z				79.14	
P_9629	NA	NA	NA	Zea_VIB_RIL_8W_EP27_56___1097	RIL_8W_EP27_56	1097	NA	2012-07-01T10:00:00Z			77.38		
P_9629	NA	NA	NA	Zea_VIB_RIL_8W_EP27_56___1097	RIL_8W_EP27_56	1097	NA	2012-07-01T10:00:00Z	6.32				
P_9629	NA	NA	NA	Zea_VIB_RIL_8W_EP27_56___1097	RIL_8W_EP27_56	1097	NA	2012-07-01T10:00:00Z		166.06			
P_9629	NA	NA	NA	Zea_VIB_RIL_8W_EP27_56___1097	RIL_8W_EP27_56	1097	NA	2012-07-01T10:00:00Z				93.74	
P_9630	NA	NA	NA	Zea_VIB_RIL_8W_EP27_6___1098	RIL_8W_EP27_6	1098	NA	2012-07-01T10:00:00Z			75.68		
P_9630	NA	NA	NA	Zea_VIB_RIL_8W_EP27_6___1098	RIL_8W_EP27_6	1098	NA	2012-07-01T10:00:00Z	7.31				
