observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	leafNumber	leafLaminaFreshWeight	leafArea	leafFreshWeight	cellDivisionZoneLengthLeaf	leafWidth	shootFreshWeight	leafLength	finalLeafLength	shootDryWeight
P_6440	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-11-27T08:00:00Z								143.00		
P_6440	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-11-28T08:00:00Z								196.00		
P_6440	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-11-29T08:00:00Z								245.00		
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-11T08:00:00Z									740.00	
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-11T08:00:00Z			115.73							
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-11T08:00:00Z				7.55						
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-11T08:00:00Z		3.12								
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-11-28T08:00:00Z								137.00		
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-11-29T08:00:00Z								193.00		
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-11-30T07:30:00Z								246.00		
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-01T09:30:00Z								320.00		
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-03T07:50:00Z								443.00		
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-04T08:30:00Z								520.00		
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-05T09:00:00Z								592.00		
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-06T08:20:00Z								652.00		
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-07T08:40:00Z								692.00		
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-10T08:10:00Z								734.00		
P_6441	NA	NA	NA	Zea_VIB_RIL44RIL2way___106	RIL44 RIL 2-way 	106	NA	2012-12-11T08:00:00Z								740.00		
