Source Name	Characteristics[Organism]	Characteristics[Genus]	Characteristics[Species]	Protocol REF	Sample Name	Characteristics[Observation Unit Type]	Characteristics[Spatial Distribution]
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_127	plant	[plant]127
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_126	plant	[plant]126
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_119	plant	[plant]119
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_128	plant	[plant]128
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_120	plant	[plant]120
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_130	plant	[plant]130
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_129	plant	[plant]129
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_125	plant	[plant]125
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_115	plant	[plant]115
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_116	plant	[plant]116
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_123	plant	[plant]123
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_131	plant	[plant]131
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_124	plant	[plant]124
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_117	plant	[plant]117
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_133	plant	[plant]133
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_122	plant	[plant]122
RIL51 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_118	plant	[plant]118
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_105	plant	[plant]105
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_106	plant	[plant]106
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_114	plant	[plant]114
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_111	plant	[plant]111
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_102	plant	[plant]102
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_112	plant	[plant]112
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_107	plant	[plant]107
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_97	plant	[plant]97
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_110	plant	[plant]110
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_96	plant	[plant]96
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_98	plant	[plant]98
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_109	plant	[plant]109
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_108	plant	[plant]108
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_113	plant	[plant]113
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_99	plant	[plant]99
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_104	plant	[plant]104
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_100	plant	[plant]100
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_101	plant	[plant]101
RIL52 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_103	plant	[plant]103
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_79	plant	[plant]79
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_80	plant	[plant]80
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_91	plant	[plant]91
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_90	plant	[plant]90
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_82	plant	[plant]82
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_89	plant	[plant]89
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_85	plant	[plant]85
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_94	plant	[plant]94
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_78	plant	[plant]78
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_87	plant	[plant]87
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_86	plant	[plant]86
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_83	plant	[plant]83
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_95	plant	[plant]95
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_92	plant	[plant]92
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_93	plant	[plant]93
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_81	plant	[plant]81
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_88	plant	[plant]88
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_77	plant	[plant]77
RIL53 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_84	plant	[plant]84
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_65	plant	[plant]65
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_58	plant	[plant]58
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_63	plant	[plant]63
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_72	plant	[plant]72
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_74	plant	[plant]74
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_59	plant	[plant]59
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_60	plant	[plant]60
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_68	plant	[plant]68
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_67	plant	[plant]67
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_66	plant	[plant]66
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_61	plant	[plant]61
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_76	plant	[plant]76
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_75	plant	[plant]75
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_62	plant	[plant]62
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_73	plant	[plant]73
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_70	plant	[plant]70
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_69	plant	[plant]69
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_71	plant	[plant]71
RIL54 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_64	plant	[plant]64
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_52	plant	[plant]52
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_40	plant	[plant]40
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_56	plant	[plant]56
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_54	plant	[plant]54
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_47	plant	[plant]47
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_51	plant	[plant]51
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_45	plant	[plant]45
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_55	plant	[plant]55
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_50	plant	[plant]50
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_44	plant	[plant]44
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_57	plant	[plant]57
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_46	plant	[plant]46
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_43	plant	[plant]43
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_39	plant	[plant]39
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_49	plant	[plant]49
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_53	plant	[plant]53
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_41	plant	[plant]41
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_42	plant	[plant]42
RIL55 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_48	plant	[plant]48
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_34	plant	[plant]34
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_35	plant	[plant]35
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_26	plant	[plant]26
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_22	plant	[plant]22
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_38	plant	[plant]38
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_27	plant	[plant]27
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_32	plant	[plant]32
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_31	plant	[plant]31
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_28	plant	[plant]28
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_25	plant	[plant]25
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_37	plant	[plant]37
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_21	plant	[plant]21
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_24	plant	[plant]24
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_36	plant	[plant]36
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_23	plant	[plant]23
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_30	plant	[plant]30
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_20	plant	[plant]20
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_33	plant	[plant]33
RIL62 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_29	plant	[plant]29
