observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	leafFreshWeight	leafNumber	leafWidth	shootFreshWeight	leafLength	cellDivisionZoneLengthLeaf	finalLeafLength	leafLaminaFreshWeight	leafArea	shootDryWeight
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z							725.00			
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z									134.70	
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z	7.98									
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z								3.46		
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-04T07:10:00Z					141.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-05T07:00:00Z					209.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-06T07:00:00Z					280.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-07T06:10:00Z					354.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-08T07:00:00Z					441.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-09T17:30:00Z					556.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-11T06:50:00Z					659.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-12T07:00:00Z					693.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-13T07:00:00Z					714.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-14T08:50:00Z					725.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-15T07:00:00Z					725.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-18T07:00:00Z					726.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z					725.00					
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z		8.00								
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z			3.45							
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z										4.53
P_5661	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z				50.67						
P_5662	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z							624.00			
P_5662	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z									105.37	
P_5662	NA	NA	NA	Zea_VIB_RIL67RIL2way___72	RIL67 RIL 2-way 	72	NA	2012-06-19T06:45:00Z	5.69									
