Source Name	Characteristics[Organism]	Characteristics[Genus]	Characteristics[Species]	Protocol REF	Sample Name	Characteristics[Observation Unit Type]	Characteristics[Spatial Distribution]
RIL113 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_94	plant	[plant]94
RIL113 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_90	plant	[plant]90
RIL113 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_84	plant	[plant]84
RIL113 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_86	plant	[plant]86
RIL113 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_81	plant	[plant]81
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_112	plant	[plant]112
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_115	plant	[plant]115
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_118	plant	[plant]118
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_110	plant	[plant]110
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_111	plant	[plant]111
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_101	plant	[plant]101
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_107	plant	[plant]107
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_113	plant	[plant]113
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_105	plant	[plant]105
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_114	plant	[plant]114
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_103	plant	[plant]103
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_106	plant	[plant]106
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_117	plant	[plant]117
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_116	plant	[plant]116
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_108	plant	[plant]108
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_102	plant	[plant]102
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_119	plant	[plant]119
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_109	plant	[plant]109
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_120	plant	[plant]120
RIL115 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_104	plant	[plant]104
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_140	plant	[plant]140
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_125	plant	[plant]125
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_134	plant	[plant]134
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_139	plant	[plant]139
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_135	plant	[plant]135
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_122	plant	[plant]122
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_138	plant	[plant]138
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_130	plant	[plant]130
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_132	plant	[plant]132
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_121	plant	[plant]121
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_128	plant	[plant]128
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_131	plant	[plant]131
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_127	plant	[plant]127
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_124	plant	[plant]124
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_136	plant	[plant]136
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_126	plant	[plant]126
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_123	plant	[plant]123
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_137	plant	[plant]137
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_129	plant	[plant]129
RIL118 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_133	plant	[plant]133
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_146	plant	[plant]146
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_151	plant	[plant]151
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_160	plant	[plant]160
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_149	plant	[plant]149
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_155	plant	[plant]155
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_145	plant	[plant]145
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_152	plant	[plant]152
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_157	plant	[plant]157
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_156	plant	[plant]156
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_141	plant	[plant]141
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_158	plant	[plant]158
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_159	plant	[plant]159
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_142	plant	[plant]142
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_153	plant	[plant]153
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_147	plant	[plant]147
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_150	plant	[plant]150
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_143	plant	[plant]143
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_154	plant	[plant]154
RIL119 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_144	plant	[plant]144
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_6	plant	[plant]6
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_17	plant	[plant]17
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_9	plant	[plant]9
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_19	plant	[plant]19
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_18	plant	[plant]18
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_3	plant	[plant]3
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_1	plant	[plant]1
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_11	plant	[plant]11
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_14	plant	[plant]14
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_4	plant	[plant]4
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_8	plant	[plant]8
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_2	plant	[plant]2
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_10	plant	[plant]10
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_15	plant	[plant]15
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_5	plant	[plant]5
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_13	plant	[plant]13
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_16	plant	[plant]16
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_7	plant	[plant]7
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_12	plant	[plant]12
RIL120 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_20	plant	[plant]20
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_37	plant	[plant]37
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_38	plant	[plant]38
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_30	plant	[plant]30
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_36	plant	[plant]36
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_29	plant	[plant]29
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_25	plant	[plant]25
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_34	plant	[plant]34
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_39	plant	[plant]39
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_28	plant	[plant]28
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_23	plant	[plant]23
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_26	plant	[plant]26
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_27	plant	[plant]27
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_31	plant	[plant]31
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_24	plant	[plant]24
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_40	plant	[plant]40
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_32	plant	[plant]32
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_21	plant	[plant]21
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_35	plant	[plant]35
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_22	plant	[plant]22
RIL121 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_33	plant	[plant]33
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_55	plant	[plant]55
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_56	plant	[plant]56
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_45	plant	[plant]45
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_42	plant	[plant]42
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_43	plant	[plant]43
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_54	plant	[plant]54
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_49	plant	[plant]49
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_41	plant	[plant]41
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_59	plant	[plant]59
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_46	plant	[plant]46
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_48	plant	[plant]48
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_52	plant	[plant]52
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_57	plant	[plant]57
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_44	plant	[plant]44
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_51	plant	[plant]51
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_53	plant	[plant]53
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_58	plant	[plant]58
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_50	plant	[plant]50
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_47	plant	[plant]47
RIL122 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_60	plant	[plant]60
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_62	plant	[plant]62
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_80	plant	[plant]80
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_77	plant	[plant]77
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_65	plant	[plant]65
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_73	plant	[plant]73
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_63	plant	[plant]63
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_67	plant	[plant]67
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_70	plant	[plant]70
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_72	plant	[plant]72
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_64	plant	[plant]64
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_69	plant	[plant]69
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_68	plant	[plant]68
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_74	plant	[plant]74
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_66	plant	[plant]66
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_78	plant	[plant]78
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_76	plant	[plant]76
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_75	plant	[plant]75
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_61	plant	[plant]61
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_79	plant	[plant]79
RIL124 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_71	plant	[plant]71
