observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	leafFreshWeight	leafNumber	leafWidth	shootFreshWeight	leafLength	cellDivisionZoneLengthLeaf	finalLeafLength	leafLaminaFreshWeight	leafArea	shootDryWeight
P_5955	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-09-11T07:10:00Z						12400.00				
P_5955	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-08-29T07:00:00Z					110.00					
P_5955	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-08-30T07:05:00Z					162.00					
P_5955	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-08-31T07:00:00Z					220.00					
P_5956	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-09-11T07:10:00Z						12550.00				
P_5956	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-08-29T07:00:00Z					122.00					
P_5956	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-08-30T07:05:00Z					202.00					
P_5956	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-08-31T07:00:00Z					265.00					
P_5957	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-09-11T07:10:00Z						13000.00				
P_5957	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-08-29T07:00:00Z					143.00					
P_5957	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-08-30T07:05:00Z					202.00					
P_5957	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-08-31T07:00:00Z					264.00					
P_5958	NA	NA	NA	Zea_VIB_RIL48RIL2way___89	RIL48 RIL 2-way 	89	NA	2012-08-29T07:00:00Z					165.00					
