observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	leafLaminaFreshWeight	leafArea	leafFreshWeight	cellDivisionZoneLengthLeaf	leafWidth	shootFreshWeight	leafLength	finalLeafLength	shootDryWeight
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							215.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-11T07:00:00Z							276.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-12T07:00:00Z							344.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-13T06:30:00Z							404.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-14T12:30:00Z							337.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-16T07:00:00Z							482.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-17T07:00:00Z							487.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-18T07:00:00Z							494.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-19T07:00:00Z							494.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-20T07:00:00Z							494.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-23T07:15:00Z							494.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z							497.00		
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z					2.25				
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z									2.71
P_5293	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z						39.91			
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z								480.00	
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z		50.08							
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z			3.32						
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z	1.37								
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-08T07:30:00Z							200.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-09T15:10:00Z							293.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							326.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-12T07:00:00Z							433.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-13T06:30:00Z							456.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-14T12:30:00Z							472.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-16T07:00:00Z							486.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-17T07:00:00Z							478.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-18T07:00:00Z							479.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-19T07:00:00Z							479.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-20T07:00:00Z							479.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-23T07:15:00Z							478.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z							480.00		
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z					2.24				
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z									3.90
P_5294	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z						45.14			
P_5295	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-08T07:30:00Z							173.00		
P_5295	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-09T15:10:00Z							257.00		
P_5295	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							305.00		
P_5296	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-08T07:30:00Z							191.00		
P_5296	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-09T15:10:00Z							262.00		
P_5296	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							298.00		
P_5297	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-08T07:30:00Z							142.00		
P_5297	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-09T15:10:00Z							237.00		
P_5297	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							284.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z								479.00	
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z		56.10							
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z			3.95						
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z	1.56								
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-08T07:30:00Z							119.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-09T15:10:00Z							188.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							218.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-11T07:00:00Z							265.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-12T07:00:00Z							329.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-13T06:30:00Z							393.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-14T12:30:00Z							445.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-16T07:00:00Z							482.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-17T07:00:00Z							490.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-18T07:00:00Z							493.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-19T07:00:00Z							493.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-20T07:00:00Z							500.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-23T07:15:00Z							498.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z							479.00		
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z					2.47				
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z									2.92
P_5298	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z						39.11			
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z								458.00	
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z		53.45							
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z			3.81						
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z	1.51								
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-08T07:30:00Z							127.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-09T15:10:00Z							192.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							221.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-11T07:00:00Z							277.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-12T07:00:00Z							334.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-13T06:30:00Z							377.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-14T12:30:00Z							423.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-16T07:00:00Z							450.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-17T07:00:00Z							459.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-18T07:00:00Z							460.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-19T07:00:00Z							466.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-20T07:00:00Z							467.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-23T07:15:00Z							465.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z							458.00		
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z					2.48				
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z									2.88
P_5299	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z						40.28			
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z								391.00	
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-09T15:10:00Z							119.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							146.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-11T07:00:00Z							188.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-12T07:00:00Z							243.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-13T06:30:00Z							293.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-14T12:30:00Z							341.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-16T07:00:00Z							376.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-17T07:00:00Z							383.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-18T07:00:00Z							387.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-19T07:00:00Z							392.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-20T07:00:00Z							394.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-23T07:15:00Z							393.00		
P_5300	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z							391.00		
P_5301	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-08T07:30:00Z							146.00		
P_5301	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-09T15:10:00Z							224.00		
P_5301	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							257.00		
P_5302	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z				2800.00					
P_5302	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-08T07:30:00Z							170.00		
P_5302	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-09T15:10:00Z							238.00		
P_5302	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							275.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z								526.00	
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							346.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-11T07:00:00Z							418.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-12T07:00:00Z							473.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-13T06:30:00Z							500.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-14T12:30:00Z							515.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-16T07:00:00Z							527.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-17T07:00:00Z							527.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-18T07:00:00Z							528.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-19T07:00:00Z							527.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-20T07:00:00Z							525.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-23T07:15:00Z							521.00		
P_5303	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z							526.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z								463.00	
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z		47.72							
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z			3.24						
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z	1.25								
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-09T15:10:00Z							170.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							182.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-11T07:00:00Z							235.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-12T07:00:00Z							295.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-13T06:30:00Z							348.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-14T12:30:00Z							402.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-16T07:00:00Z							438.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-17T07:00:00Z							453.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-18T07:00:00Z							545.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-19T07:00:00Z							461.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-20T07:00:00Z							462.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-23T07:15:00Z							460.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z							463.00		
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z					2.22				
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z									2.43
P_5304	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z						34.18			
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z								458.00	
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z		51.83							
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z			3.23						
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z	1.36								
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-08T07:30:00Z							201.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-09T15:10:00Z							286.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-10T07:00:00Z							309.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-11T07:00:00Z							361.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-12T07:00:00Z							406.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-13T06:30:00Z							430.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-14T12:30:00Z							449.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-16T07:00:00Z							461.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-17T07:00:00Z							461.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-18T07:00:00Z							466.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-19T07:00:00Z							460.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-20T07:00:00Z							460.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-23T07:15:00Z							458.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z							458.00		
P_5305	NA	NA	NA	Zea_VIB_RIL91RIL2way___53	RIL91 RIL 2-way 	53	NA	2012-04-24T06:30:00Z					2.40				
