observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	leafNumber	leafLaminaFreshWeight	leafArea	leafFreshWeight	cellDivisionZoneLengthLeaf	leafWidth	shootFreshWeight	leafLength	finalLeafLength	shootDryWeight
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z									572.00	
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z			58.13							
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z				2.64						
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z		1.27								
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-29T15:12:00Z								177.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-30T07:00:00Z								219.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-31T07:00:00Z								268.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-01T07:00:00Z								342.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-02T07:00:00Z								416.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-03T07:00:00Z								483.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-05T09:00:00Z								558.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-06T07:00:00Z								567.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-07T08:00:00Z								571.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-08T07:00:00Z								576.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-09T06:30:00Z								572.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-10T07:00:00Z								575.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-13T07:00:00Z								572.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z								574.00		
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z	10.00									
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z						2.06				
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z										2.90
P_5886	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z							32.51			
P_5887	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-29T15:12:00Z								129.00		
P_5887	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-30T07:00:00Z								163.00		
P_5887	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-31T07:00:00Z								222.00		
P_5888	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z					10300.00					
P_5888	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-28T09:30:00Z								127.00		
P_5888	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-29T15:12:00Z								199.00		
P_5888	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-30T07:00:00Z								234.00		
P_5889	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-29T15:12:00Z								165.00		
P_5889	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-30T07:00:00Z								205.00		
P_5889	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-31T07:00:00Z								272.00		
P_5890	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z									548.00	
P_5890	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z			51.30							
P_5890	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z				2.52						
P_5890	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-14T06:30:00Z		1.16								
P_5890	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-28T09:30:00Z								110.00		
P_5890	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-29T15:12:00Z								191.00		
P_5890	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-30T07:00:00Z								225.00		
P_5890	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-07-31T07:00:00Z								288.00		
P_5890	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-01T07:00:00Z								358.00		
P_5890	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-02T07:00:00Z								424.00		
P_5890	NA	NA	NA	Zea_VIB_RIL62RIL2way___77	RIL62 RIL 2-way 	77	NA	2012-08-03T07:00:00Z								476.00		
