Source Name	Characteristics[Organism]	Characteristics[Genus]	Characteristics[Species]	Protocol REF	Sample Name	Characteristics[Observation Unit Type]	Characteristics[Spatial Distribution]
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_121	plant	[plant]121
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_139	plant	[plant]139
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_124	plant	[plant]124
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_123	plant	[plant]123
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_133	plant	[plant]133
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_126	plant	[plant]126
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_131	plant	[plant]131
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_125	plant	[plant]125
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_136	plant	[plant]136
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_135	plant	[plant]135
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_129	plant	[plant]129
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_140	plant	[plant]140
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_138	plant	[plant]138
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_134	plant	[plant]134
RIL126 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_128	plant	[plant]128
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_116	plant	[plant]116
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_111	plant	[plant]111
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_102	plant	[plant]102
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_107	plant	[plant]107
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_114	plant	[plant]114
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_101	plant	[plant]101
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_119	plant	[plant]119
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_112	plant	[plant]112
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_109	plant	[plant]109
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_120	plant	[plant]120
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_104	plant	[plant]104
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_118	plant	[plant]118
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_103	plant	[plant]103
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_106	plant	[plant]106
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_113	plant	[plant]113
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_108	plant	[plant]108
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_115	plant	[plant]115
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_110	plant	[plant]110
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_105	plant	[plant]105
RIL127 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_117	plant	[plant]117
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_84	plant	[plant]84
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_96	plant	[plant]96
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_82	plant	[plant]82
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_90	plant	[plant]90
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_88	plant	[plant]88
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_81	plant	[plant]81
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_94	plant	[plant]94
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_86	plant	[plant]86
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_83	plant	[plant]83
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_91	plant	[plant]91
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_98	plant	[plant]98
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_99	plant	[plant]99
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_89	plant	[plant]89
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_100	plant	[plant]100
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_92	plant	[plant]92
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_93	plant	[plant]93
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_87	plant	[plant]87
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_85	plant	[plant]85
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_95	plant	[plant]95
RIL128 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_97	plant	[plant]97
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_4	plant	[plant]4
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_12	plant	[plant]12
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_14	plant	[plant]14
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_6	plant	[plant]6
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_2	plant	[plant]2
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_16	plant	[plant]16
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_11	plant	[plant]11
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_8	plant	[plant]8
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_1	plant	[plant]1
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_15	plant	[plant]15
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_17	plant	[plant]17
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_3	plant	[plant]3
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_5	plant	[plant]5
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_10	plant	[plant]10
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_13	plant	[plant]13
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_20	plant	[plant]20
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_9	plant	[plant]9
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_7	plant	[plant]7
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_18	plant	[plant]18
RIL138 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_19	plant	[plant]19
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_37	plant	[plant]37
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_33	plant	[plant]33
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_22	plant	[plant]22
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_21	plant	[plant]21
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_31	plant	[plant]31
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_36	plant	[plant]36
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_26	plant	[plant]26
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_23	plant	[plant]23
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_24	plant	[plant]24
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_38	plant	[plant]38
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_28	plant	[plant]28
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_34	plant	[plant]34
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_35	plant	[plant]35
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_29	plant	[plant]29
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_40	plant	[plant]40
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_39	plant	[plant]39
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_30	plant	[plant]30
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_32	plant	[plant]32
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_25	plant	[plant]25
RIL139 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_27	plant	[plant]27
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_59	plant	[plant]59
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_57	plant	[plant]57
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_54	plant	[plant]54
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_50	plant	[plant]50
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_58	plant	[plant]58
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_56	plant	[plant]56
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_42	plant	[plant]42
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_52	plant	[plant]52
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_60	plant	[plant]60
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_43	plant	[plant]43
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_48	plant	[plant]48
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_53	plant	[plant]53
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_41	plant	[plant]41
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_49	plant	[plant]49
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_46	plant	[plant]46
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_55	plant	[plant]55
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_44	plant	[plant]44
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_51	plant	[plant]51
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_45	plant	[plant]45
RIL140 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_47	plant	[plant]47
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_68	plant	[plant]68
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_78	plant	[plant]78
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_77	plant	[plant]77
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_70	plant	[plant]70
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_61	plant	[plant]61
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_74	plant	[plant]74
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_63	plant	[plant]63
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_76	plant	[plant]76
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_66	plant	[plant]66
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_75	plant	[plant]75
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_79	plant	[plant]79
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_72	plant	[plant]72
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_73	plant	[plant]73
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_67	plant	[plant]67
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_64	plant	[plant]64
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_71	plant	[plant]71
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_62	plant	[plant]62
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_65	plant	[plant]65
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_69	plant	[plant]69
RIL141 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_80	plant	[plant]80
